calories,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,speed,timestamp,altitude,ascent,battery_soc,descent,enhanced_altitude,grade,temperature
756,7762.32,2.019,5,163,438475971,-53169181,2.019,2023-06-09 17:53:53,268.0,393.0,,157.0,268.0,-2.8,25.0
756,7764.37,1.89,5,162,438476164,-53169092,1.89,2023-06-09 17:53:54,268.20000000000005,393.0,,157.0,268.20000000000005,-0.67,25.0
756,7766.43,1.987,5,161,438476349,-53168980,1.987,2023-06-09 17:53:55,268.20000000000005,393.0,,157.0,268.20000000000005,-0.31,25.0
757,7768.04,2.073,5,159,438476529,-53168875,2.073,2023-06-09 17:53:56,268.20000000000005,393.0,,157.0,268.20000000000005,0.2,25.0
757,7770.1,2.221,5,157,438476708,-53168749,2.221,2023-06-09 17:53:57,268.4,393.0,,157.0,268.4,0.91,25.0
757,7772.05,2.291,5,157,438476896,-53168652,2.291,2023-06-09 17:53:58,268.4,393.0,,157.0,268.4,1.48,25.0
758,7773.36,1.901,5,158,438477041,-53168587,1.901,2023-06-09 17:53:59,268.4,393.0,,157.0,268.4,2.01,25.0
758,7775.07,1.778,5,159,438477211,-53168541,1.778,2023-06-09 17:54:00,268.6,393.0,,157.0,268.6,2.56,25.0
758,7776.67,1.771,5,159,438477394,-53168502,1.771,2023-06-09 17:54:01,268.79999999999995,393.0,,157.0,268.79999999999995,3.06,25.0
758,7778.32,1.705,5,160,438477578,-53168479,1.705,2023-06-09 17:54:02,268.79999999999995,393.0,,157.0,268.79999999999995,3.56,25.0
759,7780.03,1.686,5,158,438477760,-53168427,1.686,2023-06-09 17:54:03,269.0,393.0,,157.0,269.0,4.16,25.0
759,7781.73,1.656,5,158,438477942,-53168382,1.656,2023-06-09 17:54:04,269.20000000000005,393.0,,157.0,269.20000000000005,4.84,25.0
759,7783.41,1.634,5,157,438478089,-53168359,1.634,2023-06-09 17:54:05,269.4,394.0,,157.0,269.4,5.58,25.0
759,7785.05,1.609,5,157,438478258,-53168356,1.609,2023-06-09 17:54:06,269.6,394.0,,157.0,269.6,6.37,25.0
760,7786.71,1.588,5,157,438478440,-53168356,1.588,2023-06-09 17:54:07,269.6,394.0,,157.0,269.6,7.1,25.0
760,7788.26,1.598,5,157,438478622,-53168325,1.598,2023-06-09 17:54:08,269.79999999999995,394.0,,157.0,269.79999999999995,7.66,25.0
760,7789.96,1.603,5,156,438478803,-53168256,1.603,2023-06-09 17:54:09,270.0,394.0,,157.0,270.0,8.1,25.0
760,7791.79,1.603,5,156,438478985,-53168219,1.603,2023-06-09 17:54:10,270.20000000000005,394.0,,157.0,270.20000000000005,8.53,25.0
761,7793.51,1.603,5,156,438479169,-53168213,1.603,2023-06-09 17:54:11,270.4,395.0,,157.0,270.4,8.93,25.0
761,7795.18,1.624,5,155,438479350,-53168200,1.624,2023-06-09 17:54:12,270.6,395.0,,157.0,270.6,9.24,25.0
761,7796.99,1.631,5,154,438479533,-53168196,1.631,2023-06-09 17:54:13,270.6,395.0,,157.0,270.6,9.4,25.0
762,7798.83,1.631,5,155,438479748,-53168196,1.631,2023-06-09 17:54:14,270.79999999999995,395.0,,157.0,270.79999999999995,9.4,25.0
762,7800.54,1.61,5,155,438479941,-53168179,1.61,2023-06-09 17:54:15,271.0,395.0,,157.0,271.0,9.26,25.0
762,7802.06,1.603,5,156,438480087,-53168161,1.603,2023-06-09 17:54:16,271.0,395.0,,157.0,271.0,8.98,25.0
762,7803.72,1.624,5,156,438480258,-53168199,1.624,2023-06-09 17:54:17,271.20000000000005,396.0,,157.0,271.20000000000005,8.61,25.0
763,7805.36,1.631,5,156,438480441,-53168273,1.631,2023-06-09 17:54:18,271.4,396.0,,157.0,271.4,8.19,25.0
763,7806.8,1.652,5,155,438480591,-53168341,1.652,2023-06-09 17:54:19,271.4,396.0,,157.0,271.4,7.74,25.0
763,7808.53,1.658,5,155,438480760,-53168385,1.658,2023-06-09 17:54:20,271.6,396.0,,157.0,271.6,7.3,25.0
763,7810.27,1.658,5,155,438480942,-53168425,1.658,2023-06-09 17:54:21,271.6,396.0,,157.0,271.6,6.88,25.0
764,7812.08,1.712,5,155,438481123,-53168448,1.712,2023-06-09 17:54:22,271.79999999999995,396.0,,157.0,271.79999999999995,6.5,25.0
764,7814.2,2.063,5,154,438481372,-53168469,2.063,2023-06-09 17:54:23,271.79999999999995,396.0,,157.0,271.79999999999995,6.12,25.0
764,7816.27,2.107,5,154,438481575,-53168504,2.107,2023-06-09 17:54:24,272.0,396.0,,157.0,272.0,5.72,25.0
764,7818.07,1.855,5,154,438481760,-53168528,1.855,2023-06-09 17:54:25,272.0,396.0,,157.0,272.0,5.32,25.0
765,7819.9,1.834,5,153,438481978,-53168532,1.834,2023-06-09 17:54:26,272.20000000000005,397.0,,157.0,272.20000000000005,4.93,25.0
765,7821.88,1.952,5,153,438482205,-53168519,1.952,2023-06-09 17:54:27,272.20000000000005,397.0,,157.0,272.20000000000005,4.61,25.0
765,7823.78,1.918,5,152,438482399,-53168515,1.918,2023-06-09 17:54:28,272.20000000000005,397.0,,157.0,272.20000000000005,4.37,25.0
765,7825.93,2.114,5,151,438482613,-53168557,2.114,2023-06-09 17:54:29,272.4,397.0,,157.0,272.4,4.18,25.0
766,7827.9,1.985,5,151,438482807,-53168602,1.985,2023-06-09 17:54:30,272.4,397.0,,157.0,272.4,4.0,25.0
766,7830.0,2.065,5,152,438483035,-53168612,2.065,2023-06-09 17:54:31,272.6,397.0,,157.0,272.6,3.87,25.0
766,7831.65,2.124,5,151,438483216,-53168612,2.124,2023-06-09 17:54:32,272.6,397.0,,157.0,272.6,3.77,25.0
767,7833.42,1.976,5,152,438483427,-53168628,1.976,2023-06-09 17:54:33,272.6,397.0,,157.0,272.6,3.69,25.0
767,7835.29,1.917,5,152,438483622,-53168663,1.917,2023-06-09 17:54:34,272.79999999999995,397.0,,157.0,272.79999999999995,3.63,25.0
767,7837.44,2.127,5,151,438483836,-53168715,2.127,2023-06-09 17:54:35,272.79999999999995,397.0,,157.0,272.79999999999995,3.61,25.0
767,7839.78,2.253,5,151,438484074,-53168761,2.253,2023-06-09 17:54:36,273.0,397.0,,157.0,273.0,3.67,25.0
768,7841.92,2.119,5,151,438484307,-53168771,2.119,2023-06-09 17:54:37,273.0,397.0,,157.0,273.0,3.77,25.0
768,7844.11,2.186,5,150,438484536,-53168789,2.186,2023-06-09 17:54:38,273.20000000000005,398.0,,157.0,273.20000000000005,3.82,25.0
768,7846.35,2.233,5,150,438484798,-53168839,2.233,2023-06-09 17:54:39,273.20000000000005,398.0,,157.0,273.20000000000005,3.77,25.0
768,7848.59,2.239,5,149,438485034,-53168882,2.239,2023-06-09 17:54:40,273.20000000000005,398.0,,157.0,273.20000000000005,3.57,25.0
769,7850.97,2.361,5,149,438485298,-53168922,2.361,2023-06-09 17:54:41,273.20000000000005,398.0,,157.0,273.20000000000005,3.27,25.0
769,7853.27,2.299,5,149,438485535,-53168979,2.299,2023-06-09 17:54:42,273.20000000000005,398.0,,157.0,273.20000000000005,2.85,25.0
769,7855.48,2.3,4,149,438485752,-53169064,2.3,2023-06-09 17:54:43,273.20000000000005,398.0,,157.0,273.20000000000005,2.38,25.0
769,7858.0,2.443,4,148,438486022,-53169151,2.443,2023-06-09 17:54:44,273.20000000000005,398.0,,157.0,273.20000000000005,1.86,25.0
770,7860.56,2.589,4,148,438486286,-53169245,2.589,2023-06-09 17:54:45,273.20000000000005,398.0,,157.0,273.20000000000005,1.38,25.0
770,7863.6,2.925,4,148,438486576,-53169367,2.925,2023-06-09 17:54:46,273.20000000000005,398.0,,157.0,273.20000000000005,0.97,25.0
770,7866.37,2.849,4,148,438486869,-53169480,2.849,2023-06-09 17:54:47,273.20000000000005,398.0,,157.0,273.20000000000005,0.67,25.0
770,7869.28,2.864,4,148,438487160,-53169664,2.864,2023-06-09 17:54:48,273.4,398.0,,157.0,273.4,0.51,25.0
771,7871.91,2.709,4,147,438487391,-53169853,2.709,2023-06-09 17:54:49,273.4,398.0,,157.0,273.4,0.47,25.0
771,7874.49,2.613,4,146,438487625,-53170013,2.613,2023-06-09 17:54:50,273.4,398.0,,157.0,273.4,0.48,25.0
771,7876.82,2.603,4,146,438487846,-53170134,2.603,2023-06-09 17:54:51,273.4,398.0,,157.0,273.4,0.5,25.0
771,7879.2,2.609,4,145,438488117,-53170209,2.609,2023-06-09 17:54:52,273.4,398.0,,157.0,273.4,0.17,25.0
771,7882.0,2.64,5,146,438488396,-53170303,2.64,2023-06-09 17:54:53,273.4,398.0,,157.0,273.4,0.0,25.0
772,7884.84,2.735,5,145,438488702,-53170400,2.735,2023-06-09 17:54:54,273.20000000000005,398.0,,157.0,273.20000000000005,0.0,25.0
772,7888.39,2.809,5,145,438489055,-53170563,2.809,2023-06-09 17:54:55,273.20000000000005,398.0,,157.0,273.20000000000005,0.0,25.0
772,7891.89,3.23,5,146,438489419,-53170741,3.23,2023-06-09 17:54:56,273.20000000000005,398.0,,157.0,273.20000000000005,0.0,25.0
772,7895.03,3.45,5,146,438489745,-53170872,3.45,2023-06-09 17:54:57,273.0,398.0,,157.0,273.0,-0.42,25.0
773,7898.69,3.75,5,146,438490122,-53170988,3.75,2023-06-09 17:54:58,273.0,398.0,,157.0,273.0,-0.88,25.0
773,7903.07,3.842,5,146,438490578,-53171110,3.842,2023-06-09 17:54:59,273.0,398.0,,157.0,273.0,-1.12,25.0
773,7906.75,4.147,5,145,438490962,-53171247,4.147,2023-06-09 17:55:00,273.0,398.0,,157.0,273.0,-1.16,25.0
773,7909.94,3.635,5,145,438491298,-53171343,3.635,2023-06-09 17:55:01,273.20000000000005,398.0,,157.0,273.20000000000005,-1.06,25.0
774,7913.58,3.481,5,145,438491681,-53171403,3.481,2023-06-09 17:55:02,273.20000000000005,398.0,,157.0,273.20000000000005,-0.36,25.0
774,7917.17,3.481,5,145,438492051,-53171464,3.481,2023-06-09 17:55:03,273.20000000000005,398.0,,157.0,273.20000000000005,0.0,25.0
774,7921.23,3.481,5,145,438492497,-53171492,3.481,2023-06-09 17:55:04,273.20000000000005,398.0,,157.0,273.20000000000005,0.03,25.0
774,7924.71,3.481,5,145,438492879,-53171482,3.481,2023-06-09 17:55:05,273.4,398.0,,157.0,273.4,0.33,25.0
775,7927.74,3.468,5,145,438493199,-53171401,3.468,2023-06-09 17:55:06,273.4,398.0,,157.0,273.4,0.76,25.0
775,7930.11,3.026,5,145,438493414,-53171303,3.026,2023-06-09 17:55:07,273.6,398.0,,157.0,273.6,1.18,25.0
775,7933.02,3.172,5,144,438493671,-53171061,3.172,2023-06-09 17:55:08,273.79999999999995,398.0,,157.0,273.79999999999995,1.57,25.0
775,7935.7,3.213,5,144,438493873,-53170813,3.213,2023-06-09 17:55:09,273.79999999999995,398.0,,157.0,273.79999999999995,1.94,25.0
776,7938.11,3.087,5,144,438494055,-53170606,3.087,2023-06-09 17:55:10,274.0,399.0,,157.0,274.0,2.32,25.0
776,7940.74,2.928,5,144,438494304,-53170392,2.928,2023-06-09 17:55:11,274.20000000000005,399.0,,157.0,274.20000000000005,2.68,25.0
776,7943.58,2.809,5,144,438494545,-53170186,2.809,2023-06-09 17:55:12,274.20000000000005,399.0,,157.0,274.20000000000005,3.01,25.0
776,7946.72,2.786,5,144,438494804,-53169916,2.786,2023-06-09 17:55:13,274.4,399.0,,157.0,274.4,3.33,25.0
776,7949.1,2.737,5,144,438494973,-53169693,2.737,2023-06-09 17:55:14,274.6,399.0,,157.0,274.6,3.62,25.0
777,7951.48,2.694,5,143,438495179,-53169481,2.694,2023-06-09 17:55:15,274.6,399.0,,157.0,274.6,3.87,25.0
777,7953.78,2.607,5,142,438495372,-53169277,2.607,2023-06-09 17:55:16,274.79999999999995,399.0,,157.0,274.79999999999995,4.06,25.0
777,7956.72,2.583,5,142,438495595,-53169009,2.583,2023-06-09 17:55:17,274.79999999999995,400.0,,157.0,274.79999999999995,4.16,25.0
777,7958.95,2.583,5,141,438495747,-53168781,2.583,2023-06-09 17:55:18,275.0,400.0,,157.0,275.0,4.14,25.0
778,7961.44,2.583,6,140,438495921,-53168543,2.583,2023-06-09 17:55:19,275.0,400.0,,157.0,275.0,3.95,25.0
778,7964.17,2.654,6,140,438496136,-53168294,2.654,2023-06-09 17:55:20,274.79999999999995,400.0,,157.0,274.79999999999995,3.53,26.0
778,7967.65,2.704,6,139,438496433,-53168004,2.704,2023-06-09 17:55:21,274.79999999999995,400.0,,157.0,274.79999999999995,2.87,26.0
778,7971.96,2.683,5,138,438496827,-53167659,2.683,2023-06-09 17:55:22,274.79999999999995,400.0,,157.0,274.79999999999995,1.01,26.0
779,7975.44,3.224,5,137,438497129,-53167378,3.224,2023-06-09 17:55:23,274.79999999999995,400.0,,157.0,274.79999999999995,0.0,26.0
779,7978.99,3.544,5,137,438497401,-53167073,3.544,2023-06-09 17:55:24,274.6,400.0,,157.0,274.6,-0.05,26.0
779,7982.83,3.689,5,136,438497715,-53166749,3.689,2023-06-09 17:55:25,274.6,400.0,,157.0,274.6,-0.51,26.0
779,7986.73,3.721,5,136,438498075,-53166476,3.721,2023-06-09 17:55:26,274.4,400.0,,157.0,274.4,-1.1,26.0
779,7990.87,3.838,5,135,438498468,-53166189,3.838,2023-06-09 17:55:27,274.4,400.0,,158.0,274.4,-1.52,26.0
780,7996.35,4.349,5,134,438498989,-53165827,4.349,2023-06-09 17:55:28,274.20000000000005,400.0,,158.0,274.20000000000005,-1.84,26.0
780,8001.98,5.167,5,134,438499541,-53165543,5.167,2023-06-09 17:55:29,273.79999999999995,400.0,,158.0,273.79999999999995,-2.19,26.0
780,8007.81,5.684,5,133,438500140,-53165322,5.684,2023-06-09 17:55:30,273.4,400.0,,158.0,273.4,-2.71,26.0
780,8014.53,6.155,5,133,438500827,-53165082,6.155,2023-06-09 17:55:31,273.20000000000005,400.0,,158.0,273.20000000000005,-3.36,26.0
780,8020.02,6.25,5,133,438501368,-53164786,6.25,2023-06-09 17:55:32,272.79999999999995,400.0,,158.0,272.79999999999995,-4.0,26.0
781,8025.44,5.392,5,132,438501787,-53164308,5.392,2023-06-09 17:55:33,272.4,400.0,,159.0,272.4,-4.53,26.0
781,8030.44,4.764,5,132,438502016,-53163705,4.764,2023-06-09 17:55:34,272.20000000000005,400.0,,159.0,272.20000000000005,-4.83,26.0
781,8033.91,4.658,5,131,438502129,-53163272,4.658,2023-06-09 17:55:35,272.20000000000005,400.0,,160.0,272.20000000000005,-4.82,26.0
781,8037.24,4.658,5,131,438502184,-53162837,4.658,2023-06-09 17:55:36,272.4,400.0,,160.0,272.4,-4.5,26.0
781,8041.85,3.882,5,131,438502091,-53162244,3.882,2023-06-09 17:55:37,272.4,400.0,,160.0,272.4,-3.93,26.0
782,8046.12,3.639,5,132,438501847,-53161752,3.639,2023-06-09 17:55:38,272.6,400.0,,160.0,272.6,-1.63,26.0
782,8049.83,3.282,5,134,438501606,-53161358,3.282,2023-06-09 17:55:39,272.79999999999995,400.0,,160.0,272.79999999999995,-0.79,26.0
782,8053.06,2.924,5,135,438501379,-53161028,2.924,2023-06-09 17:55:40,273.0,400.0,,160.0,273.0,-0.71,26.0
782,8055.35,2.552,4,136,438501225,-53160806,2.552,2023-06-09 17:55:41,273.20000000000005,400.0,,160.0,273.20000000000005,0.7,26.0
783,8057.33,1.892,4,136,438501050,-53160635,1.892,2023-06-09 17:55:42,273.6,400.0,,160.0,273.6,2.15,26.0
783,8059.13,1.742,4,137,438500871,-53160522,1.742,2023-06-09 17:55:43,273.79999999999995,401.0,,160.0,273.79999999999995,3.49,26.0
783,8060.93,1.578,5,138,438500725,-53160395,1.578,2023-06-09 17:55:44,274.0,401.0,,160.0,274.0,4.71,26.0
783,8062.71,1.565,5,139,438500551,-53160269,1.565,2023-06-09 17:55:45,274.20000000000005,401.0,,160.0,274.20000000000005,5.91,26.0
783,8064.58,1.811,5,140,438500371,-53160182,1.811,2023-06-09 17:55:46,274.4,401.0,,160.0,274.4,7.21,26.0
784,8066.44,1.859,5,141,438500188,-53160084,1.859,2023-06-09 17:55:47,274.6,402.0,,160.0,274.6,8.58,26.0
784,8068.39,1.816,5,142,438500007,-53159987,1.816,2023-06-09 17:55:48,274.79999999999995,402.0,,160.0,274.79999999999995,9.9,26.0
784,8070.59,1.755,5,142,438499786,-53159871,1.755,2023-06-09 17:55:49,275.0,402.0,,160.0,275.0,10.88,26.0
784,8072.53,1.742,5,143,438499596,-53159752,1.742,2023-06-09 17:55:50,275.20000000000005,402.0,,160.0,275.20000000000005,11.32,26.0
785,8074.24,1.635,5,144,438499450,-53159616,1.635,2023-06-09 17:55:51,275.4,402.0,,160.0,275.4,11.31,26.0
785,8076.07,1.603,5,144,438499279,-53159461,1.603,2023-06-09 17:55:52,275.6,403.0,,160.0,275.6,11.13,26.0
785,8077.68,1.722,5,143,438499167,-53159320,1.722,2023-06-09 17:55:53,275.79999999999995,403.0,,160.0,275.79999999999995,10.9,26.0
785,8079.73,1.723,5,143,438499002,-53159148,1.723,2023-06-09 17:55:54,276.0,403.0,,160.0,276.0,10.75,26.0
786,8081.57,1.714,5,145,438498824,-53159001,1.714,2023-06-09 17:55:55,276.20000000000005,403.0,,160.0,276.20000000000005,10.63,26.0
786,8083.05,1.748,5,146,438498712,-53158864,1.748,2023-06-09 17:55:56,276.4,403.0,,160.0,276.4,10.46,26.0
786,8084.97,1.745,5,147,438498582,-53158687,1.745,2023-06-09 17:55:57,276.6,404.0,,160.0,276.6,10.24,26.0
786,8087.11,1.742,5,148,438498411,-53158480,1.742,2023-06-09 17:55:58,276.79999999999995,404.0,,160.0,276.79999999999995,10.08,26.0
786,8088.84,1.827,5,149,438498302,-53158294,1.827,2023-06-09 17:55:59,277.0,404.0,,160.0,277.0,9.99,26.0
787,8090.35,1.775,4,150,438498172,-53158157,1.775,2023-06-09 17:56:00,277.20000000000005,404.0,,160.0,277.20000000000005,9.95,26.0
787,8092.08,1.723,4,151,438498074,-53157978,1.723,2023-06-09 17:56:01,277.4,404.0,,160.0,277.4,9.97,26.0
787,8093.57,1.714,4,151,438497984,-53157811,1.714,2023-06-09 17:56:02,277.6,405.0,,160.0,277.6,10.04,26.0
787,8095.43,1.714,4,152,438497890,-53157584,1.714,2023-06-09 17:56:03,277.79999999999995,405.0,,160.0,277.79999999999995,10.07,26.0
788,8097.21,1.705,5,152,438497837,-53157353,1.705,2023-06-09 17:56:04,278.0,405.0,,160.0,278.0,10.04,26.0
788,8098.79,1.675,6,152,438497826,-53157149,1.675,2023-06-09 17:56:05,278.20000000000005,405.0,,160.0,278.20000000000005,9.95,26.0
788,8100.42,1.695,5,152,438497826,-53156931,1.695,2023-06-09 17:56:06,278.20000000000005,405.0,,160.0,278.20000000000005,9.79,26.0
789,8102.18,1.638,5,153,438497791,-53156696,1.638,2023-06-09 17:56:07,278.4,406.0,,160.0,278.4,9.6,26.0
789,8103.99,1.619,5,153,438497781,-53156454,1.619,2023-06-09 17:56:08,278.6,406.0,,160.0,278.6,9.41,26.0
789,8105.76,1.656,5,154,438497816,-53156219,1.656,2023-06-09 17:56:09,278.79999999999995,406.0,,160.0,278.79999999999995,9.17,26.0
789,8107.56,1.631,5,154,438497826,-53155982,1.631,2023-06-09 17:56:10,278.79999999999995,406.0,,160.0,278.79999999999995,8.86,26.0
790,8109.2,1.649,5,155,438497895,-53155774,1.649,2023-06-09 17:56:11,279.0,406.0,,160.0,279.0,8.61,26.0
790,8111.24,1.628,5,155,438497917,-53155505,1.628,2023-06-09 17:56:12,279.20000000000005,406.0,,160.0,279.20000000000005,8.47,26.0
790,8112.86,1.619,5,155,438497952,-53155293,1.619,2023-06-09 17:56:13,279.4,407.0,,160.0,279.4,8.43,26.0
790,8114.27,1.606,5,155,438497963,-53155108,1.606,2023-06-09 17:56:14,279.6,407.0,,160.0,279.6,8.51,26.0
791,8115.96,1.603,5,155,438497998,-53154887,1.603,2023-06-09 17:56:15,279.79999999999995,407.0,,160.0,279.79999999999995,8.74,26.0
791,8117.44,1.581,5,156,438498043,-53154697,1.581,2023-06-09 17:56:16,280.0,407.0,,160.0,280.0,9.07,26.0
791,8119.15,1.523,5,157,438498054,-53154472,1.523,2023-06-09 17:56:17,280.20000000000005,407.0,,160.0,280.20000000000005,9.45,26.0
791,8120.74,1.495,5,157,438498090,-53154261,1.495,2023-06-09 17:56:18,280.4,407.0,,160.0,280.4,9.81,26.0
792,8122.03,1.483,5,158,438498135,-53154095,1.483,2023-06-09 17:56:19,280.6,408.0,,160.0,280.6,10.07,26.0
792,8123.52,1.474,5,158,438498145,-53153902,1.474,2023-06-09 17:56:20,280.79999999999995,408.0,,160.0,280.79999999999995,10.25,26.0
792,8125.11,1.472,5,158,438498180,-53153689,1.472,2023-06-09 17:56:21,280.79999999999995,408.0,,160.0,280.79999999999995,10.4,26.0
793,8126.85,1.472,5,158,438498190,-53153455,1.472,2023-06-09 17:56:22,281.0,408.0,,160.0,281.0,10.51,26.0
793,8128.55,1.472,5,158,438498190,-53153232,1.472,2023-06-09 17:56:23,281.20000000000005,408.0,,160.0,281.20000000000005,10.58,26.0
793,8130.42,1.472,5,157,438498190,-53152986,1.472,2023-06-09 17:56:24,281.4,409.0,,160.0,281.4,10.64,26.0
793,8132.15,1.65,5,157,438498155,-53152757,1.65,2023-06-09 17:56:25,281.6,409.0,,160.0,281.6,10.73,26.0
794,8134.2,1.682,4,156,438498145,-53152485,1.682,2023-06-09 17:56:26,281.79999999999995,409.0,,160.0,281.79999999999995,10.82,26.0
794,8135.95,1.655,4,156,438498108,-53152254,1.655,2023-06-09 17:56:27,282.0,409.0,,160.0,282.0,10.89,26.0
794,8137.58,1.634,4,156,438498064,-53152038,1.634,2023-06-09 17:56:28,282.20000000000005,409.0,,160.0,282.20000000000005,10.91,26.0
794,8138.99,1.536,4,157,438498054,-53151853,1.536,2023-06-09 17:56:29,282.4,409.0,,160.0,282.4,10.9,26.0
795,8140.49,1.518,4,158,438498090,-53151655,1.518,2023-06-09 17:56:30,282.6,410.0,,160.0,282.6,10.92,26.0
795,8142.15,1.635,5,157,438498135,-53151440,1.635,2023-06-09 17:56:31,282.79999999999995,410.0,,160.0,282.79999999999995,11.01,26.0
795,8143.96,1.788,5,158,438498145,-53151201,1.788,2023-06-09 17:56:32,283.0,410.0,,160.0,283.0,11.18,26.0
795,8145.68,1.749,5,159,438498109,-53150982,1.749,2023-06-09 17:56:33,283.20000000000005,410.0,,160.0,283.20000000000005,11.4,26.0
796,8147.12,1.569,5,159,438498099,-53150795,1.569,2023-06-09 17:56:34,283.4,411.0,,160.0,283.4,11.56,26.0
796,8148.64,1.557,5,160,438498134,-53150592,1.557,2023-06-09 17:56:35,283.6,411.0,,160.0,283.6,11.51,26.0
796,8150.35,1.666,5,161,438498181,-53150381,1.666,2023-06-09 17:56:36,283.79999999999995,411.0,,160.0,283.79999999999995,11.28,26.0
797,8152.27,1.866,4,161,438498261,-53150139,1.866,2023-06-09 17:56:37,284.0,411.0,,160.0,284.0,10.86,26.0
797,8154.06,1.801,5,161,438498318,-53149905,1.801,2023-06-09 17:56:38,284.0,411.0,,160.0,284.0,10.27,26.0
797,8156.15,2.048,5,161,438498364,-53149634,2.048,2023-06-09 17:56:39,284.20000000000005,411.0,,160.0,284.20000000000005,9.58,26.0
797,8158.06,1.942,5,162,438498444,-53149395,1.942,2023-06-09 17:56:40,284.20000000000005,412.0,,160.0,284.20000000000005,8.76,26.0
798,8160.04,1.966,5,163,438498534,-53149158,1.966,2023-06-09 17:56:41,284.4,412.0,,160.0,284.4,7.81,26.0
798,8162.19,2.125,4,164,438498659,-53148921,2.125,2023-06-09 17:56:42,284.4,412.0,,160.0,284.4,6.77,26.0
798,8164.16,1.987,4,163,438498796,-53148747,1.987,2023-06-09 17:56:43,284.4,412.0,,160.0,284.4,5.75,26.0
799,8166.24,2.074,4,164,438499004,-53148602,2.074,2023-06-09 17:56:44,284.4,412.0,,160.0,284.4,4.84,26.0
799,8168.92,2.136,4,164,438499266,-53148447,2.136,2023-06-09 17:56:45,284.4,412.0,,160.0,284.4,4.02,26.0
799,8171.58,2.496,4,164,438499528,-53148323,2.496,2023-06-09 17:56:46,284.4,412.0,,160.0,284.4,3.25,26.0
799,8174.05,2.42,4,164,438499779,-53148197,2.42,2023-06-09 17:56:47,284.4,412.0,,160.0,284.4,2.46,26.0
800,8176.87,2.32,4,163,438500006,-53147985,2.32,2023-06-09 17:56:48,284.20000000000005,412.0,,160.0,284.20000000000005,1.56,26.0
800,8180.08,2.63,4,162,438500268,-53147702,2.63,2023-06-09 17:56:49,284.0,412.0,,160.0,284.0,0.51,26.0
800,8183.57,3.234,4,161,438500504,-53147331,3.234,2023-06-09 17:56:50,283.79999999999995,412.0,,160.0,283.79999999999995,-0.78,26.0
801,8187.42,3.66,4,160,438500629,-53146841,3.66,2023-06-09 17:56:51,283.6,412.0,,160.0,283.6,-2.22,26.0
801,8191.09,3.731,4,157,438500541,-53146369,3.731,2023-06-09 17:56:52,283.6,412.0,,160.0,283.6,-3.4,26.0
801,8194.69,3.545,4,156,438500370,-53145957,3.545,2023-06-09 17:56:53,283.6,412.0,,161.0,283.6,-4.08,26.0
801,8198.74,3.439,4,155,438500118,-53145511,3.439,2023-06-09 17:56:54,283.6,412.0,,161.0,283.6,-4.18,26.0
802,8201.11,3.445,4,154,438499967,-53145243,3.445,2023-06-09 17:56:55,283.6,412.0,,161.0,283.6,-3.87,26.0
802,8204.01,3.412,4,152,438499811,-53144914,3.412,2023-06-09 17:56:56,283.4,412.0,,161.0,283.4,-3.39,26.0
802,8207.64,3.195,4,152,438499597,-53144500,3.195,2023-06-09 17:56:57,283.4,412.0,,161.0,283.4,-2.75,26.0
802,8210.67,3.037,4,151,438499449,-53144155,3.037,2023-06-09 17:56:58,283.4,412.0,,161.0,283.4,-2.03,26.0
803,8213.44,2.928,4,150,438499309,-53143818,2.928,2023-06-09 17:56:59,283.4,412.0,,161.0,283.4,-1.41,26.0
803,8215.83,2.776,4,150,438499247,-53143505,2.776,2023-06-09 17:57:00,283.4,412.0,,161.0,283.4,-1.0,26.0
803,8218.12,2.726,4,149,438499273,-53143203,2.726,2023-06-09 17:57:01,283.20000000000005,412.0,,161.0,283.20000000000005,-0.99,26.0
803,8220.99,2.872,4,149,438499282,-53142821,2.872,2023-06-09 17:57:02,283.0,412.0,,161.0,283.0,-1.24,26.0
804,8225.17,3.458,4,149,438499246,-53142263,3.458,2023-06-09 17:57:03,283.0,412.0,,161.0,283.0,-1.56,26.0
804,8228.77,4.043,4,148,438499201,-53141790,4.043,2023-06-09 17:57:04,282.79999999999995,412.0,,161.0,282.79999999999995,-1.97,26.0
804,8233.07,4.322,4,148,438499052,-53141246,4.322,2023-06-09 17:57:05,282.79999999999995,412.0,,161.0,282.79999999999995,-2.4,26.0
804,8238.11,4.654,4,147,438498870,-53140610,4.654,2023-06-09 17:57:06,282.6,412.0,,161.0,282.6,-2.8,26.0
805,8244.28,4.815,4,146,438498610,-53139855,4.815,2023-06-09 17:57:07,282.4,412.0,,162.0,282.4,-3.09,26.0
805,8249.46,5.039,4,145,438498342,-53139254,5.039,2023-06-09 17:57:08,282.4,412.0,,162.0,282.4,-3.06,26.0
805,8253.58,4.996,4,143,438498108,-53138793,4.996,2023-06-09 17:57:09,282.20000000000005,412.0,,162.0,282.20000000000005,-2.86,26.0
805,8258.41,4.86,4,142,438497807,-53138256,4.86,2023-06-09 17:57:10,282.0,412.0,,162.0,282.0,-2.67,26.0
806,8263.38,4.79,4,141,438497526,-53137703,4.79,2023-06-09 17:57:11,282.0,412.0,,162.0,282.0,-2.54,26.0
