distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,temperature,calories,heart_rate,altitude,enhanced_altitude,ascent,descent,grade,battery_soc
11600.85,2.962,5,438551987,-53252805,2.962,2023-10-28 09:04:52,17.0,1261.0,123.0,360.4,360.4,579.0,259.0,-14.3,
11604.88,3.453,5,438551802,-53253279,3.453,2023-10-28 09:04:53,17.0,1262.0,123.0,360.0,360.0,579.0,259.0,-13.57,
11609.12,4.175,5,438551534,-53253750,4.175,2023-10-28 09:04:54,17.0,1262.0,122.0,359.6,359.6,579.0,260.0,-12.88,
11613.58,4.159,5,438551242,-53254217,4.159,2023-10-28 09:04:55,17.0,1262.0,122.0,359.0,359.0,579.0,260.0,-12.24,
11616.95,3.729,5,438551019,-53254562,3.729,2023-10-28 09:04:56,17.0,1262.0,122.0,358.6,358.6,579.0,260.0,-11.61,
11620.37,3.353,5,438550705,-53254837,3.353,2023-10-28 09:04:57,17.0,1262.0,122.0,358.20000000000005,358.20000000000005,579.0,261.0,-11.02,
11624.11,3.361,5,438550381,-53255095,3.361,2023-10-28 09:04:58,17.0,1263.0,122.0,357.6,357.6,579.0,261.0,-10.64,
11628.48,3.66,5,438549951,-53255366,3.66,2023-10-28 09:04:59,17.0,1263.0,123.0,357.0,357.0,579.0,262.0,-10.64,
11632.77,3.473,5,438549513,-53255596,3.473,2023-10-28 09:05:00,17.0,1263.0,123.0,356.4,356.4,579.0,262.0,-10.98,
11636.84,3.984,5,438549137,-53255788,3.984,2023-10-28 09:05:01,17.0,1263.0,123.0,355.79999999999995,355.79999999999995,579.0,263.0,-11.63,
11640.22,4.018,5,438548774,-53255866,4.018,2023-10-28 09:05:02,17.0,1263.0,123.0,355.20000000000005,355.20000000000005,579.0,263.0,-12.51,
11644.15,3.993,5,438548360,-53255922,3.993,2023-10-28 09:05:03,17.0,1263.0,122.0,354.6,354.6,579.0,264.0,-13.37,
11647.64,3.84,5,438547956,-53255881,3.84,2023-10-28 09:05:04,17.0,1264.0,121.0,354.0,354.0,579.0,265.0,-13.92,
11650.87,3.543,5,438547607,-53255821,3.543,2023-10-28 09:05:05,17.0,1264.0,122.0,353.6,353.6,579.0,265.0,-14.04,
11653.79,3.096,5,438547320,-53255784,3.096,2023-10-28 09:05:06,17.0,1264.0,123.0,353.0,353.0,579.0,266.0,-13.89,
11656.37,2.718,5,438547047,-53255804,2.718,2023-10-28 09:05:07,17.0,1264.0,123.0,352.4,352.4,579.0,266.0,-13.7,
11659.36,2.95,5,438546725,-53255778,2.95,2023-10-28 09:05:08,17.0,1264.0,123.0,351.79999999999995,351.79999999999995,579.0,267.0,-13.66,
11662.59,3.185,5,438546377,-53255724,3.185,2023-10-28 09:05:09,17.0,1265.0,124.0,351.20000000000005,351.20000000000005,579.0,268.0,-14.01,
11665.87,3.312,5,438546043,-53255660,3.312,2023-10-28 09:05:10,17.0,1265.0,124.0,350.79999999999995,350.79999999999995,579.0,268.0,-14.66,
11668.51,3.32,5,438545726,-53255618,3.32,2023-10-28 09:05:11,17.0,1265.0,124.0,350.20000000000005,350.20000000000005,579.0,269.0,-15.37,
11671.71,3.219,5,438545407,-53255539,3.219,2023-10-28 09:05:12,17.0,1265.0,124.0,349.6,349.6,579.0,269.0,-15.86,
11675.17,3.442,5,438545052,-53255383,3.442,2023-10-28 09:05:13,17.0,1265.0,124.0,349.20000000000005,349.20000000000005,579.0,270.0,-15.99,
11678.0,3.463,5,438544785,-53255272,3.463,2023-10-28 09:05:14,17.0,1266.0,124.0,348.6,348.6,579.0,270.0,-15.72,
11680.9,3.029,5,438544459,-53255333,3.029,2023-10-28 09:05:15,17.0,1266.0,125.0,348.0,348.0,579.0,271.0,-15.39,
11683.14,2.968,5,438544236,-53255413,2.968,2023-10-28 09:05:16,17.0,1266.0,125.0,347.20000000000005,347.20000000000005,579.0,271.0,-15.26,
11687.25,2.983,5,438543828,-53255654,2.983,2023-10-28 09:05:17,17.0,1266.0,125.0,346.6,346.6,579.0,272.0,-15.44,
11690.89,3.563,4,438543500,-53255917,3.563,2023-10-28 09:05:18,17.0,1266.0,124.0,346.0,346.0,579.0,273.0,-15.95,
11694.24,3.631,4,438543190,-53256146,3.631,2023-10-28 09:05:19,17.0,1266.0,124.0,345.20000000000005,345.20000000000005,579.0,273.0,-16.7,
11698.38,3.648,4,438542777,-53256329,3.648,2023-10-28 09:05:20,17.0,1267.0,124.0,344.6,344.6,579.0,274.0,-17.44,
11702.69,4.155,4,438542353,-53256537,4.155,2023-10-28 09:05:21,17.0,1267.0,124.0,344.0,344.0,579.0,275.0,-17.83,
11706.79,4.096,5,438541954,-53256744,4.096,2023-10-28 09:05:22,17.0,1267.0,124.0,343.4,343.4,579.0,275.0,-17.73,
11710.73,3.997,5,438541533,-53256892,3.997,2023-10-28 09:05:23,17.0,1267.0,124.0,342.79999999999995,342.79999999999995,579.0,276.0,-17.14,
11714.32,3.768,5,438541155,-53257039,3.768,2023-10-28 09:05:24,17.0,1267.0,123.0,342.0,342.0,579.0,277.0,-16.19,
11718.7,4.148,5,438540730,-53257263,4.148,2023-10-28 09:05:25,17.0,1268.0,123.0,341.4,341.4,579.0,277.0,-15.37,
11723.1,4.375,5,438540300,-53257495,4.375,2023-10-28 09:05:26,17.0,1268.0,122.0,340.79999999999995,340.79999999999995,579.0,278.0,-14.89,
11727.45,4.386,4,438539856,-53257725,4.386,2023-10-28 09:05:27,17.0,1268.0,122.0,340.0,340.0,579.0,279.0,-14.62,
11731.05,4.374,4,438539502,-53257939,4.374,2023-10-28 09:05:28,17.0,1268.0,122.0,339.4,339.4,579.0,279.0,-14.49,
11734.95,3.964,4,438539126,-53258129,3.964,2023-10-28 09:05:29,17.0,1268.0,122.0,338.6,338.6,579.0,280.0,-14.43,
11738.8,3.877,4,438538778,-53258420,3.877,2023-10-28 09:05:30,17.0,1268.0,122.0,338.0,338.0,579.0,281.0,-14.41,
11743.05,4.185,4,438538457,-53258799,4.185,2023-10-28 09:05:31,17.0,1269.0,122.0,337.20000000000005,337.20000000000005,579.0,281.0,-14.38,
11747.0,3.991,4,438538141,-53259178,3.991,2023-10-28 09:05:32,17.0,1269.0,123.0,336.6,336.6,579.0,282.0,-14.37,
11751.0,3.986,4,438537862,-53259555,3.986,2023-10-28 09:05:33,17.0,1269.0,123.0,336.0,336.0,579.0,283.0,-14.43,
11755.15,4.174,4,438537498,-53259883,4.174,2023-10-28 09:05:34,17.0,1269.0,124.0,335.4,335.4,579.0,283.0,-14.53,
11758.08,4.205,4,438537179,-53259997,4.205,2023-10-28 09:05:35,17.0,1269.0,124.0,334.6,334.6,579.0,284.0,-14.68,
11762.37,4.274,5,438536723,-53259948,4.274,2023-10-28 09:05:36,17.0,1270.0,124.0,334.0,334.0,579.0,285.0,-14.78,
11766.19,3.966,6,438536364,-53259702,3.966,2023-10-28 09:05:37,17.0,1270.0,124.0,333.4,333.4,579.0,285.0,-14.69,
11768.85,3.907,8,438536231,-53259399,3.907,2023-10-28 09:05:38,17.0,1270.0,124.0,332.6,332.6,579.0,286.0,-14.5,
11771.47,3.641,8,438536143,-53259065,3.641,2023-10-28 09:05:39,17.0,1270.0,124.0,332.20000000000005,332.20000000000005,579.0,287.0,-14.25,
11774.05,2.619,8,438536104,-53258725,2.619,2023-10-28 09:05:40,17.0,1270.0,123.0,331.6,331.6,579.0,287.0,-14.0,
11776.47,2.443,8,438536153,-53258408,2.443,2023-10-28 09:05:41,17.0,1270.0,120.0,331.0,331.0,579.0,288.0,-13.83,
11778.87,2.409,8,438536252,-53258127,2.409,2023-10-28 09:05:42,17.0,1271.0,119.0,330.4,330.4,579.0,288.0,-13.92,
11781.55,2.586,8,438536433,-53257846,2.586,2023-10-28 09:05:43,17.0,1271.0,116.0,330.0,330.0,579.0,289.0,-14.39,
11784.57,2.888,8,438536614,-53257512,2.888,2023-10-28 09:05:44,17.0,1271.0,115.0,329.4,329.4,579.0,289.0,-15.29,
11787.71,3.296,8,438536798,-53257175,3.296,2023-10-28 09:05:45,17.0,1271.0,113.0,328.6,328.6,579.0,290.0,-16.68,
11793.01,3.738,8,438537127,-53256597,3.738,2023-10-28 09:05:46,17.0,1271.0,113.0,327.79999999999995,327.79999999999995,579.0,291.0,-18.4,
11798.42,4.379,7,438537469,-53256012,4.379,2023-10-28 09:05:47,17.0,1271.0,113.0,327.20000000000005,327.20000000000005,579.0,291.0,-19.82,
11806.78,6.009,7,438538049,-53255160,6.009,2023-10-28 09:05:48,17.0,1272.0,114.0,326.4,326.4,579.0,292.0,-20.26,
11813.6,7.225,7,438538566,-53254489,7.225,2023-10-28 09:05:49,17.0,1272.0,114.0,325.6,325.6,579.0,293.0,-19.6,
11821.56,7.694,7,438539178,-53253742,7.694,2023-10-28 09:05:50,17.0,1272.0,115.0,324.79999999999995,324.79999999999995,579.0,293.0,-18.01,
11830.22,8.528,6,438539859,-53252949,8.528,2023-10-28 09:05:51,17.0,1272.0,116.0,324.20000000000005,324.20000000000005,579.0,294.0,-15.83,
11838.79,8.52,6,438540491,-53252114,8.52,2023-10-28 09:05:52,17.0,1272.0,116.0,323.6,323.6,579.0,295.0,-13.5,
11846.31,8.297,6,438540978,-53251312,8.297,2023-10-28 09:05:53,17.0,1272.0,116.0,323.20000000000005,323.20000000000005,579.0,296.0,-11.27,
11853.88,6.906,6,438541285,-53250388,6.906,2023-10-28 09:05:54,17.0,1273.0,116.0,322.79999999999995,322.79999999999995,579.0,296.0,-9.32,
11858.14,7.349,6,438541215,-53249834,7.349,2023-10-28 09:05:55,17.0,1273.0,116.0,322.4,322.4,579.0,297.0,-7.79,
11863.17,6.891,6,438540854,-53249311,6.891,2023-10-28 09:05:56,17.0,1273.0,116.0,322.0,322.0,579.0,297.0,-6.7,
11867.98,6.428,7,438540481,-53248893,6.428,2023-10-28 09:05:57,17.0,1273.0,117.0,321.6,321.6,579.0,298.0,-5.95,
11872.39,4.778,8,438540043,-53248749,4.778,2023-10-28 09:05:58,17.0,1273.0,118.0,321.0,321.0,579.0,298.0,-5.46,
11877.2,5.026,8,438539533,-53248877,5.026,2023-10-28 09:05:59,17.0,1273.0,118.0,320.4,320.4,579.0,298.0,-5.34,
11881.27,5.0,10,438539111,-53249064,5.0,2023-10-28 09:06:00,17.0,1274.0,119.0,319.79999999999995,319.79999999999995,579.0,299.0,-5.58,
11887.82,5.064,10,438538459,-53249341,5.064,2023-10-28 09:06:01,17.0,1274.0,119.0,319.0,319.0,579.0,299.0,-6.27,
11894.05,5.828,10,438537783,-53249525,5.828,2023-10-28 09:06:02,17.0,1274.0,120.0,318.20000000000005,318.20000000000005,579.0,300.0,-7.35,
11900.09,6.136,10,438537130,-53249597,6.136,2023-10-28 09:06:03,17.0,1274.0,120.0,317.4,317.4,579.0,301.0,-8.75,
11905.58,6.304,10,438536551,-53249540,6.304,2023-10-28 09:06:04,17.0,1274.0,121.0,316.6,316.6,579.0,301.0,-10.24,
11912.31,6.536,10,438535818,-53249527,6.536,2023-10-28 09:06:05,17.0,1274.0,121.0,315.6,315.6,579.0,302.0,-11.52,
11920.0,6.512,10,438535014,-53249653,6.512,2023-10-28 09:06:06,17.0,1275.0,122.0,314.79999999999995,314.79999999999995,579.0,303.0,-12.29,
11926.62,6.163,10,438534338,-53249888,6.163,2023-10-28 09:06:07,17.0,1275.0,122.0,313.79999999999995,313.79999999999995,579.0,304.0,-12.62,
11932.61,6.75,9,438533695,-53250085,6.75,2023-10-28 09:06:08,17.0,1275.0,123.0,312.6,312.6,579.0,305.0,-12.76,
11941.33,6.793,9,438532774,-53250280,6.793,2023-10-28 09:06:09,17.0,1275.0,122.0,311.6,311.6,579.0,306.0,-12.86,
11948.17,7.408,9,438532024,-53250336,7.408,2023-10-28 09:06:10,17.0,1275.0,122.0,310.79999999999995,310.79999999999995,579.0,307.0,-12.96,
11955.8,7.408,9,438531225,-53250268,7.408,2023-10-28 09:06:11,17.0,1276.0,121.0,310.0,310.0,579.0,308.0,-12.99,
11963.04,7.405,8,438530431,-53250151,7.405,2023-10-28 09:06:12,17.0,1276.0,121.0,309.20000000000005,309.20000000000005,579.0,309.0,-12.83,
11970.78,7.3,8,438529629,-53249990,7.3,2023-10-28 09:06:13,17.0,1276.0,120.0,308.6,308.6,579.0,310.0,-12.33,
11977.94,7.111,8,438528841,-53249896,7.111,2023-10-28 09:06:14,17.0,1276.0,120.0,308.4,308.4,579.0,311.0,-11.4,
11985.04,7.094,8,438528111,-53249775,7.094,2023-10-28 09:06:15,17.0,1276.0,121.0,308.0,308.0,579.0,311.0,-10.1,
11991.58,6.632,8,438527432,-53249616,6.632,2023-10-28 09:06:16,17.0,1276.0,121.0,308.0,308.0,579.0,312.0,-8.58,
11997.78,6.174,8,438526755,-53249436,6.174,2023-10-28 09:06:17,17.0,1277.0,121.0,307.79999999999995,307.79999999999995,579.0,312.0,-7.01,
12002.98,6.116,8,438526222,-53249313,6.116,2023-10-28 09:06:18,17.0,1277.0,121.0,307.79999999999995,307.79999999999995,579.0,312.0,-5.51,
12008.82,5.824,7,438525606,-53249162,5.824,2023-10-28 09:06:19,17.0,1277.0,121.0,307.79999999999995,307.79999999999995,579.0,312.0,-4.11,
12015.24,5.596,7,438524932,-53249064,5.596,2023-10-28 09:06:20,17.0,1277.0,121.0,307.79999999999995,307.79999999999995,579.0,312.0,-2.88,
12020.58,5.389,7,438524343,-53249064,5.389,2023-10-28 09:06:21,17.0,1277.0,122.0,307.79999999999995,307.79999999999995,579.0,312.0,-1.92,
12026.04,5.394,7,438523742,-53249089,5.394,2023-10-28 09:06:22,17.0,1278.0,122.0,307.6,307.6,579.0,312.0,-1.33,
12031.58,5.512,7,438523154,-53249149,5.512,2023-10-28 09:06:23,17.0,1278.0,122.0,307.4,307.4,579.0,312.0,-1.12,
12037.64,5.833,7,438522537,-53249298,5.833,2023-10-28 09:06:24,17.0,1278.0,121.0,307.0,307.0,579.0,312.0,-1.27,
12044.01,5.879,7,438521859,-53249472,5.879,2023-10-28 09:06:25,17.0,1278.0,120.0,306.6,306.6,579.0,313.0,-1.77,
12050.61,6.644,7,438521135,-53249640,6.644,2023-10-28 09:06:26,17.0,1278.0,116.0,306.4,306.4,579.0,313.0,-2.46,
12056.43,7.119,6,438520533,-53249653,7.119,2023-10-28 09:06:27,17.0,1278.0,115.0,306.0,306.0,579.0,313.0,-3.18,
12063.1,7.116,6,438519830,-53249537,7.116,2023-10-28 09:06:28,17.0,1279.0,114.0,305.79999999999995,305.79999999999995,579.0,314.0,-3.74,
12070.03,7.008,6,438519098,-53249399,7.008,2023-10-28 09:06:29,17.0,1279.0,114.0,305.4,305.4,579.0,314.0,-4.05,
12078.56,6.63,6,438518142,-53249382,6.63,2023-10-28 09:06:30,17.0,1279.0,114.0,305.0,305.0,579.0,314.0,-4.19,
12086.15,7.191,6,438517348,-53249351,7.191,2023-10-28 09:06:31,17.0,1279.0,114.0,304.6,304.6,579.0,314.0,-4.26,
12093.33,7.861,6,438516595,-53249201,7.861,2023-10-28 09:06:32,17.0,1279.0,114.0,304.20000000000005,304.20000000000005,579.0,315.0,-4.28,
12102.96,8.481,6,438515594,-53248895,8.481,2023-10-28 09:06:33,17.0,1279.0,114.0,303.6,303.6,579.0,315.0,-4.41,
12111.61,8.469,6,438514668,-53248571,8.469,2023-10-28 09:06:34,17.0,1280.0,114.0,303.0,303.0,579.0,316.0,-4.68,
12119.56,8.235,6,438513861,-53248283,8.235,2023-10-28 09:06:35,17.0,1280.0,115.0,302.6,302.6,579.0,316.0,-5.0,
12127.4,7.821,5,438513046,-53248103,7.821,2023-10-28 09:06:36,17.0,1280.0,115.0,302.0,302.0,579.0,317.0,-5.33,
12134.78,7.481,5,438512262,-53247967,7.481,2023-10-28 09:06:37,17.0,1280.0,115.0,301.20000000000005,301.20000000000005,579.0,317.0,-5.66,
12140.67,7.481,5,438511611,-53247890,7.481,2023-10-28 09:06:38,17.0,1280.0,114.0,300.4,300.4,579.0,318.0,-5.98,
12148.78,7.481,5,438510725,-53247853,7.481,2023-10-28 09:06:39,17.0,1280.0,113.0,299.79999999999995,299.79999999999995,579.0,318.0,-6.3,
12156.29,7.481,5,438509921,-53247872,7.481,2023-10-28 09:06:40,17.0,1281.0,111.0,299.0,299.0,579.0,319.0,-6.68,
12163.46,7.481,5,438509172,-53247911,7.481,2023-10-28 09:06:41,17.0,1281.0,109.0,298.4,298.4,579.0,320.0,-7.1,
12171.46,7.481,5,438508325,-53247946,7.481,2023-10-28 09:06:42,17.0,1281.0,107.0,297.79999999999995,297.79999999999995,579.0,321.0,-7.47,
12179.27,7.481,5,438507454,-53247907,7.481,2023-10-28 09:06:43,17.0,1281.0,105.0,297.20000000000005,297.20000000000005,579.0,321.0,-7.76,
12187.67,7.481,6,438506582,-53247826,7.481,2023-10-28 09:06:44,17.0,1281.0,104.0,296.6,296.6,579.0,322.0,-7.88,
12195.69,7.481,5,438505717,-53247706,7.481,2023-10-28 09:06:45,17.0,1281.0,103.0,296.4,296.4,579.0,323.0,-7.72,
12204.06,7.515,5,438504830,-53247577,7.515,2023-10-28 09:06:46,17.0,1281.0,103.0,296.0,296.0,579.0,323.0,-7.27,
12210.27,7.953,5,438504155,-53247403,7.953,2023-10-28 09:06:47,17.0,1281.0,104.0,295.6,295.6,579.0,324.0,-6.71,
12218.46,7.919,5,438503306,-53247184,7.919,2023-10-28 09:06:48,17.0,1282.0,105.0,295.20000000000005,295.20000000000005,579.0,324.0,-6.17,
12226.81,7.467,5,438502400,-53247009,7.467,2023-10-28 09:06:49,17.0,1282.0,106.0,294.6,294.6,579.0,324.0,-5.71,
12233.05,6.314,5,438501767,-53246809,6.314,2023-10-28 09:06:50,17.0,1282.0,108.0,294.0,294.0,579.0,325.0,-5.41,
12238.4,6.32,5,438501219,-53246584,6.32,2023-10-28 09:06:51,18.0,1282.0,109.0,293.4,293.4,579.0,325.0,-5.31,
12246.08,6.439,5,438500456,-53246197,6.439,2023-10-28 09:06:52,18.0,1282.0,109.0,292.6,292.6,579.0,326.0,-5.49,
12252.99,7.049,5,438499755,-53245918,7.049,2023-10-28 09:06:53,18.0,1282.0,109.0,291.79999999999995,291.79999999999995,579.0,326.0,-5.98,
12260.29,7.099,5,438498966,-53245768,7.099,2023-10-28 09:06:54,18.0,1283.0,108.0,291.0,291.0,579.0,327.0,-6.79,
12266.92,6.985,5,438498285,-53245834,6.985,2023-10-28 09:06:55,18.0,1283.0,108.0,290.0,290.0,579.0,328.0,-7.85,
12272.66,6.113,6,438497668,-53246027,6.113,2023-10-28 09:06:56,18.0,1283.0,108.0,289.0,289.0,579.0,329.0,-8.98,
12278.73,6.389,6,438497019,-53246234,6.389,2023-10-28 09:06:57,18.0,1283.0,108.0,288.0,288.0,579.0,330.0,-10.04,
12285.54,6.438,5,438496357,-53246521,6.438,2023-10-28 09:06:58,18.0,1283.0,108.0,287.0,287.0,579.0,331.0,-10.96,
12292.77,7.093,5,438495585,-53246829,7.093,2023-10-28 09:06:59,18.0,1283.0,109.0,286.0,286.0,579.0,332.0,-11.71,
12300.28,7.689,5,438494841,-53247213,7.689,2023-10-28 09:07:00,18.0,1283.0,110.0,285.20000000000005,285.20000000000005,579.0,333.0,-12.29,
12308.84,8.103,5,438494006,-53247696,8.103,2023-10-28 09:07:01,18.0,1284.0,110.0,284.4,284.4,579.0,333.0,-12.64,
12316.79,8.096,5,438493250,-53248141,8.096,2023-10-28 09:07:02,18.0,1284.0,111.0,283.79999999999995,283.79999999999995,579.0,334.0,-12.58,
12324.45,7.83,5,438492462,-53248431,7.83,2023-10-28 09:07:03,18.0,1284.0,110.0,283.20000000000005,283.20000000000005,579.0,335.0,-11.95,
12331.18,6.722,5,438491730,-53248502,6.722,2023-10-28 09:07:04,18.0,1284.0,110.0,282.79999999999995,282.79999999999995,579.0,336.0,-10.85,
12336.59,5.642,5,438491154,-53248443,5.642,2023-10-28 09:07:05,18.0,1284.0,111.0,282.20000000000005,282.20000000000005,579.0,337.0,-9.59,
12341.75,5.162,6,438490600,-53248322,5.162,2023-10-28 09:07:06,18.0,1284.0,111.0,281.79999999999995,281.79999999999995,579.0,337.0,-8.42,
12345.91,4.993,6,438490163,-53248228,4.993,2023-10-28 09:07:07,18.0,1284.0,111.0,281.0,281.0,579.0,337.0,-7.57,
12348.74,3.197,6,438489883,-53248231,3.197,2023-10-28 09:07:08,18.0,1285.0,112.0,280.4,280.4,579.0,338.0,-7.18,
12351.59,2.978,6,438489577,-53248272,2.978,2023-10-28 09:07:09,18.0,1285.0,113.0,279.79999999999995,279.79999999999995,579.0,339.0,-7.29,
12354.24,2.492,6,438489294,-53248387,2.492,2023-10-28 09:07:10,18.0,1285.0,113.0,279.20000000000005,279.20000000000005,579.0,339.0,-7.9,
12357.25,2.494,6,438489027,-53248603,2.494,2023-10-28 09:07:11,18.0,1285.0,113.0,278.79999999999995,278.79999999999995,579.0,340.0,-9.04,
12360.0,2.55,6,438488806,-53248861,2.55,2023-10-28 09:07:12,18.0,1285.0,113.0,278.20000000000005,278.20000000000005,579.0,340.0,-10.65,
12363.49,3.353,6,438488579,-53249221,3.353,2023-10-28 09:07:13,18.0,1285.0,113.0,277.79999999999995,277.79999999999995,579.0,341.0,-12.55,
12366.82,3.388,6,438488386,-53249595,3.388,2023-10-28 09:07:14,18.0,1286.0,113.0,277.4,277.4,579.0,342.0,-14.48,
12370.77,3.858,6,438488148,-53250036,3.858,2023-10-28 09:07:15,18.0,1286.0,113.0,276.6,276.6,579.0,342.0,-16.11,
12375.17,4.656,6,438487824,-53250443,4.656,2023-10-28 09:07:16,18.0,1286.0,114.0,275.79999999999995,275.79999999999995,579.0,342.0,-17.07,
12379.9,4.771,6,438487380,-53250748,4.771,2023-10-28 09:07:17,18.0,1286.0,114.0,275.0,275.0,579.0,343.0,-17.19,
12386.41,5.131,6,438486708,-53251077,5.131,2023-10-28 09:07:18,18.0,1286.0,114.0,274.20000000000005,274.20000000000005,579.0,344.0,-16.77,
12390.49,5.131,6,438486296,-53251234,5.131,2023-10-28 09:07:19,18.0,1286.0,115.0,273.4,273.4,579.0,344.0,-16.13,
12395.68,5.141,6,438485753,-53251333,5.141,2023-10-28 09:07:20,18.0,1287.0,115.0,272.6,272.6,579.0,345.0,-15.55,
12401.58,5.675,6,438485100,-53251304,5.675,2023-10-28 09:07:21,18.0,1287.0,115.0,271.79999999999995,271.79999999999995,579.0,346.0,-15.18,
12408.37,5.64,6,438484409,-53251097,5.64,2023-10-28 09:07:22,18.0,1287.0,115.0,270.79999999999995,270.79999999999995,579.0,347.0,-14.99,
12413.86,5.229,6,438483966,-53250638,5.229,2023-10-28 09:07:23,18.0,1287.0,116.0,269.79999999999995,269.79999999999995,579.0,348.0,-14.88,
12417.99,5.075,6,438483661,-53250200,5.075,2023-10-28 09:07:24,18.0,1287.0,116.0,269.0,269.0,579.0,349.0,-14.74,
12423.21,5.061,6,438483342,-53249643,5.061,2023-10-28 09:07:25,18.0,1287.0,116.0,268.20000000000005,268.20000000000005,579.0,350.0,-14.59,
12428.72,4.58,6,438482975,-53249061,4.58,2023-10-28 09:07:26,18.0,1287.0,116.0,267.4,267.4,579.0,350.0,-14.47,
12432.33,3.695,6,438482754,-53248672,3.695,2023-10-28 09:07:27,18.0,1288.0,116.0,266.79999999999995,266.79999999999995,579.0,351.0,-14.36,
12436.33,3.478,6,438482523,-53248199,3.478,2023-10-28 09:07:28,18.0,1288.0,116.0,266.20000000000005,266.20000000000005,579.0,352.0,-14.23,
12439.19,3.444,6,438482381,-53247865,3.444,2023-10-28 09:07:29,18.0,1288.0,115.0,265.6,265.6,579.0,353.0,-14.12,
12442.75,3.455,6,438482143,-53247504,3.455,2023-10-28 09:07:30,18.0,1288.0,115.0,265.0,265.0,579.0,354.0,-14.1,
12447.32,3.616,6,438481779,-53247113,3.616,2023-10-28 09:07:31,18.0,1288.0,116.0,264.4,264.4,579.0,354.0,-14.21,
12451.34,4.045,6,438481426,-53246831,4.045,2023-10-28 09:07:32,18.0,1288.0,115.0,263.6,263.6,579.0,355.0,-14.51,
12456.03,4.548,7,438480962,-53246591,4.548,2023-10-28 09:07:33,18.0,1289.0,116.0,263.0,263.0,579.0,355.0,-15.01,
12460.89,5.131,7,438480437,-53246413,5.131,2023-10-28 09:07:34,18.0,1289.0,117.0,262.20000000000005,262.20000000000005,579.0,356.0,-15.55,
12468.14,5.847,7,438479662,-53246336,5.847,2023-10-28 09:07:35,18.0,1289.0,118.0,261.6,261.6,579.0,357.0,-15.79,
12474.51,6.059,7,438478970,-53246296,6.059,2023-10-28 09:07:36,18.0,1289.0,119.0,261.0,261.0,579.0,357.0,-15.45,
12480.91,6.506,6,438478272,-53246257,6.506,2023-10-28 09:07:37,18.0,1289.0,119.0,260.6,260.6,579.0,358.0,-14.45,
12487.87,6.672,6,438477534,-53246195,6.672,2023-10-28 09:07:38,18.0,1290.0,119.0,260.0,260.0,579.0,359.0,-13.04,
12493.9,7.008,6,438476915,-53246085,7.008,2023-10-28 09:07:39,18.0,1290.0,120.0,259.4,259.4,579.0,359.0,-11.53,
12502.23,6.998,6,438476038,-53245885,6.998,2023-10-28 09:07:40,18.0,1290.0,120.0,258.79999999999995,258.79999999999995,579.0,360.0,-10.15,
12509.07,6.766,7,438475341,-53245567,6.766,2023-10-28 09:07:41,18.0,1290.0,120.0,258.20000000000005,258.20000000000005,579.0,360.0,-9.0,
12515.49,6.242,7,438474648,-53245364,6.242,2023-10-28 09:07:42,18.0,1290.0,119.0,257.6,257.6,579.0,361.0,-8.19,
12521.31,6.208,7,438474021,-53245348,6.208,2023-10-28 09:07:43,18.0,1290.0,118.0,257.0,257.0,579.0,361.0,-7.73,
12527.24,5.755,6,438473388,-53245410,5.755,2023-10-28 09:07:44,18.0,1291.0,118.0,256.4,256.4,579.0,362.0,-7.59,
12532.53,5.254,6,438472848,-53245465,5.254,2023-10-28 09:07:45,18.0,1291.0,117.0,255.60000000000002,255.60000000000002,579.0,363.0,-7.73,
12537.52,5.029,6,438472298,-53245502,5.029,2023-10-28 09:07:46,18.0,1291.0,117.0,255.0,255.0,579.0,363.0,-8.09,
12543.07,4.58,6,438471712,-53245527,4.58,2023-10-28 09:07:47,18.0,1291.0,117.0,254.20000000000005,254.20000000000005,579.0,364.0,-8.61,
12547.19,4.769,6,438471271,-53245544,4.769,2023-10-28 09:07:48,18.0,1291.0,117.0,253.60000000000002,253.60000000000002,579.0,365.0,-9.23,
12552.69,4.809,6,438470668,-53245580,4.809,2023-10-28 09:07:49,18.0,1291.0,117.0,252.79999999999995,252.79999999999995,579.0,365.0,-9.97,
12560.03,5.686,6,438469899,-53245520,5.686,2023-10-28 09:07:50,18.0,1292.0,116.0,252.0,252.0,579.0,366.0,-10.87,
12564.95,5.685,6,438469349,-53245418,5.685,2023-10-28 09:07:51,18.0,1292.0,113.0,251.0,251.0,579.0,367.0,-11.85,
12572.16,5.667,6,438468581,-53245301,5.667,2023-10-28 09:07:52,18.0,1292.0,111.0,250.0,250.0,579.0,367.0,-12.83,
12578.52,5.686,6,438467893,-53245246,5.686,2023-10-28 09:07:53,18.0,1292.0,109.0,249.0,249.0,579.0,368.0,-13.67,
12585.54,6.165,6,438467145,-53245228,6.165,2023-10-28 09:07:54,18.0,1292.0,108.0,248.0,248.0,579.0,369.0,-14.29,
12593.3,7.157,6,438466303,-53245288,7.157,2023-10-28 09:07:55,18.0,1292.0,108.0,246.79999999999995,246.79999999999995,579.0,370.0,-14.77,
12602.08,7.998,6,438465366,-53245345,7.998,2023-10-28 09:07:56,18.0,1292.0,109.0,246.0,246.0,579.0,371.0,-15.07,
