distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,calories,heart_rate,altitude,ascent,battery_soc,descent,enhanced_altitude,grade,temperature
80.48,5.113,10.0,438125940.0,-52904076.0,5.113,2023-12-05 15:07:38,1.0,96.0,17.0,0.0,,2.0,17.0,-5.34,17.0
86.94,5.119,9.0,438125269.0,-52904372.0,5.119,2023-12-05 15:07:39,1.0,95.0,16.799999999999955,0.0,,2.0,16.799999999999955,-5.44,17.0
91.48,5.427,9.0,438125099.0,-52904912.0,5.427,2023-12-05 15:07:40,1.0,92.0,16.600000000000023,0.0,,2.0,16.600000000000023,-5.11,17.0
93.64,5.434,11.0,438124919.0,-52905119.0,5.434,2023-12-05 15:07:41,1.0,92.0,16.399999999999977,0.0,,3.0,16.399999999999977,-4.55,17.0
97.99,5.213,10.0,438124479.0,-52905206.0,5.213,2023-12-05 15:07:42,2.0,92.0,16.200000000000045,0.0,,3.0,16.200000000000045,-4.02,17.0
101.03,5.037,10.0,438124156.0,-52905152.0,5.037,2023-12-05 15:07:43,2.0,93.0,16.0,0.0,,3.0,16.0,-3.65,17.0
105.22,4.85,11.0,438123708.0,-52905148.0,4.85,2023-12-05 15:07:44,2.0,94.0,16.0,0.0,,3.0,16.0,-3.35,17.0
111.93,5.146,11.0,438122998.0,-52905057.0,5.146,2023-12-05 15:07:45,2.0,95.0,15.799999999999955,0.0,,3.0,15.799999999999955,-3.16,17.0
119.83,5.815,12.0,438122144.0,-52904955.0,5.815,2023-12-05 15:07:46,2.0,96.0,15.600000000000023,0.0,,3.0,15.600000000000023,-3.08,17.0
126.73,5.861,11.0,438121412.0,-52904875.0,5.861,2023-12-05 15:07:47,2.0,95.0,15.399999999999977,0.0,,4.0,15.399999999999977,-3.07,17.0
132.28,5.435,11.0,438120801.0,-52904869.0,5.435,2023-12-05 15:07:48,2.0,95.0,15.200000000000045,0.0,,4.0,15.200000000000045,-3.07,17.0
137.64,5.181,12.0,438120211.0,-52904832.0,5.181,2023-12-05 15:07:49,2.0,92.0,15.0,0.0,,4.0,15.0,-3.03,17.0
143.01,5.167,12.0,438119664.0,-52904776.0,5.167,2023-12-05 15:07:50,2.0,90.0,14.799999999999955,0.0,,4.0,14.799999999999955,-2.94,17.0
150.27,5.815,11.0,438118864.0,-52904714.0,5.815,2023-12-05 15:07:51,3.0,88.0,14.600000000000023,0.0,,4.0,14.600000000000023,-2.86,17.0
156.86,5.216,11.0,438118167.0,-52904672.0,5.216,2023-12-05 15:07:52,3.0,85.0,14.600000000000023,0.0,,4.0,14.600000000000023,-2.79,17.0
163.17,5.331,11.0,438117486.0,-52904595.0,5.331,2023-12-05 15:07:53,3.0,84.0,14.399999999999977,0.0,,5.0,14.399999999999977,-2.77,17.0
169.48,5.185,10.0,438116803.0,-52904537.0,5.185,2023-12-05 15:07:54,3.0,84.0,14.200000000000045,0.0,,5.0,14.200000000000045,-2.78,17.0
175.63,5.394,10.0,438116164.0,-52904437.0,5.394,2023-12-05 15:07:55,3.0,83.0,14.0,0.0,,5.0,14.0,-2.8,17.0
181.24,6.094,10.0,438115567.0,-52904415.0,6.094,2023-12-05 15:07:56,3.0,82.0,13.799999999999955,0.0,,5.0,13.799999999999955,-2.83,17.0
187.12,5.233,10.0,438114934.0,-52904414.0,5.233,2023-12-05 15:07:57,3.0,82.0,13.799999999999955,0.0,,5.0,13.799999999999955,-2.83,17.0
192.55,5.869,10.0,438114340.0,-52904339.0,5.869,2023-12-05 15:07:58,3.0,82.0,13.600000000000023,0.0,,6.0,13.600000000000023,-2.8,17.0
197.92,5.48,9.0,438113750.0,-52904276.0,5.48,2023-12-05 15:07:59,3.0,83.0,13.600000000000023,0.0,,6.0,13.600000000000023,-2.69,17.0
203.44,5.511,9.0,438113181.0,-52904200.0,5.511,2023-12-05 15:08:00,3.0,84.0,13.399999999999977,0.0,,6.0,13.399999999999977,-2.52,17.0
209.3,5.203,9.0,438112535.0,-52904155.0,5.203,2023-12-05 15:08:01,3.0,85.0,13.200000000000045,0.0,,6.0,13.200000000000045,-2.34,17.0
214.8,5.149,8.0,438111974.0,-52904078.0,5.149,2023-12-05 15:08:02,4.0,87.0,13.200000000000045,0.0,,6.0,13.200000000000045,-2.16,17.0
219.65,5.449,8.0,438111428.0,-52904057.0,5.449,2023-12-05 15:08:03,4.0,88.0,13.0,0.0,,6.0,13.0,-2.01,17.0
224.52,5.166,8.0,438110919.0,-52904093.0,5.166,2023-12-05 15:08:04,4.0,89.0,13.0,0.0,,6.0,13.0,-1.91,17.0
229.28,4.984,10.0,438110381.0,-52904095.0,4.984,2023-12-05 15:08:05,4.0,88.0,12.799999999999955,0.0,,6.0,12.799999999999955,-1.83,17.0
233.77,4.972,10.0,438109918.0,-52904058.0,4.972,2023-12-05 15:08:06,4.0,88.0,12.799999999999955,0.0,,6.0,12.799999999999955,-1.77,17.0
238.24,4.499,11.0,438109460.0,-52904034.0,4.499,2023-12-05 15:08:07,4.0,88.0,12.799999999999955,0.0,,7.0,12.799999999999955,-1.71,17.0
242.89,4.617,12.0,438108962.0,-52904108.0,4.617,2023-12-05 15:08:08,4.0,90.0,12.600000000000023,0.0,,7.0,12.600000000000023,-1.66,17.0
247.69,4.777,12.0,438108420.0,-52904171.0,4.777,2023-12-05 15:08:09,4.0,91.0,12.600000000000023,0.0,,7.0,12.600000000000023,-1.61,17.0
251.96,4.81,12.0,438107962.0,-52904175.0,4.81,2023-12-05 15:08:10,4.0,92.0,12.600000000000023,0.0,,7.0,12.600000000000023,-1.55,17.0
256.25,4.668,12.0,438107505.0,-52904228.0,4.668,2023-12-05 15:08:11,4.0,91.0,12.600000000000023,0.0,,7.0,12.600000000000023,-1.45,17.0
260.04,4.324,13.0,438107090.0,-52904291.0,4.324,2023-12-05 15:08:12,5.0,91.0,12.600000000000023,0.0,,7.0,12.600000000000023,-1.31,17.0
263.72,4.428,13.0,438106726.0,-52904332.0,4.428,2023-12-05 15:08:13,5.0,90.0,12.600000000000023,0.0,,7.0,12.600000000000023,-1.13,17.0
267.1,3.479,13.0,438106360.0,-52904297.0,3.479,2023-12-05 15:08:14,5.0,89.0,12.600000000000023,0.0,,7.0,12.600000000000023,-0.47,17.0
270.84,4.435,13.0,438105954.0,-52904198.0,4.435,2023-12-05 15:08:15,5.0,90.0,12.600000000000023,0.0,,7.0,12.600000000000023,0.0,17.0
274.77,3.409,14.0,438105544.0,-52904026.0,3.409,2023-12-05 15:08:16,5.0,89.0,12.600000000000023,0.0,,7.0,12.600000000000023,0.0,17.0
277.01,3.342,14.0,438105304.0,-52904091.0,3.342,2023-12-05 15:08:17,5.0,90.0,12.799999999999955,0.0,,7.0,12.799999999999955,0.0,17.0
279.47,2.346,16.0,438105207.0,-52904374.0,2.346,2023-12-05 15:08:18,5.0,91.0,12.799999999999955,0.0,,7.0,12.799999999999955,0.0,17.0
283.07,2.286,15.0,438105073.0,-52904826.0,2.286,2023-12-05 15:08:19,5.0,92.0,13.0,0.0,,7.0,13.0,0.0,17.0
286.67,2.286,15.0,438104893.0,-52905265.0,2.286,2023-12-05 15:08:20,5.0,94.0,13.0,0.0,,7.0,13.0,0.58,17.0
289.63,3.345,14.0,438104840.0,-52905644.0,3.345,2023-12-05 15:08:21,5.0,96.0,13.0,0.0,,7.0,13.0,1.26,17.0
293.13,3.493,14.0,438104838.0,-52906112.0,3.493,2023-12-05 15:08:22,6.0,98.0,13.200000000000045,0.0,,7.0,13.200000000000045,1.73,17.0
296.67,3.519,13.0,438104881.0,-52906572.0,3.519,2023-12-05 15:08:23,6.0,98.0,13.200000000000045,0.0,,7.0,13.200000000000045,2.18,17.0
299.94,3.332,13.0,438104883.0,-52907009.0,3.332,2023-12-05 15:08:24,6.0,99.0,13.200000000000045,0.0,,7.0,13.200000000000045,2.49,17.0
302.62,3.283,14.0,438104798.0,-52907357.0,3.283,2023-12-05 15:08:25,6.0,100.0,13.399999999999977,0.0,,7.0,13.399999999999977,2.56,17.0
305.46,2.97,15.0,438104792.0,-52907732.0,2.97,2023-12-05 15:08:26,6.0,100.0,13.399999999999977,1.0,,7.0,13.399999999999977,2.43,17.0
307.88,2.619,14.0,438104750.0,-52908051.0,2.619,2023-12-05 15:08:27,6.0,101.0,13.600000000000023,1.0,,7.0,13.600000000000023,2.24,17.0
310.11,2.409,14.0,438104661.0,-52908333.0,2.409,2023-12-05 15:08:28,6.0,101.0,13.600000000000023,1.0,,7.0,13.600000000000023,2.09,17.0
312.8,2.325,14.0,438104527.0,-52908651.0,2.325,2023-12-05 15:08:29,6.0,102.0,13.600000000000023,1.0,,7.0,13.600000000000023,2.04,17.0
315.49,2.488,14.0,438104392.0,-52908967.0,2.488,2023-12-05 15:08:30,7.0,102.0,13.799999999999955,1.0,,7.0,13.799999999999955,2.1,17.0
318.92,2.607,14.0,438104340.0,-52909415.0,2.607,2023-12-05 15:08:31,7.0,103.0,13.799999999999955,1.0,,7.0,13.799999999999955,2.24,17.0
322.34,3.188,16.0,438104337.0,-52909874.0,3.188,2023-12-05 15:08:32,7.0,103.0,14.0,1.0,,7.0,14.0,2.45,17.0
325.91,3.479,17.0,438104337.0,-52910345.0,3.479,2023-12-05 15:08:33,7.0,104.0,14.0,1.0,,7.0,14.0,2.65,17.0
329.89,3.826,17.0,438104379.0,-52910880.0,3.826,2023-12-05 15:08:34,7.0,104.0,14.200000000000045,1.0,,7.0,14.200000000000045,2.76,17.0
332.41,3.946,18.0,438104255.0,-52911192.0,3.946,2023-12-05 15:08:35,7.0,105.0,14.200000000000045,1.0,,7.0,14.200000000000045,2.77,17.0
335.3,3.27,17.0,438104076.0,-52911510.0,3.27,2023-12-05 15:08:36,7.0,106.0,14.200000000000045,1.0,,7.0,14.200000000000045,2.64,17.0
336.16,3.0,17.0,438104021.0,-52911590.0,3.0,2023-12-05 15:08:37,8.0,106.0,14.399999999999977,1.0,,7.0,14.399999999999977,2.47,17.0
337.31,2.329,16.0,438103976.0,-52911721.0,2.329,2023-12-05 15:08:38,8.0,107.0,14.399999999999977,2.0,,7.0,14.399999999999977,2.33,17.0
339.34,2.026,16.0,438103845.0,-52911938.0,2.026,2023-12-05 15:08:39,8.0,108.0,14.600000000000023,2.0,,7.0,14.600000000000023,2.23,17.0
341.32,2.0,16.0,438103708.0,-52912133.0,2.0,2023-12-05 15:08:40,8.0,107.0,14.600000000000023,2.0,,7.0,14.600000000000023,2.21,17.0
342.03,1.993,16.0,438103614.0,-52912182.0,1.993,2023-12-05 15:08:41,8.0,108.0,14.600000000000023,2.0,,7.0,14.600000000000023,2.28,17.0
343.48,1.877,16.0,438103652.0,-52912372.0,1.877,2023-12-05 15:08:42,8.0,108.0,14.799999999999955,2.0,,7.0,14.799999999999955,2.48,17.0
346.1,1.784,16.0,438103697.0,-52912720.0,1.784,2023-12-05 15:08:43,8.0,108.0,15.0,2.0,,7.0,15.0,2.83,17.0
348.82,1.998,16.0,438103657.0,-52913079.0,1.998,2023-12-05 15:08:44,9.0,109.0,15.0,2.0,,7.0,15.0,3.3,17.0
352.52,2.178,16.0,438103569.0,-52913572.0,2.178,2023-12-05 15:08:45,9.0,110.0,15.0,2.0,,7.0,15.0,3.85,17.0
355.72,2.415,15.0,438103521.0,-52913990.0,2.415,2023-12-05 15:08:46,9.0,111.0,15.200000000000045,2.0,,7.0,15.200000000000045,4.36,17.0
358.33,2.602,16.0,438103475.0,-52914332.0,2.602,2023-12-05 15:08:47,9.0,111.0,15.200000000000045,2.0,,7.0,15.200000000000045,4.75,17.0
361.72,2.809,15.0,438103515.0,-52914786.0,2.809,2023-12-05 15:08:48,9.0,111.0,15.399999999999977,3.0,,7.0,15.399999999999977,4.94,17.0
364.73,2.86,15.0,438103561.0,-52915188.0,2.86,2023-12-05 15:08:49,9.0,111.0,15.600000000000023,3.0,,7.0,15.600000000000023,4.88,17.0
366.9,2.892,18.0,438103563.0,-52915474.0,2.892,2023-12-05 15:08:50,10.0,111.0,15.600000000000023,3.0,,7.0,15.600000000000023,4.63,17.0
369.27,2.776,18.0,438103606.0,-52915790.0,2.776,2023-12-05 15:08:51,10.0,111.0,15.799999999999955,3.0,,7.0,15.799999999999955,4.25,17.0
373.33,2.68,17.0,438103737.0,-52916311.0,2.68,2023-12-05 15:08:52,10.0,112.0,15.799999999999955,3.0,,7.0,15.799999999999955,3.85,17.0
374.17,2.607,16.0,438103745.0,-52916418.0,2.607,2023-12-05 15:08:53,10.0,111.0,15.799999999999955,3.0,,7.0,15.799999999999955,3.53,17.0
380.29,2.553,15.0,438104259.0,-52916910.0,2.553,2023-12-05 15:08:54,10.0,112.0,16.0,3.0,,7.0,16.0,3.29,17.0
383.18,2.575,15.0,438104505.0,-52917127.0,2.575,2023-12-05 15:08:55,10.0,112.0,16.0,3.0,,7.0,16.0,3.09,17.0
386.44,2.595,14.0,438104859.0,-52917267.0,2.595,2023-12-05 15:08:56,10.0,113.0,16.200000000000045,3.0,,7.0,16.200000000000045,2.93,17.0
388.6,2.611,14.0,438105098.0,-52917314.0,2.611,2023-12-05 15:08:57,11.0,113.0,16.200000000000045,3.0,,7.0,16.200000000000045,2.76,17.0
389.16,2.152,14.0,438105154.0,-52917279.0,2.152,2023-12-05 15:08:58,11.0,113.0,16.200000000000045,3.0,,7.0,16.200000000000045,2.55,17.0
390.46,1.78,14.0,438105156.0,-52917447.0,1.78,2023-12-05 15:08:59,11.0,114.0,16.200000000000045,3.0,,7.0,16.200000000000045,2.32,17.0
392.5,1.834,14.0,438105156.0,-52917720.0,1.834,2023-12-05 15:09:00,11.0,114.0,16.200000000000045,4.0,,7.0,16.200000000000045,2.05,17.0
396.01,1.898,13.0,438105028.0,-52918149.0,1.898,2023-12-05 15:09:01,11.0,116.0,16.200000000000045,4.0,92.0,7.0,16.200000000000045,1.74,17.0
400.58,3.495,13.0,438104812.0,-52918700.0,3.495,2023-12-05 15:09:02,11.0,118.0,16.200000000000045,4.0,,7.0,16.200000000000045,1.51,17.0
404.78,3.647,13.0,438104709.0,-52919240.0,3.647,2023-12-05 15:09:03,12.0,121.0,16.399999999999977,4.0,,7.0,16.399999999999977,1.41,17.0
408.38,3.223,12.0,438104616.0,-52919717.0,3.223,2023-12-05 15:09:04,12.0,123.0,16.399999999999977,4.0,,7.0,16.399999999999977,1.44,17.0
412.49,3.419,12.0,438104568.0,-52920265.0,3.419,2023-12-05 15:09:05,12.0,123.0,16.600000000000023,4.0,,7.0,16.600000000000023,1.58,17.0
417.24,3.603,12.0,438104522.0,-52920893.0,3.603,2023-12-05 15:09:06,12.0,125.0,16.600000000000023,4.0,,7.0,16.600000000000023,1.78,17.0
422.51,4.008,11.0,438104434.0,-52921590.0,4.008,2023-12-05 15:09:07,12.0,125.0,16.799999999999955,4.0,,7.0,16.799999999999955,1.96,16.0
427.61,4.281,11.0,438104385.0,-52922268.0,4.281,2023-12-05 15:09:08,13.0,127.0,16.799999999999955,4.0,,7.0,16.799999999999955,2.09,16.0
431.46,4.483,11.0,438104340.0,-52922774.0,4.483,2023-12-05 15:09:09,13.0,127.0,16.799999999999955,4.0,,7.0,16.799999999999955,2.17,16.0
435.03,4.285,11.0,438104295.0,-52923249.0,4.285,2023-12-05 15:09:10,13.0,128.0,17.0,4.0,,7.0,17.0,2.17,16.0
438.62,4.107,12.0,438104292.0,-52923729.0,4.107,2023-12-05 15:09:11,13.0,128.0,17.0,4.0,,7.0,17.0,2.09,16.0
443.05,3.973,12.0,438104292.0,-52924321.0,3.973,2023-12-05 15:09:12,13.0,128.0,17.200000000000045,4.0,,7.0,17.200000000000045,1.93,16.0
447.09,3.972,12.0,438104334.0,-52924857.0,3.972,2023-12-05 15:09:13,14.0,128.0,17.200000000000045,4.0,,7.0,17.200000000000045,1.75,16.0
450.3,3.977,12.0,438104294.0,-52925283.0,3.977,2023-12-05 15:09:14,14.0,127.0,17.200000000000045,4.0,,7.0,17.200000000000045,1.56,16.0
453.04,3.681,12.0,438104249.0,-52925646.0,3.681,2023-12-05 15:09:15,14.0,127.0,17.200000000000045,4.0,,7.0,17.200000000000045,1.4,16.0
457.1,3.441,12.0,438104246.0,-52926189.0,3.441,2023-12-05 15:09:16,14.0,126.0,17.200000000000045,5.0,,7.0,17.200000000000045,1.27,16.0
460.88,3.503,11.0,438104417.0,-52926658.0,3.503,2023-12-05 15:09:17,14.0,126.0,17.399999999999977,5.0,,7.0,17.399999999999977,1.18,16.0
462.88,3.565,11.0,438104428.0,-52926922.0,3.565,2023-12-05 15:09:18,15.0,126.0,17.399999999999977,5.0,,7.0,17.399999999999977,1.11,16.0
463.04,0.232,11.0,438104428.0,-52926958.0,0.232,2023-12-05 15:09:19,15.0,126.0,17.399999999999977,5.0,,7.0,17.399999999999977,1.05,16.0
463.04,0.0,12.0,438104428.0,-52926959.0,0.0,2023-12-05 15:09:20,15.0,125.0,17.399999999999977,5.0,,7.0,17.399999999999977,0.53,16.0
463.04,0.0,12.0,438104471.0,-52927092.0,0.0,2023-12-05 15:09:21,15.0,125.0,17.399999999999977,5.0,,7.0,17.399999999999977,0.0,16.0
464.58,1.21,14.0,438104474.0,-52927305.0,1.21,2023-12-05 15:09:22,15.0,126.0,17.399999999999977,5.0,,7.0,17.399999999999977,0.0,16.0
466.23,1.514,15.0,438104431.0,-52927526.0,1.514,2023-12-05 15:09:23,15.0,126.0,17.399999999999977,5.0,,7.0,17.399999999999977,0.0,16.0
467.5,1.475,16.0,438104385.0,-52927689.0,1.475,2023-12-05 15:09:24,16.0,126.0,17.399999999999977,5.0,,7.0,17.399999999999977,0.0,16.0
468.55,1.298,16.0,438104383.0,-52927827.0,1.298,2023-12-05 15:09:25,16.0,126.0,17.600000000000023,5.0,,7.0,17.600000000000023,0.0,16.0
470.18,1.286,16.0,438104468.0,-52928023.0,1.286,2023-12-05 15:09:26,16.0,126.0,17.600000000000023,5.0,,7.0,17.600000000000023,0.0,16.0
472.48,1.494,15.0,438104559.0,-52928316.0,1.494,2023-12-05 15:09:27,16.0,127.0,17.600000000000023,5.0,,7.0,17.600000000000023,0.0,16.0
475.61,1.3,14.0,438104693.0,-52928709.0,1.3,2023-12-05 15:09:28,16.0,127.0,17.600000000000023,5.0,,7.0,17.600000000000023,0.0,16.0
479.17,2.086,14.0,438104701.0,-52929177.0,2.086,2023-12-05 15:09:29,17.0,127.0,17.600000000000023,5.0,,7.0,17.600000000000023,0.0,16.0
481.94,1.728,14.0,438104744.0,-52929544.0,1.728,2023-12-05 15:09:30,17.0,126.0,17.600000000000023,5.0,,7.0,17.600000000000023,0.7,16.0
484.83,1.545,14.0,438104833.0,-52929925.0,1.545,2023-12-05 15:09:31,17.0,126.0,17.600000000000023,5.0,,7.0,17.600000000000023,1.52,16.0
489.34,1.692,13.0,438105136.0,-52930371.0,1.692,2023-12-05 15:09:32,17.0,127.0,17.799999999999955,5.0,,7.0,17.799999999999955,1.66,16.0
493.86,1.661,12.0,438105284.0,-52930939.0,1.661,2023-12-05 15:09:33,17.0,127.0,17.799999999999955,5.0,,7.0,17.799999999999955,1.86,16.0
497.5,3.386,12.0,438105293.0,-52931423.0,3.386,2023-12-05 15:09:34,18.0,128.0,17.799999999999955,5.0,,7.0,17.799999999999955,2.1,16.0
501.46,3.615,12.0,438105421.0,-52931940.0,3.615,2023-12-05 15:09:35,18.0,128.0,18.0,5.0,,7.0,18.0,2.3,16.0
506.8,3.708,11.0,438105770.0,-52932492.0,3.708,2023-12-05 15:09:36,18.0,128.0,18.0,5.0,,7.0,18.0,2.39,16.0
514.28,4.244,11.0,438106387.0,-52933159.0,4.244,2023-12-05 15:09:37,18.0,128.0,18.0,5.0,,7.0,18.0,2.36,16.0
519.18,4.68,11.0,438106558.0,-52933761.0,4.68,2023-12-05 15:09:38,18.0,127.0,18.200000000000045,5.0,,7.0,18.200000000000045,2.22,16.0
523.86,4.701,10.0,438106525.0,-52934378.0,4.701,2023-12-05 15:09:39,19.0,126.0,18.200000000000045,5.0,,7.0,18.200000000000045,2.0,16.0
527.78,4.694,10.0,438106351.0,-52934865.0,4.694,2023-12-05 15:09:40,19.0,125.0,18.200000000000045,5.0,,7.0,18.200000000000045,1.79,16.0
528.55,4.218,11.0,438106297.0,-52934895.0,4.218,2023-12-05 15:09:41,19.0,124.0,18.399999999999977,5.0,,7.0,18.399999999999977,1.6,16.0
528.58,0.243,14.0,438106294.0,-52934895.0,0.243,2023-12-05 15:09:42,19.0,123.0,18.399999999999977,6.0,,7.0,18.399999999999977,1.43,16.0
528.58,0.0,14.0,438106294.0,-52934895.0,0.0,2023-12-05 15:09:43,19.0,123.0,18.399999999999977,6.0,,7.0,18.399999999999977,0.72,16.0
528.58,0.0,14.0,438106294.0,-52934895.0,0.0,2023-12-05 15:09:44,20.0,123.0,18.399999999999977,6.0,,7.0,18.399999999999977,0.0,16.0
528.58,0.0,14.0,438106294.0,-52934895.0,0.0,2023-12-05 15:09:45,20.0,123.0,18.399999999999977,6.0,,7.0,18.399999999999977,0.0,16.0
528.58,0.0,18.0,438106294.0,-52934895.0,0.0,2023-12-05 15:09:46,20.0,123.0,18.399999999999977,6.0,,7.0,18.399999999999977,0.0,16.0
528.58,0.0,19.0,438106294.0,-52934895.0,0.0,2023-12-05 15:09:47,20.0,124.0,18.399999999999977,6.0,,7.0,18.399999999999977,0.0,16.0
528.58,0.0,18.0,438106294.0,-52934895.0,0.0,2023-12-05 15:09:48,20.0,124.0,18.399999999999977,6.0,,7.0,18.399999999999977,0.0,16.0
528.58,0.0,17.0,438106294.0,-52934895.0,0.0,2023-12-05 15:09:49,20.0,123.0,18.399999999999977,6.0,,7.0,18.399999999999977,0.0,16.0
528.58,0.0,17.0,438106294.0,-52934895.0,0.0,2023-12-05 15:09:50,21.0,120.0,18.399999999999977,6.0,,7.0,18.399999999999977,0.0,16.0
528.58,0.0,16.0,438106294.0,-52934895.0,0.0,2023-12-05 15:09:51,21.0,118.0,18.600000000000023,6.0,,7.0,18.600000000000023,0.0,16.0
528.58,1.988,15.0,438106021.0,-52936871.0,1.988,2023-12-05 15:12:04,21.0,94.0,18.600000000000023,6.0,,7.0,18.600000000000023,0.0,16.0
531.37,2.052,15.0,438105978.0,-52937253.0,2.052,2023-12-05 15:12:05,21.0,95.0,18.600000000000023,6.0,,7.0,18.600000000000023,0.0,16.0
533.8,2.047,16.0,438105975.0,-52937576.0,2.047,2023-12-05 15:12:06,21.0,96.0,18.600000000000023,6.0,,7.0,18.600000000000023,0.0,16.0
536.73,2.551,15.0,438105722.0,-52937782.0,2.551,2023-12-05 15:12:07,21.0,97.0,18.799999999999955,6.0,,7.0,18.799999999999955,0.0,16.0
540.14,2.677,14.0,438105534.0,-52938186.0,2.677,2023-12-05 15:12:08,21.0,98.0,18.799999999999955,6.0,,7.0,18.799999999999955,0.0,16.0
544.46,3.072,14.0,438105393.0,-52938736.0,3.072,2023-12-05 15:12:09,22.0,99.0,18.799999999999955,6.0,,7.0,18.799999999999955,0.49,16.0
548.16,3.393,13.0,438105299.0,-52939220.0,3.393,2023-12-05 15:12:10,22.0,101.0,19.0,6.0,,7.0,19.0,1.69,16.0
551.79,3.463,12.0,438105293.0,-52939697.0,3.463,2023-12-05 15:12:11,22.0,102.0,19.0,6.0,,7.0,19.0,1.79,16.0
554.73,3.501,13.0,438105293.0,-52940088.0,3.501,2023-12-05 15:12:12,22.0,103.0,19.0,6.0,,7.0,19.0,1.99,16.0
558.07,3.477,14.0,438105293.0,-52940535.0,3.477,2023-12-05 15:12:13,22.0,104.0,19.200000000000045,6.0,,7.0,19.200000000000045,2.26,16.0
561.77,3.533,14.0,438105250.0,-52941029.0,3.533,2023-12-05 15:12:14,22.0,105.0,19.200000000000045,6.0,,7.0,19.200000000000045,2.15,16.0
565.78,3.653,15.0,438105205.0,-52941561.0,3.653,2023-12-05 15:12:15,22.0,106.0,19.200000000000045,6.0,,7.0,19.200000000000045,2.02,16.0
568.99,3.748,15.0,438105159.0,-52941985.0,3.748,2023-12-05 15:12:16,23.0,107.0,19.399999999999977,7.0,,7.0,19.399999999999977,1.96,16.0
573.58,3.818,15.0,438105030.0,-52942585.0,3.818,2023-12-05 15:12:17,23.0,107.0,19.399999999999977,7.0,,7.0,19.399999999999977,1.9,16.0
577.76,3.895,16.0,438104977.0,-52943131.0,3.895,2023-12-05 15:12:18,23.0,108.0,19.399999999999977,7.0,,7.0,19.399999999999977,1.86,16.0
581.83,3.938,15.0,438104890.0,-52943663.0,3.938,2023-12-05 15:12:19,23.0,109.0,19.600000000000023,7.0,,7.0,19.600000000000023,1.81,16.0
586.95,3.968,14.0,438105053.0,-52944316.0,3.968,2023-12-05 15:12:20,23.0,110.0,19.600000000000023,7.0,,7.0,19.600000000000023,1.76,16.0
592.15,4.842,14.0,438105317.0,-52944911.0,4.842,2023-12-05 15:12:21,23.0,111.0,19.799999999999955,7.0,,7.0,19.799999999999955,1.74,16.0
596.9,5.137,13.0,438105593.0,-52945441.0,5.137,2023-12-05 15:12:22,23.0,112.0,19.799999999999955,7.0,,7.0,19.799999999999955,1.66,15.0
603.3,5.219,12.0,438105781.0,-52946271.0,5.219,2023-12-05 15:12:23,24.0,113.0,19.799999999999955,7.0,,7.0,19.799999999999955,1.53,15.0
