calories,heart_rate,timestamp,battery_soc,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,temperature,altitude,ascent,descent,enhanced_altitude,grade
448,123,2023-04-06 17:40:47,,5698.16,3.402,5.0,438273300.0,-53183159.0,3.402,15.0,131.60000000000002,227.0,120.0,131.60000000000002,0.56
448,122,2023-04-06 17:40:48,,5702.11,3.87,5.0,438272883.0,-53183239.0,3.87,15.0,131.39999999999998,227.0,120.0,131.39999999999998,-1.04
448,122,2023-04-06 17:40:49,,5706.19,3.924,5.0,438272437.0,-53183332.0,3.924,15.0,131.20000000000005,227.0,120.0,131.20000000000005,-2.76
448,122,2023-04-06 17:40:50,,5710.52,3.977,5.0,438271991.0,-53183517.0,3.977,15.0,131.20000000000005,227.0,120.0,131.20000000000005,-3.98
448,121,2023-04-06 17:40:51,,5714.84,3.987,5.0,438271562.0,-53183729.0,3.987,15.0,131.0,227.0,120.0,131.0,-4.57
449,121,2023-04-06 17:40:52,,5719.13,3.872,4.0,438271201.0,-53184068.0,3.872,15.0,130.79999999999995,227.0,120.0,130.79999999999995,-4.74
449,121,2023-04-06 17:40:53,,5723.66,3.933,4.0,438270850.0,-53184491.0,3.933,15.0,130.60000000000002,227.0,121.0,130.60000000000002,-4.66
449,120,2023-04-06 17:40:54,,5728.38,4.03,4.0,438270489.0,-53184925.0,4.03,15.0,130.39999999999998,227.0,121.0,130.39999999999998,-4.48
449,119,2023-04-06 17:40:55,,5732.81,4.092,5.0,438270135.0,-53185350.0,4.092,15.0,130.20000000000005,227.0,121.0,130.20000000000005,-4.33
449,120,2023-04-06 17:40:56,,5736.87,4.03,5.0,438269825.0,-53185728.0,4.03,15.0,129.79999999999995,227.0,121.0,129.79999999999995,-4.29
449,120,2023-04-06 17:40:57,,5740.2,3.592,5.0,438269612.0,-53186074.0,3.592,15.0,129.60000000000002,227.0,121.0,129.60000000000002,-4.36
450,120,2023-04-06 17:40:58,,5742.7,2.939,5.0,438269472.0,-53186347.0,2.939,15.0,129.39999999999998,227.0,122.0,129.39999999999998,-4.46
450,121,2023-04-06 17:40:59,,5745.17,2.417,5.0,438269324.0,-53186614.0,2.417,15.0,129.20000000000005,227.0,122.0,129.20000000000005,-4.61
450,121,2023-04-06 17:41:00,,5747.62,2.521,5.0,438269135.0,-53186862.0,2.521,15.0,128.79999999999995,227.0,122.0,128.79999999999995,-4.84
450,122,2023-04-06 17:41:01,,5750.58,2.983,5.0,438268919.0,-53187142.0,2.983,15.0,128.60000000000002,227.0,122.0,128.60000000000002,-5.26
450,120,2023-04-06 17:41:02,,5753.51,3.074,5.0,438268683.0,-53187382.0,3.074,15.0,128.20000000000005,227.0,123.0,128.20000000000005,-5.96
451,122,2023-04-06 17:41:03,,5756.29,2.868,5.0,438268403.0,-53187526.0,2.868,15.0,128.0,227.0,123.0,128.0,-6.94
451,122,2023-04-06 17:41:04,,5758.95,2.703,5.0,438268133.0,-53187661.0,2.703,15.0,127.60000000000002,227.0,123.0,127.60000000000002,-7.98
451,123,2023-04-06 17:41:05,,5761.03,2.623,5.0,438267919.0,-53187762.0,2.623,15.0,127.39999999999998,227.0,123.0,127.39999999999998,-8.88
451,123,2023-04-06 17:41:06,,5762.78,2.199,5.0,438267759.0,-53187863.0,2.199,15.0,127.20000000000005,227.0,124.0,127.20000000000005,-9.35
451,124,2023-04-06 17:41:07,,5764.35,1.718,5.0,438267612.0,-53187954.0,1.718,15.0,127.0,227.0,124.0,127.0,-9.36
451,125,2023-04-06 17:41:08,,5765.04,0.934,5.0,438267540.0,-53188007.0,0.934,15.0,126.79999999999995,227.0,124.0,126.79999999999995,-9.05
452,126,2023-04-06 17:41:09,,5765.04,0.0,5.0,438267540.0,-53188039.0,0.0,15.0,126.60000000000002,227.0,124.0,126.60000000000002,-7.33
452,126,2023-04-06 17:41:10,,5765.04,0.0,5.0,438267540.0,-53188039.0,0.0,15.0,126.60000000000002,227.0,124.0,126.60000000000002,0.0
452,127,2023-04-06 17:41:11,,5765.04,0.0,5.0,438267540.0,-53188039.0,0.0,15.0,126.60000000000002,227.0,124.0,126.60000000000002,0.0
452,127,2023-04-06 17:41:12,,5765.04,0.0,5.0,438267540.0,-53188039.0,0.0,15.0,126.60000000000002,227.0,124.0,126.60000000000002,0.0
452,127,2023-04-06 17:41:23,,5765.04,0.197,6.0,438267479.0,-53188050.0,0.197,15.0,126.20000000000005,227.0,124.0,126.20000000000005,0.0
453,128,2023-04-06 17:41:24,,5765.32,1.186,6.0,438267380.0,-53188129.0,1.186,15.0,126.20000000000005,227.0,124.0,126.20000000000005,0.0
453,127,2023-04-06 17:41:25,,5766.91,1.338,5.0,438267259.0,-53188290.0,1.338,15.0,126.0,227.0,124.0,126.0,0.0
453,128,2023-04-06 17:41:26,,5768.39,1.636,5.0,438267214.0,-53188472.0,1.636,15.0,125.79999999999995,227.0,124.0,125.79999999999995,0.0
453,128,2023-04-06 17:41:27,,5770.07,1.619,5.0,438267169.0,-53188690.0,1.619,15.0,125.79999999999995,227.0,124.0,125.79999999999995,0.0
453,128,2023-04-06 17:41:28,,5771.86,1.564,5.0,438267130.0,-53188928.0,1.564,15.0,125.60000000000002,227.0,124.0,125.60000000000002,0.0
454,128,2023-04-06 17:41:29,,5773.54,1.331,5.0,438267130.0,-53189155.0,1.331,15.0,125.39999999999998,227.0,124.0,125.39999999999998,0.0
454,129,2023-04-06 17:41:30,,5775.52,1.619,5.0,438267130.0,-53189416.0,1.619,15.0,125.0,227.0,124.0,125.0,0.0
454,129,2023-04-06 17:41:31,,5777.56,1.623,5.0,438267130.0,-53189690.0,1.623,15.0,124.79999999999995,227.0,125.0,124.79999999999995,-1.3
454,128,2023-04-06 17:41:32,,5779.31,1.639,5.0,438267123.0,-53189923.0,1.639,15.0,124.60000000000002,227.0,126.0,124.60000000000002,-9.68
454,128,2023-04-06 17:41:33,,5780.9,1.639,5.0,438267085.0,-53190136.0,1.639,15.0,124.39999999999998,227.0,127.0,124.39999999999998,-10.42
454,127,2023-04-06 17:41:34,,5782.13,1.636,5.0,438267069.0,-53190296.0,1.636,15.0,124.20000000000005,227.0,127.0,124.20000000000005,-11.02
455,126,2023-04-06 17:41:35,,5783.32,1.551,5.0,438266994.0,-53190442.0,1.551,15.0,124.20000000000005,227.0,127.0,124.20000000000005,-11.31
455,126,2023-04-06 17:41:36,,5783.87,1.282,5.0,438266994.0,-53190515.0,1.282,15.0,124.0,227.0,127.0,124.0,-11.19
455,127,2023-04-06 17:41:37,,5784.24,1.575,5.0,438266994.0,-53190565.0,1.575,15.0,123.79999999999995,227.0,127.0,123.79999999999995,-10.86
455,126,2023-04-06 17:41:38,,5784.99,1.348,5.0,438267002.0,-53190661.0,1.348,15.0,123.60000000000002,227.0,127.0,123.60000000000002,-10.55
455,126,2023-04-06 17:41:39,,5785.63,1.078,5.0,438267039.0,-53190751.0,1.078,15.0,123.39999999999998,227.0,128.0,123.39999999999998,-10.3
456,126,2023-04-06 17:41:40,,5785.63,0.0,5.0,438267039.0,-53190804.0,0.0,15.0,123.39999999999998,227.0,128.0,123.39999999999998,-8.79
456,125,2023-04-06 17:41:41,,5785.63,0.0,5.0,438267039.0,-53190804.0,0.0,15.0,123.39999999999998,227.0,128.0,123.39999999999998,0.0
456,125,2023-04-06 17:41:42,,5785.63,0.0,5.0,438267039.0,-53190804.0,0.0,15.0,123.20000000000005,227.0,128.0,123.20000000000005,0.0
456,125,2023-04-06 17:41:43,,5785.63,0.0,5.0,438267039.0,-53190804.0,0.0,15.0,123.20000000000005,227.0,128.0,123.20000000000005,0.0
456,125,2023-04-06 17:41:45,,5785.63,0.214,5.0,438266994.0,-53190881.0,0.214,15.0,123.0,227.0,128.0,123.0,0.0
457,125,2023-04-06 17:41:46,,5785.94,1.352,5.0,438266987.0,-53191101.0,1.352,15.0,122.79999999999995,227.0,128.0,122.79999999999995,0.0
457,124,2023-04-06 17:41:47,,5787.97,1.885,5.0,438266933.0,-53191367.0,1.885,15.0,122.60000000000002,227.0,128.0,122.60000000000002,0.0
457,123,2023-04-06 17:41:48,,5790.27,2.11,5.0,438266836.0,-53191647.0,2.11,15.0,122.39999999999998,227.0,128.0,122.39999999999998,0.0
457,122,2023-04-06 17:41:49,,5792.82,2.461,5.0,438266706.0,-53191952.0,2.461,15.0,122.20000000000005,227.0,128.0,122.20000000000005,0.0
457,121,2023-04-06 17:41:50,,5795.59,2.581,5.0,438266608.0,-53192294.0,2.581,15.0,122.0,227.0,128.0,122.0,0.0
457,120,2023-04-06 17:41:51,,5798.52,2.758,5.0,438266471.0,-53192653.0,2.758,15.0,121.60000000000002,227.0,128.0,121.60000000000002,0.0
458,119,2023-04-06 17:41:52,,5801.5,2.7,5.0,438266331.0,-53193008.0,2.7,15.0,121.39999999999998,227.0,128.0,121.39999999999998,0.0
458,118,2023-04-06 17:41:53,,5804.19,2.444,4.0,438266192.0,-53193329.0,2.444,15.0,121.0,227.0,128.0,121.0,-1.16
458,117,2023-04-06 17:41:54,,5806.76,2.454,4.0,438266053.0,-53193615.0,2.454,15.0,120.79999999999995,227.0,130.0,120.79999999999995,-9.33
458,117,2023-04-06 17:41:55,,5809.47,2.5,4.0,438265871.0,-53193901.0,2.5,15.0,120.39999999999998,227.0,130.0,120.39999999999998,-9.36
458,116,2023-04-06 17:41:56,,5812.3,2.527,4.0,438265693.0,-53194210.0,2.527,15.0,120.0,227.0,131.0,120.0,-9.67
459,116,2023-04-06 17:41:57,,5815.24,2.688,5.0,438265507.0,-53194528.0,2.688,15.0,119.60000000000002,227.0,131.0,119.60000000000002,-10.25
459,116,2023-04-06 17:41:58,,5818.83,2.762,5.0,438265300.0,-53194936.0,2.762,15.0,119.20000000000005,227.0,131.0,119.20000000000005,-10.94
459,116,2023-04-06 17:41:59,,5822.34,2.945,4.0,438265046.0,-53195287.0,2.945,15.0,118.79999999999995,227.0,132.0,118.79999999999995,-11.62
459,116,2023-04-06 17:42:00,,5825.8,3.074,4.0,438264819.0,-53195624.0,3.074,15.0,118.39999999999998,227.0,132.0,118.39999999999998,-12.23
459,116,2023-04-06 17:42:01,,5829.31,3.069,4.0,438264614.0,-53196023.0,3.069,15.0,118.0,227.0,132.0,118.0,-12.5
459,116,2023-04-06 17:42:02,,5832.9,3.1,4.0,438264437.0,-53196442.0,3.1,15.0,117.79999999999995,227.0,133.0,117.79999999999995,-12.37
460,116,2023-04-06 17:42:03,,5836.7,3.292,4.0,438264418.0,-53196946.0,3.292,15.0,117.39999999999998,227.0,133.0,117.39999999999998,-11.92
460,116,2023-04-06 17:42:04,,5840.2,3.428,4.0,438264506.0,-53197400.0,3.428,15.0,117.20000000000005,227.0,134.0,117.20000000000005,-11.23
460,116,2023-04-06 17:42:05,,5843.73,3.451,4.0,438264582.0,-53197865.0,3.451,15.0,117.0,227.0,134.0,117.0,-10.51
460,117,2023-04-06 17:42:06,,5847.58,3.565,4.0,438264575.0,-53198380.0,3.565,15.0,116.60000000000002,227.0,134.0,116.60000000000002,-9.75
460,116,2023-04-06 17:42:07,,5851.8,4.117,4.0,438264530.0,-53198943.0,4.117,15.0,116.20000000000005,227.0,135.0,116.20000000000005,-9.06
460,117,2023-04-06 17:42:08,,5856.44,4.454,4.0,438264481.0,-53199557.0,4.454,15.0,116.0,227.0,135.0,116.0,-8.37
461,117,2023-04-06 17:42:09,,5860.68,4.337,4.0,438264424.0,-53200117.0,4.337,15.0,115.79999999999995,227.0,135.0,115.79999999999995,-7.63
461,117,2023-04-06 17:42:10,,5864.93,4.333,4.0,438264284.0,-53200661.0,4.333,15.0,115.60000000000002,227.0,135.0,115.60000000000002,-6.95
461,117,2023-04-06 17:42:11,,5869.36,4.449,4.0,438264101.0,-53201198.0,4.449,15.0,115.20000000000005,227.0,136.0,115.20000000000005,-6.42
461,117,2023-04-06 17:42:12,,5873.66,4.28,4.0,438263932.0,-53201731.0,4.28,15.0,115.0,227.0,136.0,115.0,-6.0
461,117,2023-04-06 17:42:13,,5877.78,4.159,4.0,438263847.0,-53202271.0,4.159,15.0,114.79999999999995,227.0,136.0,114.79999999999995,-5.63
461,118,2023-04-06 17:42:14,,5881.76,4.065,4.0,438263802.0,-53202800.0,4.065,15.0,114.60000000000002,227.0,136.0,114.60000000000002,-5.31
462,118,2023-04-06 17:42:15,,5885.54,4.082,4.0,438263769.0,-53203307.0,4.082,15.0,114.39999999999998,227.0,137.0,114.39999999999998,-5.12
462,114,2023-04-06 17:42:16,,5889.69,4.243,5.0,438263826.0,-53203852.0,4.243,15.0,114.20000000000005,227.0,137.0,114.20000000000005,-5.07
462,114,2023-04-06 17:42:17,,5893.57,4.25,5.0,438263922.0,-53204357.0,4.25,15.0,113.79999999999995,227.0,137.0,113.79999999999995,-5.09
462,115,2023-04-06 17:42:18,,5898.1,4.331,5.0,438264111.0,-53204926.0,4.331,15.0,113.60000000000002,227.0,137.0,113.60000000000002,-5.15
462,115,2023-04-06 17:42:19,,5903.16,4.902,5.0,438264332.0,-53205543.0,4.902,15.0,113.20000000000005,227.0,138.0,113.20000000000005,-5.22
462,116,2023-04-06 17:42:20,,5908.53,5.227,5.0,438264527.0,-53206203.0,5.227,15.0,113.0,227.0,138.0,113.0,-5.2
463,116,2023-04-06 17:42:21,,5914.06,5.436,5.0,438264802.0,-53206877.0,5.436,15.0,113.0,227.0,138.0,113.0,-5.1
463,116,2023-04-06 17:42:22,,5919.43,5.324,5.0,438265081.0,-53207502.0,5.324,15.0,112.79999999999995,227.0,138.0,112.79999999999995,-4.84
463,116,2023-04-06 17:42:23,,5923.24,4.728,5.0,438265296.0,-53207921.0,4.728,15.0,112.79999999999995,227.0,139.0,112.79999999999995,-4.4
463,117,2023-04-06 17:42:24,,5926.28,3.86,5.0,438265531.0,-53208192.0,3.86,15.0,112.79999999999995,227.0,139.0,112.79999999999995,-3.84
463,118,2023-04-06 17:42:25,,5928.56,3.506,5.0,438265743.0,-53208358.0,3.506,15.0,112.79999999999995,227.0,139.0,112.79999999999995,-3.15
463,120,2023-04-06 17:42:26,,5930.57,2.521,6.0,438265925.0,-53208478.0,2.521,15.0,113.0,227.0,139.0,113.0,-2.38
464,121,2023-04-06 17:42:27,,5932.32,2.204,6.0,438266107.0,-53208597.0,2.204,15.0,113.20000000000005,227.0,139.0,113.20000000000005,-1.48
464,122,2023-04-06 17:42:28,,5934.2,1.758,6.0,438266289.0,-53208711.0,1.758,15.0,113.39999999999998,227.0,139.0,113.39999999999998,-0.45
464,124,2023-04-06 17:42:29,,5935.96,1.758,6.0,438266471.0,-53208791.0,1.758,15.0,113.60000000000002,228.0,139.0,113.60000000000002,0.77
464,125,2023-04-06 17:42:30,,5937.73,1.797,6.0,438266653.0,-53208871.0,1.797,15.0,113.79999999999995,228.0,139.0,113.79999999999995,2.26
464,126,2023-04-06 17:42:31,,5939.49,2.037,6.0,438266835.0,-53208947.0,2.037,15.0,114.0,228.0,139.0,114.0,4.11
464,127,2023-04-06 17:42:32,,5941.18,1.848,6.0,438267011.0,-53209005.0,1.848,15.0,114.20000000000005,228.0,139.0,114.20000000000005,6.16
465,128,2023-04-06 17:42:33,,5942.66,1.789,6.0,438267143.0,-53209060.0,1.789,15.0,114.39999999999998,228.0,139.0,114.39999999999998,8.03
465,131,2023-04-06 17:43:16,,5943.46,0.721,7.0,438268292.0,-53208968.0,0.721,15.0,115.20000000000005,229.0,139.0,115.20000000000005,0.0
465,131,2023-04-06 17:43:17,,5943.79,1.404,7.0,438268441.0,-53209026.0,1.404,15.0,115.20000000000005,229.0,139.0,115.20000000000005,0.0
465,130,2023-04-06 17:43:18,,5945.79,1.793,6.0,438268662.0,-53209066.0,1.793,15.0,115.20000000000005,229.0,139.0,115.20000000000005,0.0
466,130,2023-04-06 17:43:19,,5947.56,1.918,6.0,438268853.0,-53209099.0,1.918,15.0,115.20000000000005,229.0,139.0,115.20000000000005,0.0
466,130,2023-04-06 17:43:20,,5949.58,1.931,6.0,438269071.0,-53209099.0,1.931,15.0,115.0,229.0,139.0,115.0,0.0
466,130,2023-04-06 17:43:21,,5951.71,1.93,6.0,438269272.0,-53209113.0,1.93,15.0,115.0,229.0,139.0,115.0,0.0
466,129,2023-04-06 17:43:22,,5954.33,1.916,6.0,438269555.0,-53209215.0,1.916,15.0,115.0,229.0,139.0,115.0,0.0
466,129,2023-04-06 17:43:23,,5957.49,2.733,6.0,438269867.0,-53209416.0,2.733,15.0,114.79999999999995,229.0,139.0,114.79999999999995,0.0
467,128,2023-04-06 17:43:24,,5961.14,3.569,6.0,438270195.0,-53209638.0,3.569,15.0,114.60000000000002,229.0,139.0,114.60000000000002,0.0
467,127,2023-04-06 17:43:25,,5964.94,3.664,6.0,438270576.0,-53209771.0,3.664,15.0,114.39999999999998,229.0,139.0,114.39999999999998,0.0
467,126,2023-04-06 17:43:26,,5968.43,3.75,6.0,438270961.0,-53209756.0,3.75,15.0,114.60000000000002,229.0,139.0,114.60000000000002,0.0
467,125,2023-04-06 17:43:27,,5971.77,3.5,6.0,438271315.0,-53209655.0,3.5,15.0,114.60000000000002,229.0,139.0,114.60000000000002,0.0
467,124,2023-04-06 17:43:28,,5974.43,2.681,6.0,438271582.0,-53209539.0,2.681,15.0,114.79999999999995,229.0,139.0,114.79999999999995,0.0
467,124,2023-04-06 17:43:29,,5976.55,2.325,6.0,438271801.0,-53209448.0,2.325,15.0,114.79999999999995,229.0,139.0,114.79999999999995,0.0
468,124,2023-04-06 17:43:30,,5978.45,2.575,6.0,438271987.0,-53209388.0,2.575,15.0,115.0,229.0,139.0,115.0,0.0
468,124,2023-04-06 17:43:31,,5980.27,2.575,6.0,438272181.0,-53209342.0,2.575,15.0,115.20000000000005,229.0,139.0,115.20000000000005,0.0
468,124,2023-04-06 17:43:32,,5982.79,2.53,6.0,438272444.0,-53209267.0,2.53,15.0,115.20000000000005,229.0,139.0,115.20000000000005,0.02
468,124,2023-04-06 17:43:33,,5984.71,2.256,6.0,438272666.0,-53209206.0,2.256,15.0,115.39999999999998,229.0,139.0,115.39999999999998,2.63
468,124,2023-04-06 17:43:34,,5986.68,2.134,6.0,438272850.0,-53209122.0,2.134,15.0,115.60000000000002,229.0,139.0,115.60000000000002,3.66
469,124,2023-04-06 17:43:35,,5988.73,2.099,6.0,438273046.0,-53209018.0,2.099,15.0,115.60000000000002,229.0,139.0,115.60000000000002,4.45
469,123,2023-04-06 17:43:36,,5990.74,2.045,6.0,438273267.0,-53208920.0,2.045,15.0,115.79999999999995,229.0,139.0,115.79999999999995,4.83
469,123,2023-04-06 17:43:37,,5993.08,2.01,6.0,438273491.0,-53208809.0,2.01,15.0,115.79999999999995,230.0,139.0,115.79999999999995,4.93
469,124,2023-04-06 17:43:38,,5994.94,1.955,6.0,438273675.0,-53208745.0,1.955,15.0,116.0,230.0,139.0,116.0,4.89
469,126,2023-04-06 17:43:39,,5996.85,1.853,6.0,438273897.0,-53208672.0,1.853,15.0,116.0,230.0,139.0,116.0,4.87
470,127,2023-04-06 17:43:40,,5998.59,1.853,6.0,438274084.0,-53208639.0,1.853,15.0,116.20000000000005,230.0,139.0,116.20000000000005,4.78
470,128,2023-04-06 17:43:41,,6000.25,1.853,6.0,438274265.0,-53208646.0,1.853,15.0,116.39999999999998,230.0,139.0,116.39999999999998,4.68
470,129,2023-04-06 17:43:42,,6001.9,1.849,6.0,438274439.0,-53208694.0,1.849,15.0,116.39999999999998,230.0,139.0,116.39999999999998,4.71
470,131,2023-04-06 17:43:43,,6003.36,1.833,6.0,438274578.0,-53208771.0,1.833,15.0,116.39999999999998,230.0,139.0,116.39999999999998,4.86
470,132,2023-04-06 17:43:44,,6005.4,1.901,5.0,438274774.0,-53208860.0,1.901,15.0,116.39999999999998,230.0,139.0,116.39999999999998,4.84
471,130,2023-04-06 17:43:45,,6008.01,2.221,5.0,438275040.0,-53208995.0,2.221,15.0,116.39999999999998,230.0,139.0,116.39999999999998,4.47
471,131,2023-04-06 17:43:46,,6010.5,2.045,5.0,438275275.0,-53209080.0,2.045,15.0,116.39999999999998,230.0,139.0,116.39999999999998,3.74
471,131,2023-04-06 17:43:47,,6012.88,2.117,5.0,438275544.0,-53209102.0,2.117,15.0,116.39999999999998,230.0,139.0,116.39999999999998,2.76
471,132,2023-04-06 17:43:48,,6014.87,2.016,5.0,438275762.0,-53209120.0,2.016,15.0,116.60000000000002,230.0,139.0,116.60000000000002,1.83
471,133,2023-04-06 17:43:49,,6016.7,1.908,5.0,438275943.0,-53209142.0,1.908,15.0,116.79999999999995,230.0,139.0,116.79999999999995,1.35
472,133,2023-04-06 17:43:50,,6018.35,1.908,5.0,438276125.0,-53209147.0,1.908,15.0,117.0,230.0,139.0,117.0,1.59
472,135,2023-04-06 17:43:51,,6019.88,1.885,5.0,438276300.0,-53209083.0,1.885,15.0,117.20000000000005,231.0,139.0,117.20000000000005,2.49
472,138,2023-04-06 17:43:52,,6021.33,1.758,5.0,438276430.0,-53208988.0,1.758,15.0,117.60000000000002,231.0,139.0,117.60000000000002,4.08
472,139,2023-04-06 17:43:53,,6022.5,1.758,5.0,438276522.0,-53208933.0,1.758,15.0,117.79999999999995,231.0,139.0,117.79999999999995,6.25
472,140,2023-04-06 17:43:54,,6023.49,1.742,5.0,438276619.0,-53208894.0,1.742,15.0,118.20000000000005,231.0,139.0,118.20000000000005,8.48
473,143,2023-04-06 17:43:55,,6024.67,1.637,6.0,438276756.0,-53208860.0,1.637,15.0,118.20000000000005,232.0,139.0,118.20000000000005,10.37
473,144,2023-04-06 17:43:56,,6026.04,1.526,6.0,438276906.0,-53208864.0,1.526,15.0,118.39999999999998,232.0,139.0,118.39999999999998,11.66
473,147,2023-04-06 17:43:57,,6027.54,1.514,5.0,438277078.0,-53208893.0,1.514,15.0,118.60000000000002,232.0,139.0,118.60000000000002,12.19
473,148,2023-04-06 17:43:58,,6029.06,1.473,5.0,438277213.0,-53208971.0,1.473,15.0,118.79999999999995,232.0,139.0,118.79999999999995,12.02
474,150,2023-04-06 17:43:59,,6030.32,1.389,5.0,438277340.0,-53209061.0,1.389,15.0,118.79999999999995,233.0,139.0,118.79999999999995,11.38
474,150,2023-04-06 17:44:00,,6031.78,1.391,5.0,438277424.0,-53209216.0,1.391,15.0,118.79999999999995,233.0,139.0,118.79999999999995,10.37
474,151,2023-04-06 17:44:01,,6033.37,1.419,5.0,438277477.0,-53209415.0,1.419,15.0,119.0,233.0,139.0,119.0,9.11
474,151,2023-04-06 17:44:02,,6035.09,1.497,5.0,438277561.0,-53209627.0,1.497,15.0,119.0,233.0,139.0,119.0,7.93
475,151,2023-04-06 17:44:03,,6036.59,1.496,5.0,438277621.0,-53209795.0,1.496,15.0,119.20000000000005,233.0,139.0,119.20000000000005,7.14
475,152,2023-04-06 17:44:04,,6038.08,1.492,6.0,438277757.0,-53209922.0,1.492,15.0,119.39999999999998,233.0,139.0,119.39999999999998,6.66
475,152,2023-04-06 17:44:05,,6039.56,1.497,6.0,438277907.0,-53209982.0,1.497,15.0,119.39999999999998,233.0,139.0,119.39999999999998,6.58
475,152,2023-04-06 17:44:06,,6041.24,1.515,6.0,438278079.0,-53210043.0,1.515,15.0,119.60000000000002,233.0,139.0,119.60000000000002,6.68
476,152,2023-04-06 17:44:07,,6042.68,1.478,6.0,438278212.0,-53210083.0,1.478,15.0,119.79999999999995,233.0,139.0,119.79999999999995,6.95
476,151,2023-04-06 17:44:08,,6043.92,1.414,6.0,438278351.0,-53210025.0,1.414,15.0,119.79999999999995,234.0,139.0,119.79999999999995,7.21
476,152,2023-04-06 17:44:09,,6045.4,1.529,6.0,438278463.0,-53209881.0,1.529,15.0,120.0,234.0,139.0,120.0,7.51
476,152,2023-04-06 17:44:10,,6046.95,1.574,6.0,438278456.0,-53209677.0,1.574,15.0,120.0,234.0,139.0,120.0,7.58
477,151,2023-04-06 17:44:11,,6048.94,1.874,6.0,438278402.0,-53209418.0,1.874,15.0,120.0,234.0,139.0,120.0,7.18
477,152,2023-04-06 17:44:12,,6051.62,2.342,6.0,438278308.0,-53209078.0,2.342,15.0,120.0,234.0,139.0,120.0,6.21
477,152,2023-04-06 17:44:13,,6053.95,2.208,6.0,438278235.0,-53208784.0,2.208,15.0,120.20000000000005,234.0,139.0,120.20000000000005,5.12
477,152,2023-04-06 17:44:14,,6055.61,1.522,6.0,438278235.0,-53208560.0,1.522,15.0,120.20000000000005,234.0,139.0,120.20000000000005,4.13
478,151,2023-04-06 17:44:15,,6057.37,1.577,5.0,438278242.0,-53208325.0,1.577,15.0,120.39999999999998,234.0,139.0,120.39999999999998,3.43
478,151,2023-04-06 17:44:16,,6059.04,1.788,5.0,438278288.0,-53208108.0,1.788,15.0,120.39999999999998,234.0,139.0,120.39999999999998,3.12
478,151,2023-04-06 17:44:17,,6060.84,1.795,5.0,438278341.0,-53207887.0,1.795,15.0,120.60000000000002,234.0,139.0,120.60000000000002,3.2
478,151,2023-04-06 17:44:18,,6062.67,1.818,5.0,438278424.0,-53207663.0,1.818,15.0,120.60000000000002,234.0,139.0,120.60000000000002,3.57
479,151,2023-04-06 17:44:19,,6064.64,1.923,5.0,438278470.0,-53207402.0,1.923,15.0,120.79999999999995,235.0,139.0,120.79999999999995,4.2
479,151,2023-04-06 17:44:20,,6066.61,1.958,5.0,438278515.0,-53207147.0,1.958,15.0,121.0,235.0,139.0,121.0,5.03
479,151,2023-04-06 17:44:21,,6068.62,2.001,5.0,438278569.0,-53206894.0,2.001,15.0,121.20000000000005,235.0,139.0,121.20000000000005,5.76
480,151,2023-04-06 17:44:22,,6070.56,1.957,5.0,438278671.0,-53206664.0,1.957,15.0,121.39999999999998,235.0,139.0,121.39999999999998,6.15
480,152,2023-04-06 17:44:23,,6072.48,1.926,5.0,438278802.0,-53206444.0,1.926,15.0,121.60000000000002,235.0,139.0,121.60000000000002,6.56
480,152,2023-04-06 17:44:24,,6074.35,1.874,5.0,438278939.0,-53206266.0,1.874,15.0,122.0,235.0,139.0,122.0,7.17
480,152,2023-04-06 17:44:25,,6076.21,1.87,5.0,438279069.0,-53206081.0,1.87,15.0,122.20000000000005,236.0,139.0,122.20000000000005,8.02
481,153,2023-04-06 17:44:26,,6078.08,1.87,5.0,438279167.0,-53205880.0,1.87,15.0,122.60000000000002,236.0,139.0,122.60000000000002,9.11
481,154,2023-04-06 17:44:27,,6080.04,1.942,5.0,438279304.0,-53205672.0,1.942,15.0,122.79999999999995,236.0,139.0,122.79999999999995,10.36
481,154,2023-04-06 17:44:28,,6081.77,1.814,5.0,438279440.0,-53205513.0,1.814,15.0,123.20000000000005,236.0,139.0,123.20000000000005,11.71
481,156,2023-04-06 17:44:29,,6083.41,1.814,5.0,438279569.0,-53205351.0,1.814,15.0,123.60000000000002,237.0,139.0,123.60000000000002,13.0
482,157,2023-04-06 17:44:30,,6085.19,1.842,5.0,438279661.0,-53205164.0,1.842,15.0,123.79999999999995,237.0,139.0,123.79999999999995,14.08
482,157,2023-04-06 17:44:31,,6087.16,1.943,5.0,438279755.0,-53204920.0,1.943,15.0,124.20000000000005,237.0,139.0,124.20000000000005,14.93
482,159,2023-04-06 17:44:32,,6088.91,1.79,5.0,438279842.0,-53204704.0,1.79,15.0,124.60000000000002,238.0,139.0,124.60000000000002,15.5
482,160,2023-04-06 17:44:33,,6090.84,1.915,5.0,438279932.0,-53204467.0,1.915,15.0,124.79999999999995,238.0,139.0,124.79999999999995,15.76
483,162,2023-04-06 17:44:34,,6092.86,1.996,5.0,438280025.0,-53204228.0,1.996,15.0,125.20000000000005,238.0,139.0,125.20000000000005,15.75
483,163,2023-04-06 17:44:35,,6094.74,1.897,5.0,438280115.0,-53204010.0,1.897,15.0,125.39999999999998,239.0,139.0,125.39999999999998,15.6
