cadence,calories,power,timestamp,battery_soc,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,speed,temperature,left_right_balance,altitude,enhanced_altitude,ascent,descent,grade
88,338,125,2024-02-05 16:13:27,,13394.8,5.76,5.0,134.0,437824769.0,-53929987.0,5.76,15.0,165.0,14.0,14.0,24.0,23.0,0.0
93,338,118,2024-02-05 16:13:28,,13400.92,5.834,5.0,133.0,437824808.0,-53930802.0,5.834,15.0,162.0,14.0,14.0,24.0,23.0,0.0
90,338,109,2024-02-05 16:13:29,,13407.0,5.892,5.0,135.0,437824820.0,-53931617.0,5.892,15.0,170.0,14.0,14.0,24.0,23.0,0.0
93,338,122,2024-02-05 16:13:30,,13413.18,5.912,5.0,135.0,437824911.0,-53932434.0,5.912,15.0,176.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
95,338,125,2024-02-05 16:13:31,,13420.34,5.936,5.0,135.0,437824996.0,-53933386.0,5.936,15.0,171.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
89,338,120,2024-02-05 16:13:32,,13425.44,5.937,5.0,134.0,437825054.0,-53934062.0,5.937,15.0,173.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
91,339,105,2024-02-05 16:13:33,,13431.36,5.954,5.0,133.0,437825178.0,-53934838.0,5.954,15.0,188.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
91,339,113,2024-02-05 16:13:34,,13437.51,6.019,5.0,134.0,437825224.0,-53935654.0,6.019,15.0,193.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
80,339,165,2024-02-05 16:13:35,,13443.81,6.022,5.0,133.0,437825269.0,-53936494.0,6.022,15.0,164.0,14.0,14.0,24.0,23.0,0.0
88,339,182,2024-02-05 16:13:36,,13450.23,6.039,5.0,133.0,437825327.0,-53937347.0,6.039,15.0,165.0,14.0,14.0,24.0,23.0,0.0
82,339,179,2024-02-05 16:13:37,,13456.76,6.058,5.0,132.0,437825469.0,-53938206.0,6.058,15.0,174.0,14.0,14.0,24.0,23.0,0.0
87,339,154,2024-02-05 16:13:38,,13463.47,6.086,5.0,133.0,437825645.0,-53939078.0,6.086,15.0,169.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
91,339,111,2024-02-05 16:13:39,,13470.19,6.173,5.0,132.0,437825782.0,-53939954.0,6.173,15.0,172.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
85,340,112,2024-02-05 16:13:40,,13476.83,6.278,5.0,131.0,437825918.0,-53940825.0,6.278,15.0,170.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
85,340,125,2024-02-05 16:13:41,,13483.26,6.346,5.0,132.0,437826061.0,-53941665.0,6.346,15.0,174.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
0,340,0,2024-02-05 16:13:42,,13489.84,6.425,5.0,131.0,437826244.0,-53942520.0,6.425,15.0,174.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
0,340,0,2024-02-05 16:13:43,,13496.43,6.425,5.0,132.0,437826419.0,-53943370.0,6.425,15.0,173.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
92,340,29,2024-02-05 16:13:44,,13502.8,6.425,5.0,131.0,437826543.0,-53944201.0,6.425,15.0,172.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
87,340,91,2024-02-05 16:13:45,,13508.77,6.425,5.0,130.0,437826583.0,-53944996.0,6.425,15.0,171.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
88,340,130,2024-02-05 16:13:46,,13514.72,6.425,5.0,130.0,437826583.0,-53945792.0,6.425,15.0,164.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
89,340,170,2024-02-05 16:13:47,,13520.68,6.394,5.0,130.0,437826601.0,-53946587.0,6.394,15.0,172.0,14.0,14.0,24.0,23.0,0.0
90,340,164,2024-02-05 16:13:48,,13526.58,6.184,6.0,129.0,437826732.0,-53947363.0,6.184,15.0,171.0,14.0,14.0,24.0,23.0,0.0
88,341,148,2024-02-05 16:13:49,,13532.66,6.113,6.0,129.0,437826829.0,-53948161.0,6.113,15.0,169.0,14.0,14.0,24.0,23.0,0.0
90,341,123,2024-02-05 16:13:50,,13538.75,6.065,6.0,130.0,437826965.0,-53948961.0,6.065,15.0,168.0,14.0,14.0,24.0,23.0,0.0
95,341,117,2024-02-05 16:13:51,,13545.14,6.0,6.0,130.0,437827102.0,-53949788.0,6.0,15.0,162.0,14.0,14.0,24.0,23.0,0.0
93,341,132,2024-02-05 16:13:52,,13551.25,6.0,5.0,131.0,437827239.0,-53950590.0,6.0,15.0,195.0,14.0,14.0,24.0,23.0,0.0
94,341,143,2024-02-05 16:13:53,,13557.56,6.0,5.0,131.0,437827369.0,-53951421.0,6.0,15.0,174.0,14.0,14.0,24.0,23.0,0.0
93,341,129,2024-02-05 16:13:54,,13563.77,6.0,5.0,131.0,437827460.0,-53952236.0,6.0,15.0,167.0,14.0,14.0,24.0,23.0,0.0
94,341,108,2024-02-05 16:13:55,,13569.91,6.009,5.0,130.0,437827557.0,-53953050.0,6.009,15.0,173.0,14.0,14.0,24.0,23.0,0.0
93,341,94,2024-02-05 16:13:56,,13575.85,6.065,5.0,131.0,437827694.0,-53953827.0,6.065,15.0,169.0,14.0,14.0,24.0,23.0,0.0
95,341,81,2024-02-05 16:13:57,,13581.93,6.075,5.0,131.0,437827830.0,-53954624.0,6.075,15.0,153.0,14.0,14.0,24.0,23.0,0.0
34,342,64,2024-02-05 16:13:58,,13588.17,6.075,5.0,131.0,437827979.0,-53955429.0,6.075,15.0,177.0,14.0,14.0,24.0,23.0,0.0
90,342,43,2024-02-05 16:13:59,,13594.07,6.075,5.0,130.0,437828213.0,-53956164.0,6.075,15.0,170.0,14.0,14.0,24.0,23.0,0.0
91,342,62,2024-02-05 16:14:00,,13600.07,6.074,5.0,129.0,437828486.0,-53956901.0,6.074,15.0,173.0,14.0,14.0,24.0,23.0,0.0
90,342,88,2024-02-05 16:14:01,,13606.17,6.064,6.0,128.0,437828753.0,-53957639.0,6.064,15.0,170.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
94,342,82,2024-02-05 16:14:02,,13612.23,6.064,6.0,127.0,437828968.0,-53958398.0,6.064,15.0,173.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
90,342,81,2024-02-05 16:14:03,,13618.29,6.062,5.0,128.0,437829086.0,-53959196.0,6.062,15.0,168.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
88,342,89,2024-02-05 16:14:04,,13624.25,6.047,5.0,126.0,437829092.0,-53959986.0,6.047,15.0,172.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
91,342,95,2024-02-05 16:14:05,,13630.21,6.046,5.0,127.0,437829131.0,-53960782.0,6.046,15.0,157.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
91,342,97,2024-02-05 16:14:06,,13636.16,6.036,5.0,127.0,437829144.0,-53961577.0,6.036,15.0,176.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
88,342,103,2024-02-05 16:14:07,,13642.04,6.031,5.0,128.0,437829241.0,-53962353.0,6.031,15.0,171.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
92,342,105,2024-02-05 16:14:08,,13647.97,6.0,5.0,129.0,437829383.0,-53963126.0,6.0,15.0,165.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
95,343,107,2024-02-05 16:14:09,,13653.87,6.0,5.0,129.0,437829571.0,-53963876.0,6.0,15.0,155.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
91,343,108,2024-02-05 16:14:10,,13659.9,6.0,5.0,130.0,437829799.0,-53964635.0,6.0,15.0,177.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
90,343,94,2024-02-05 16:14:11,,13665.92,6.0,5.0,130.0,437830027.0,-53965392.0,6.0,15.0,177.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
90,343,94,2024-02-05 16:14:12,,13672.02,6.0,5.0,130.0,437830255.0,-53966152.0,6.0,15.0,177.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
93,343,112,2024-02-05 16:14:13,,13678.17,6.001,5.0,131.0,437830476.0,-53966927.0,6.001,15.0,171.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
86,343,123,2024-02-05 16:14:14,,13684.42,6.008,5.0,131.0,437830658.0,-53967725.0,6.008,15.0,172.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
86,343,188,2024-02-05 16:14:15,,13690.66,6.008,5.0,130.0,437830841.0,-53968529.0,6.008,15.0,169.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
85,343,213,2024-02-05 16:14:16,,13697.14,6.014,5.0,130.0,437831022.0,-53969366.0,6.014,15.0,171.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
84,344,193,2024-02-05 16:14:17,,13703.73,6.048,5.0,131.0,437831204.0,-53970215.0,6.048,15.0,172.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
91,344,168,2024-02-05 16:14:18,,13710.37,6.074,5.0,131.0,437831386.0,-53971072.0,6.074,15.0,160.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
94,344,183,2024-02-05 16:14:19,,13716.98,6.216,5.0,129.0,437831568.0,-53971930.0,6.216,15.0,171.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
85,344,191,2024-02-05 16:14:20,,13723.64,6.37,5.0,129.0,437831750.0,-53972784.0,6.37,15.0,175.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
86,344,153,2024-02-05 16:14:21,,13730.24,6.481,5.0,129.0,437831926.0,-53973641.0,6.481,15.0,169.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
86,344,117,2024-02-05 16:14:22,,13736.93,6.481,5.0,128.0,437832069.0,-53974512.0,6.481,15.0,182.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
89,345,124,2024-02-05 16:14:23,,13743.57,6.482,5.0,128.0,437832257.0,-53975367.0,6.482,15.0,183.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
89,345,150,2024-02-05 16:14:24,,13750.3,6.492,5.0,128.0,437832485.0,-53976225.0,6.492,15.0,180.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
88,345,149,2024-02-05 16:14:25,,13756.92,6.492,5.0,128.0,437832719.0,-53977053.0,6.492,15.0,175.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
87,345,127,2024-02-05 16:14:26,,13763.46,6.49,5.0,127.0,437832985.0,-53977870.0,6.49,15.0,175.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
86,345,139,2024-02-05 16:14:27,,13770.12,6.481,5.0,128.0,437833213.0,-53978704.0,6.481,15.0,177.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
86,345,147,2024-02-05 16:14:28,,13776.67,6.481,5.0,129.0,437833434.0,-53979540.0,6.481,15.0,173.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
91,345,142,2024-02-05 16:14:29,,13783.13,6.477,5.0,129.0,437833622.0,-53980371.0,6.477,15.0,155.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
97,346,116,2024-02-05 16:14:30,,13789.56,6.448,5.0,129.0,437833843.0,-53981185.0,6.448,15.0,185.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
97,346,107,2024-02-05 16:14:31,,13796.01,6.416,5.0,129.0,437834032.0,-53982004.0,6.416,15.0,185.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
56,346,100,2024-02-05 16:14:32,,13802.29,6.407,5.0,129.0,437834260.0,-53982795.0,6.407,15.0,186.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
94,346,79,2024-02-05 16:14:33,,13808.52,6.395,5.0,129.0,437834481.0,-53983590.0,6.395,15.0,167.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
92,346,86,2024-02-05 16:14:34,,13814.75,6.375,5.0,128.0,437834669.0,-53984386.0,6.375,15.0,158.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
93,346,103,2024-02-05 16:14:35,,13821.06,6.337,5.0,127.0,437834891.0,-53985184.0,6.337,15.0,168.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
90,346,98,2024-02-05 16:14:36,,13827.33,6.298,5.0,128.0,437835085.0,-53985975.0,6.298,15.0,176.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
91,346,99,2024-02-05 16:14:37,,13833.4,6.239,5.0,127.0,437835358.0,-53986721.0,6.239,15.0,166.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
91,346,101,2024-02-05 16:14:38,,13839.36,6.166,5.0,127.0,437835631.0,-53987437.0,6.166,15.0,165.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
90,346,108,2024-02-05 16:14:39,,13845.36,6.157,5.0,126.0,437835910.0,-53988151.0,6.157,15.0,171.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
92,347,102,2024-02-05 16:14:40,,13851.23,6.141,5.0,126.0,437836217.0,-53988855.0,6.141,15.0,171.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
87,347,107,2024-02-05 16:14:41,,13857.32,6.103,5.0,126.0,437836438.0,-53989616.0,6.103,15.0,188.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
94,347,120,2024-02-05 16:14:42,,13863.48,6.103,5.0,125.0,437836620.0,-53990409.0,6.103,15.0,172.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
92,347,126,2024-02-05 16:14:43,,13869.55,6.109,5.0,125.0,437836802.0,-53991186.0,6.109,15.0,171.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
92,347,132,2024-02-05 16:14:44,,13875.8,6.141,5.0,125.0,437836984.0,-53991983.0,6.141,15.0,173.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
88,347,132,2024-02-05 16:14:45,,13882.02,6.103,6.0,124.0,437837166.0,-53992778.0,6.103,15.0,180.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
90,347,120,2024-02-05 16:14:46,,13888.34,6.103,5.0,124.0,437837354.0,-53993591.0,6.103,15.0,163.0,13.600000000000023,13.600000000000023,24.0,23.0,0.0
91,347,133,2024-02-05 16:14:47,,13894.55,6.096,5.0,123.0,437837575.0,-53994381.0,6.096,15.0,174.0,13.600000000000023,13.600000000000023,24.0,23.0,0.0
87,348,127,2024-02-05 16:14:48,,13900.54,6.056,5.0,124.0,437837764.0,-53995135.0,6.056,15.0,172.0,13.600000000000023,13.600000000000023,24.0,23.0,0.0
91,348,118,2024-02-05 16:14:49,,13906.37,6.056,5.0,125.0,437837992.0,-53995869.0,6.056,15.0,153.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
88,348,132,2024-02-05 16:14:50,,13912.19,6.056,5.0,124.0,437838225.0,-53996587.0,6.056,15.0,180.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
89,348,135,2024-02-05 16:14:51,,13918.18,6.056,5.0,124.0,437838498.0,-53997317.0,6.056,15.0,163.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
89,348,135,2024-02-05 16:14:52,,13924.11,6.051,5.0,125.0,437838771.0,-53998029.0,6.051,15.0,178.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
90,348,150,2024-02-05 16:14:53,,13929.81,6.018,5.0,124.0,437839050.0,-53998706.0,6.018,15.0,192.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
88,348,127,2024-02-05 16:14:54,,13935.62,6.007,5.0,125.0,437839370.0,-53999387.0,6.007,15.0,178.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
90,348,137,2024-02-05 16:14:55,,13941.58,5.997,6.0,125.0,437839687.0,-54000077.0,5.997,15.0,181.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
89,349,199,2024-02-05 16:14:56,,13947.42,5.979,6.0,126.0,437840000.0,-54000751.0,5.979,15.0,168.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
88,349,206,2024-02-05 16:14:57,,13953.1,5.97,6.0,126.0,437840274.0,-54001413.0,5.97,15.0,170.0,14.0,14.0,24.0,23.0,0.0
88,349,175,2024-02-05 16:14:58,,13958.91,5.953,6.0,127.0,437840546.0,-54002110.0,5.953,15.0,173.0,14.0,14.0,24.0,23.0,0.0
90,349,158,2024-02-05 16:14:59,,13964.75,5.945,6.0,127.0,437840818.0,-54002808.0,5.945,15.0,175.0,14.0,14.0,24.0,23.0,0.0
90,349,140,2024-02-05 16:15:00,,13970.85,5.896,6.0,127.0,437841099.0,-54003541.0,5.896,15.0,170.0,14.0,14.0,24.0,23.0,0.0
90,349,146,2024-02-05 16:15:01,,13976.75,5.889,5.0,128.0,437841418.0,-54004240.0,5.889,15.0,171.0,14.0,14.0,24.0,23.0,0.0
90,350,150,2024-02-05 16:15:02,,13982.65,5.889,5.0,128.0,437841729.0,-54004935.0,5.889,15.0,172.0,14.0,14.0,24.0,23.0,0.0
91,350,142,2024-02-05 16:15:03,,13988.7,5.886,5.0,128.0,437842009.0,-54005650.0,5.886,15.0,173.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
88,350,123,2024-02-05 16:15:04,,13994.71,5.869,5.0,128.0,437842334.0,-54006346.0,5.869,15.0,170.0,14.0,14.0,24.0,23.0,0.0
86,350,122,2024-02-05 16:15:05,,14000.75,5.869,5.0,128.0,437842691.0,-54007040.0,5.869,15.0,177.0,14.0,14.0,24.0,23.0,0.0
90,350,118,2024-02-05 16:15:06,,14006.63,5.871,5.0,129.0,437843004.0,-54007716.0,5.871,15.0,169.0,14.0,14.0,24.0,23.0,0.0
87,350,121,2024-02-05 16:15:07,,14012.57,5.882,6.0,129.0,437843278.0,-54008421.0,5.882,15.0,172.0,14.0,14.0,24.0,23.0,0.0
91,350,135,2024-02-05 16:15:08,,14018.67,5.89,5.0,128.0,437843550.0,-54009157.0,5.89,15.0,169.0,14.0,14.0,24.0,23.0,0.0
90,351,144,2024-02-05 16:15:09,,14024.83,5.903,5.0,128.0,437843820.0,-54009906.0,5.903,15.0,175.0,14.0,14.0,24.0,23.0,0.0
92,351,131,2024-02-05 16:15:10,,14031.02,5.949,5.0,128.0,437844100.0,-54010658.0,5.949,15.0,172.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
93,351,127,2024-02-05 16:15:11,,14037.0,5.986,5.0,128.0,437844413.0,-54011376.0,5.986,15.0,175.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
91,351,117,2024-02-05 16:15:12,,14043.12,6.021,5.0,128.0,437844701.0,-54012092.0,6.021,15.0,170.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
90,351,114,2024-02-05 16:15:13,,14049.23,6.028,5.0,128.0,437845062.0,-54012780.0,6.028,15.0,179.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
91,351,119,2024-02-05 16:15:14,,14055.27,6.028,5.0,127.0,437845432.0,-54013434.0,6.028,15.0,172.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
90,351,107,2024-02-05 16:15:15,,14061.38,6.028,5.0,128.0,437845840.0,-54014093.0,6.028,15.0,180.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
90,351,113,2024-02-05 16:15:16,,14067.38,6.028,5.0,128.0,437846208.0,-54014727.0,6.028,15.0,160.0,14.0,14.0,24.0,23.0,0.0
91,352,135,2024-02-05 16:15:17,,14073.38,6.03,5.0,128.0,437846615.0,-54015360.0,6.03,15.0,165.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
91,352,133,2024-02-05 16:15:18,,14079.42,6.047,5.0,128.0,437847025.0,-54015998.0,6.047,15.0,167.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
90,352,122,2024-02-05 16:15:19,,14085.48,6.045,6.0,127.0,437847436.0,-54016637.0,6.045,15.0,177.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
90,352,133,2024-02-05 16:15:20,,14091.61,6.028,5.0,129.0,437847840.0,-54017275.0,6.028,15.0,169.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
94,352,136,2024-02-05 16:15:21,,14097.53,6.028,5.0,129.0,437848209.0,-54017909.0,6.028,15.0,170.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
91,352,129,2024-02-05 16:15:22,,14103.68,6.023,5.0,128.0,437848618.0,-54018541.0,6.023,15.0,170.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
90,352,129,2024-02-05 16:15:23,,14109.83,5.992,7.0,129.0,437849029.0,-54019183.0,5.992,15.0,168.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
89,352,135,2024-02-05 16:15:24,,14115.83,5.992,6.0,127.0,437849431.0,-54019837.0,5.992,15.0,172.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
88,353,132,2024-02-05 16:15:25,,14121.79,5.99,6.0,127.0,437849797.0,-54020475.0,5.99,15.0,180.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
89,353,122,2024-02-05 16:15:26,,14127.73,5.981,6.0,127.0,437850162.0,-54021133.0,5.981,15.0,172.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
91,353,138,2024-02-05 16:15:27,,14133.67,5.981,6.0,126.0,437850533.0,-54021769.0,5.981,15.0,173.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
89,353,134,2024-02-05 16:15:28,,14139.59,5.977,6.0,126.0,437850943.0,-54022384.0,5.977,15.0,171.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
90,353,128,2024-02-05 16:15:29,,14145.49,5.951,5.0,125.0,437851350.0,-54022995.0,5.951,15.0,155.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
90,353,108,2024-02-05 16:15:30,,14151.46,5.932,5.0,125.0,437851753.0,-54023610.0,5.932,15.0,155.0,13.799999999999955,13.799999999999955,24.0,23.0,0.0
0,353,0,2024-02-05 16:15:31,,14157.09,5.906,6.0,126.0,437852111.0,-54024208.0,5.906,15.0,,14.0,14.0,24.0,23.0,0.0
0,353,0,2024-02-05 16:15:32,,14162.33,5.777,5.0,125.0,437852418.0,-54024801.0,5.777,15.0,,14.0,14.0,24.0,23.0,0.0
0,353,0,2024-02-05 16:15:33,,14167.39,5.015,5.0,124.0,437852653.0,-54025395.0,5.015,15.0,,14.0,14.0,24.0,23.0,0.0
0,353,0,2024-02-05 16:15:34,,14172.13,4.723,5.0,123.0,437852932.0,-54025936.0,4.723,15.0,,14.0,14.0,24.0,23.0,0.0
0,353,0,2024-02-05 16:15:35,,14176.33,4.487,5.0,123.0,437853251.0,-54026338.0,4.487,15.0,,14.200000000000045,14.200000000000045,24.0,23.0,0.0
0,353,0,2024-02-05 16:15:36,,14179.83,4.242,6.0,122.0,437853568.0,-54026475.0,4.242,15.0,,14.200000000000045,14.200000000000045,24.0,23.0,0.0
0,353,0,2024-02-05 16:15:37,,14182.92,3.152,6.0,122.0,437853881.0,-54026339.0,3.152,15.0,,14.200000000000045,14.200000000000045,24.0,23.0,0.0
0,353,0,2024-02-05 16:15:38,,14185.9,3.033,5.0,121.0,437854123.0,-54026053.0,3.033,15.0,,14.200000000000045,14.200000000000045,24.0,23.0,0.82
0,353,0,2024-02-05 16:15:39,,14188.39,2.556,5.0,121.0,437854144.0,-54025733.0,2.556,15.0,,14.399999999999977,14.399999999999977,25.0,23.0,1.09
0,353,0,2024-02-05 16:15:40,,14191.23,2.57,5.0,120.0,437853995.0,-54025408.0,2.57,15.0,,14.399999999999977,14.399999999999977,25.0,23.0,1.1
0,353,0,2024-02-05 16:15:41,,14194.01,2.658,6.0,118.0,437853760.0,-54025196.0,2.658,15.0,,14.399999999999977,14.399999999999977,25.0,23.0,1.05
0,353,0,2024-02-05 16:15:42,,14196.71,2.584,5.0,117.0,437853500.0,-54025032.0,2.584,15.0,,14.399999999999977,14.399999999999977,25.0,23.0,0.25
0,353,0,2024-02-05 16:15:43,,14197.89,1.825,5.0,118.0,437853343.0,-54024983.0,1.825,15.0,,14.399999999999977,14.399999999999977,25.0,23.0,0.0
0,353,0,2024-02-05 16:16:54,,14198.17,1.529,6.0,96.0,437853142.0,-54024758.0,1.529,15.0,,14.399999999999977,14.399999999999977,25.0,23.0,0.0
0,353,0,2024-02-05 16:16:55,,14200.19,1.845,6.0,99.0,437852999.0,-54024577.0,1.845,15.0,,14.399999999999977,14.399999999999977,25.0,23.0,0.0
0,353,0,2024-02-05 16:16:56,,14202.36,1.999,6.0,100.0,437852811.0,-54024403.0,1.999,15.0,,14.399999999999977,14.399999999999977,25.0,23.0,0.0
60,353,40,2024-02-05 16:16:57,,14204.72,2.185,6.0,99.0,437852583.0,-54024249.0,2.185,15.0,169.0,14.399999999999977,14.399999999999977,25.0,23.0,0.0
64,353,152,2024-02-05 16:16:58,,14207.21,2.323,6.0,98.0,437852343.0,-54024122.0,2.323,15.0,169.0,14.200000000000045,14.200000000000045,25.0,23.0,0.0
80,354,170,2024-02-05 16:16:59,,14210.34,2.579,6.0,97.0,437852030.0,-54023928.0,2.579,15.0,173.0,14.200000000000045,14.200000000000045,25.0,23.0,0.0
94,354,162,2024-02-05 16:17:00,,14213.76,3.188,6.0,98.0,437851758.0,-54023623.0,3.188,15.0,175.0,14.200000000000045,14.200000000000045,25.0,23.0,0.0
0,354,0,2024-02-05 16:17:01,,14217.21,3.269,6.0,98.0,437851498.0,-54023283.0,3.269,15.0,173.0,14.200000000000045,14.200000000000045,25.0,23.0,0.0
0,354,0,2024-02-05 16:17:02,,14220.38,3.263,6.0,96.0,437851315.0,-54022921.0,3.263,15.0,170.0,14.0,14.0,25.0,23.0,-0.74
87,354,100,2024-02-05 16:17:03,,14223.69,3.216,6.0,96.0,437851133.0,-54022543.0,3.216,15.0,167.0,14.0,14.0,25.0,23.0,-1.26
96,354,200,2024-02-05 16:17:04,,14227.13,3.179,5.0,96.0,437850930.0,-54022180.0,3.179,15.0,170.0,14.0,14.0,25.0,23.0,-1.32
84,354,144,2024-02-05 16:17:05,,14230.96,3.231,5.0,97.0,437850627.0,-54021800.0,3.231,15.0,170.0,14.0,14.0,25.0,24.0,-1.33
77,354,138,2024-02-05 16:17:06,,14235.03,3.47,5.0,97.0,437850393.0,-54021365.0,3.47,15.0,177.0,14.0,14.0,25.0,24.0,-1.3
81,355,156,2024-02-05 16:17:07,,14239.13,3.846,5.0,99.0,437850120.0,-54020942.0,3.846,15.0,171.0,13.799999999999955,13.799999999999955,25.0,24.0,-1.26
84,355,158,2024-02-05 16:17:08,,14243.46,3.783,5.0,100.0,437849840.0,-54020476.0,3.783,15.0,167.0,13.799999999999955,13.799999999999955,25.0,24.0,-1.22
86,355,161,2024-02-05 16:17:09,,14248.0,3.971,5.0,102.0,437849527.0,-54019982.0,3.971,15.0,168.0,13.799999999999955,13.799999999999955,25.0,24.0,-1.13
85,355,169,2024-02-05 16:17:10,,14252.41,4.122,5.0,102.0,437849255.0,-54019504.0,4.122,15.0,190.0,13.799999999999955,13.799999999999955,25.0,24.0,-1.04
82,355,193,2024-02-05 16:17:11,,14257.0,4.462,5.0,103.0,437848975.0,-54019004.0,4.462,15.0,176.0,13.799999999999955,13.799999999999955,25.0,24.0,-0.38
87,356,247,2024-02-05 16:17:12,,14261.88,4.43,5.0,104.0,437848658.0,-54018484.0,4.43,15.0,173.0,13.799999999999955,13.799999999999955,25.0,24.0,0.0
91,356,204,2024-02-05 16:17:13,,14267.06,4.973,5.0,104.0,437848337.0,-54017921.0,4.973,15.0,159.0,13.799999999999955,13.799999999999955,25.0,24.0,0.0
87,356,218,2024-02-05 16:17:14,,14272.37,5.177,5.0,106.0,437848020.0,-54017347.0,5.177,15.0,180.0,13.799999999999955,13.799999999999955,25.0,24.0,0.0
