battery_soc,calories,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,speed,timestamp,temperature,altitude,ascent,descent,enhanced_altitude,grade
,3,70.39,3.387,19,114,438143986,-52901456,3.387,2023-05-31 17:59:15,22.0,,,,,
,3,73.53,3.25,20,115,438144149,-52901804,3.25,2023-05-31 17:59:16,22.0,,,,,
,3,76.47,3.107,20,115,438144433,-52901968,3.107,2023-05-31 17:59:17,22.0,,,,,
,3,79.81,3.011,20,115,438144718,-52902254,3.011,2023-05-31 17:59:18,22.0,,,,,
,4,82.42,2.967,22,112,438144808,-52902587,2.967,2023-05-31 17:59:19,22.0,,,,,
,4,85.01,2.906,24,109,438144892,-52902917,2.906,2023-05-31 17:59:20,22.0,,,,,
,4,87.49,2.728,33,108,438144929,-52903234,2.728,2023-05-31 17:59:21,22.0,,,,,
,4,90.78,2.824,33,108,438144857,-52903654,2.824,2023-05-31 17:59:22,22.0,,,,,
,4,96.66,2.925,31,108,438144685,-52904389,2.925,2023-05-31 17:59:23,22.0,,,,,
,4,105.89,3.581,29,108,438144968,-52905529,3.581,2023-05-31 17:59:24,22.0,,,,,
,4,112.38,4.917,28,108,438145559,-52905995,4.917,2023-05-31 17:59:25,22.0,,,,,
,5,115.26,4.761,26,108,438145798,-52906263,4.761,2023-05-31 17:59:26,22.0,,,,,
,5,117.58,3.738,25,107,438145779,-52906562,3.738,2023-05-31 17:59:27,22.0,,,,,
,5,120.25,3.506,24,106,438145652,-52906880,3.506,2023-05-31 17:59:28,22.0,,,,,
,5,122.54,3.438,26,105,438145588,-52907175,3.438,2023-05-31 17:59:29,22.0,,,,,
,5,126.96,3.398,25,105,438145467,-52907746,3.398,2023-05-31 17:59:30,22.0,,,,,
,5,131.16,3.433,25,105,438145393,-52908287,3.433,2023-05-31 17:59:31,22.0,,,,,
,5,136.41,3.824,24,105,438145491,-52908959,3.824,2023-05-31 17:59:32,22.0,,,,,
,6,143.01,4.169,23,105,438146004,-52909591,4.169,2023-05-31 17:59:33,22.0,,,,,
,6,149.39,4.747,22,105,438146514,-52910134,4.747,2023-05-31 17:59:34,22.0,,,,,
,6,154.55,5.123,21,106,438146767,-52910735,5.123,2023-05-31 17:59:35,22.0,,,,,
,6,158.42,4.975,21,106,438146891,-52911240,4.975,2023-05-31 17:59:36,22.0,,,,,
,6,161.45,4.813,20,108,438146942,-52911638,4.813,2023-05-31 17:59:37,22.0,,,,,
,6,165.15,4.528,19,109,438146994,-52912120,4.528,2023-05-31 17:59:38,22.0,,,,,
,6,168.83,4.336,19,110,438147088,-52912595,4.336,2023-05-31 17:59:39,22.0,,,,,
,7,172.35,4.113,19,109,438147235,-52913037,4.113,2023-05-31 17:59:40,22.0,,,,,
,7,175.78,3.875,18,109,438147397,-52913455,3.875,2023-05-31 17:59:41,22.0,,,,,
,7,180.81,3.693,18,108,438147423,-52914116,3.693,2023-05-31 17:59:42,22.0,,,,,
,7,184.0,3.566,18,107,438147345,-52914519,3.566,2023-05-31 17:59:43,22.0,,,,,
,7,187.16,3.472,19,106,438147345,-52914942,3.472,2023-05-31 17:59:44,22.0,,,,,
,7,190.02,3.317,20,103,438147363,-52915315,3.317,2023-05-31 17:59:45,22.0,,,,,
,7,193.08,3.253,19,102,438147470,-52915676,3.253,2023-05-31 17:59:46,22.0,,,,,
,8,196.25,3.205,20,100,438147346,-52916055,3.205,2023-05-31 17:59:47,22.0,,,,,
,8,200.04,3.21,24,100,438147018,-52916375,3.21,2023-05-31 17:59:48,22.0,,,,,
,8,203.82,3.479,30,99,438146656,-52916582,3.479,2023-05-31 17:59:49,22.0,,,,,
,8,204.31,3.184,32,99,438146617,-52916582,3.184,2023-05-31 17:59:50,22.0,,,,,
,8,204.31,0.0,31,100,438146640,-52916605,0.0,2023-05-31 17:59:51,22.0,,,,,
,8,204.31,0.0,30,101,438146799,-52916769,0.0,2023-05-31 17:59:52,22.0,,,,,
,8,204.31,0.0,29,103,438146799,-52916838,0.0,2023-05-31 17:59:53,22.0,,,,,
,8,204.31,0.0,28,105,438146787,-52916890,0.0,2023-05-31 17:59:54,22.0,,,,,
,9,204.31,0.0,27,104,438146695,-52917237,0.0,2023-05-31 17:59:55,22.0,,,,,
,9,204.96,1.5,19,84,438146181,-52917319,1.5,2023-05-31 18:00:37,23.0,101.60000000000002,0.0,0.0,101.60000000000002,0.0
,9,209.46,2.114,18,86,438146617,-52917609,2.114,2023-05-31 18:00:38,23.0,101.60000000000002,0.0,0.0,101.60000000000002,0.0
,9,212.8,2.464,17,88,438146924,-52917786,2.464,2023-05-31 18:00:39,23.0,101.79999999999995,0.0,0.0,101.79999999999995,0.0
,9,215.12,2.464,17,92,438147167,-52917699,2.464,2023-05-31 18:00:40,23.0,101.79999999999995,0.0,0.0,101.79999999999995,0.0
,9,218.94,2.405,17,95,438147514,-52917419,2.405,2023-05-31 18:00:41,23.0,101.79999999999995,0.0,0.0,101.79999999999995,0.0
,9,221.81,2.047,18,98,438147734,-52917161,2.047,2023-05-31 18:00:42,23.0,102.0,0.0,0.0,102.0,0.52
,9,223.67,2.001,18,100,438147904,-52917021,2.001,2023-05-31 18:00:43,23.0,102.0,0.0,0.0,102.0,2.06
,9,225.65,2.506,19,103,438148082,-52916880,2.506,2023-05-31 18:00:44,23.0,102.20000000000005,0.0,0.0,102.20000000000005,2.64
,10,232.9,5.342,18,105,438148821,-52916596,5.342,2023-05-31 18:00:45,23.0,102.39999999999998,1.0,0.0,102.39999999999998,3.3
,10,240.61,5.323,18,108,438149615,-52916294,5.323,2023-05-31 18:00:46,23.0,102.60000000000002,1.0,0.0,102.60000000000002,3.95
,10,247.43,5.074,18,110,438150315,-52916080,5.074,2023-05-31 18:00:47,23.0,102.79999999999995,1.0,0.0,102.79999999999995,4.45
,10,254.27,4.29,18,112,438151027,-52915899,4.29,2023-05-31 18:00:48,23.0,103.0,1.0,0.0,103.0,4.7
,10,259.78,3.962,17,114,438151595,-52915713,3.962,2023-05-31 18:00:49,23.0,103.20000000000005,1.0,0.0,103.20000000000005,4.62
,10,263.85,3.855,17,115,438152023,-52915609,3.855,2023-05-31 18:00:50,23.0,103.60000000000002,2.0,0.0,103.60000000000002,4.44
,11,268.42,4.213,18,116,438152528,-52915490,4.213,2023-05-31 18:00:51,23.0,103.79999999999995,2.0,0.0,103.79999999999995,4.24
,11,271.51,4.394,19,116,438152839,-52915354,4.394,2023-05-31 18:00:52,23.0,104.0,2.0,0.0,104.0,4.2
,11,276.73,4.621,19,117,438153378,-52915126,4.621,2023-05-31 18:00:53,23.0,104.20000000000005,2.0,0.0,104.20000000000005,4.28
,11,281.48,4.626,18,117,438153877,-52914976,4.626,2023-05-31 18:00:54,23.0,104.20000000000005,3.0,0.0,104.20000000000005,4.41
,11,286.01,3.644,18,118,438154358,-52914879,3.644,2023-05-31 18:00:55,23.0,104.39999999999998,3.0,0.0,104.39999999999998,4.47
,11,289.58,3.144,18,118,438154718,-52914773,3.144,2023-05-31 18:00:56,23.0,104.60000000000002,3.0,0.0,104.60000000000002,4.39
,12,292.81,2.342,18,118,438155036,-52914648,2.342,2023-05-31 18:00:57,23.0,104.79999999999995,3.0,0.0,104.79999999999995,4.16
,12,296.02,2.545,18,118,438155367,-52914478,2.545,2023-05-31 18:00:58,23.0,105.0,3.0,0.0,105.0,3.94
,12,300.23,3.776,18,119,438155762,-52914257,3.776,2023-05-31 18:00:59,23.0,105.20000000000005,3.0,0.0,105.20000000000005,3.84
,12,303.58,3.667,18,119,438156128,-52914125,3.667,2023-05-31 18:01:00,23.0,105.20000000000005,4.0,0.0,105.20000000000005,3.88
,12,306.5,3.484,18,120,438156436,-52914047,3.484,2023-05-31 18:01:01,23.0,105.39999999999998,4.0,0.0,105.39999999999998,4.01
,12,309.11,3.289,19,120,438156706,-52913971,3.289,2023-05-31 18:01:02,23.0,105.39999999999998,4.0,0.0,105.39999999999998,4.17
,13,310.99,3.068,18,119,438156909,-52913929,3.068,2023-05-31 18:01:03,23.0,105.60000000000002,4.0,0.0,105.60000000000002,4.17
,13,311.6,2.165,18,119,438156955,-52913880,2.165,2023-05-31 18:01:04,23.0,105.60000000000002,4.0,0.0,105.60000000000002,3.88
,13,311.6,0.0,18,119,438156987,-52913880,0.0,2023-05-31 18:01:05,23.0,105.79999999999995,4.0,0.0,105.79999999999995,3.41
,13,311.6,0.0,17,119,438156954,-52913861,0.0,2023-05-31 18:01:06,23.0,105.79999999999995,4.0,0.0,105.79999999999995,2.36
,13,311.6,0.0,17,118,438157000,-52913726,0.0,2023-05-31 18:01:07,23.0,105.79999999999995,4.0,0.0,105.79999999999995,0.0
,13,311.87,0.1,17,118,438157059,-52913638,0.1,2023-05-31 18:01:08,23.0,105.79999999999995,4.0,0.0,105.79999999999995,0.0
,14,313.41,0.568,16,118,438157182,-52913516,0.568,2023-05-31 18:01:09,23.0,106.0,4.0,0.0,106.0,0.0
,14,313.57,0.911,14,119,438157461,-52913036,0.911,2023-05-31 18:01:21,23.0,106.0,4.0,0.0,106.0,0.0
,14,314.66,0.752,14,119,438157545,-52912975,0.752,2023-05-31 18:01:22,23.0,106.0,4.0,0.0,106.0,0.0
,14,315.7,0.786,14,119,438157643,-52912870,0.786,2023-05-31 18:01:23,23.0,106.0,4.0,0.0,106.0,0.0
,14,316.88,0.789,14,120,438157734,-52912777,0.789,2023-05-31 18:01:24,23.0,106.0,4.0,0.0,106.0,0.0
,15,318.01,0.903,13,120,438157831,-52912735,0.903,2023-05-31 18:01:25,23.0,106.20000000000005,4.0,0.0,106.20000000000005,0.51
,15,319.15,1.579,13,120,438157968,-52912671,1.579,2023-05-31 18:01:26,23.0,106.20000000000005,5.0,0.0,106.20000000000005,2.88
,15,320.93,1.897,13,120,438158105,-52912564,1.897,2023-05-31 18:01:27,23.0,106.39999999999998,5.0,0.0,106.39999999999998,3.85
,15,322.61,1.897,13,120,438158260,-52912425,1.897,2023-05-31 18:01:28,23.0,106.60000000000002,5.0,0.0,106.60000000000002,4.97
,15,325.28,2.029,13,121,438158530,-52912268,2.029,2023-05-31 18:01:29,23.0,106.60000000000002,5.0,0.0,106.60000000000002,7.23
,15,328.49,3.154,13,121,438158846,-52912095,3.154,2023-05-31 18:01:30,23.0,106.79999999999995,5.0,0.0,106.79999999999995,7.78
,16,332.21,3.592,13,122,438159219,-52911903,3.592,2023-05-31 18:01:31,23.0,107.0,5.0,0.0,107.0,7.62
,16,335.68,3.511,12,122,438159541,-52911733,3.511,2023-05-31 18:01:32,23.0,107.0,5.0,0.0,107.0,6.93
,16,338.76,2.965,12,123,438159852,-52911782,2.965,2023-05-31 18:01:33,23.0,107.20000000000005,6.0,0.0,107.20000000000005,6.02
,16,341.32,2.611,13,123,438160100,-52911982,2.611,2023-05-31 18:01:34,23.0,107.20000000000005,6.0,0.0,107.20000000000005,5.0
,16,342.71,1.968,14,124,438160206,-52912079,1.968,2023-05-31 18:01:35,23.0,107.20000000000005,6.0,0.0,107.20000000000005,4.13
,16,344.14,1.45,14,124,438160374,-52912122,1.45,2023-05-31 18:01:36,23.0,107.39999999999998,6.0,0.0,107.39999999999998,3.49
,17,344.94,1.069,14,123,438160464,-52912088,1.069,2023-05-31 18:01:37,23.0,107.60000000000002,6.0,0.0,107.60000000000002,3.08
,17,346.06,0.813,13,122,438160563,-52912119,0.813,2023-05-31 18:01:38,23.0,107.60000000000002,6.0,0.0,107.60000000000002,2.95
,17,347.96,0.592,13,120,438160686,-52912307,0.592,2023-05-31 18:01:39,23.0,107.79999999999995,6.0,0.0,107.79999999999995,3.1
,17,347.96,0.0,12,119,438160725,-52912332,0.0,2023-05-31 18:01:40,23.0,107.79999999999995,6.0,0.0,107.79999999999995,3.48
,17,347.96,0.0,12,117,438160725,-52912369,0.0,2023-05-31 18:01:41,23.0,107.79999999999995,6.0,0.0,107.79999999999995,3.23
,18,347.96,0.0,13,117,438160725,-52912384,0.0,2023-05-31 18:01:42,23.0,107.79999999999995,6.0,0.0,107.79999999999995,0.0
,18,347.96,0.0,12,115,438160725,-52912384,0.0,2023-05-31 18:01:43,23.0,107.79999999999995,6.0,0.0,107.79999999999995,0.0
,18,347.96,0.164,10,101,438160777,-52912204,0.164,2023-05-31 18:02:14,23.0,107.79999999999995,6.0,0.0,107.79999999999995,0.0
,18,348.24,1.167,11,101,438160847,-52912175,1.167,2023-05-31 18:02:15,23.0,107.79999999999995,6.0,0.0,107.79999999999995,0.0
,18,350.31,1.124,10,102,438161067,-52912113,1.124,2023-05-31 18:02:16,23.0,108.0,6.0,0.0,108.0,0.0
,18,352.29,0.833,10,103,438161267,-52912128,0.833,2023-05-31 18:02:17,23.0,108.0,6.0,0.0,108.0,0.0
,18,355.15,0.987,10,103,438161587,-52912110,0.987,2023-05-31 18:02:18,23.0,108.0,6.0,0.0,108.0,0.0
,19,358.49,2.002,9,103,438161909,-52911971,2.002,2023-05-31 18:02:19,23.0,108.20000000000005,6.0,0.0,108.20000000000005,0.0
,19,361.98,2.065,9,102,438162255,-52911829,2.065,2023-05-31 18:02:20,23.0,108.20000000000005,7.0,0.0,108.20000000000005,2.46
,19,363.77,1.741,9,102,438162483,-52911812,1.741,2023-05-31 18:02:21,23.0,108.20000000000005,7.0,0.0,108.20000000000005,2.55
,19,363.77,0.0,9,102,438162722,-52911832,0.0,2023-05-31 18:02:22,23.0,108.39999999999998,7.0,0.0,108.39999999999998,2.65
,19,364.25,0.225,9,102,438163048,-52911824,0.225,2023-05-31 18:02:23,23.0,108.39999999999998,7.0,0.0,108.39999999999998,0.0
,19,367.98,1.783,9,102,438163421,-52911778,1.783,2023-05-31 18:02:24,23.0,108.39999999999998,7.0,0.0,108.39999999999998,0.0
,19,371.61,1.992,9,103,438163836,-52911834,1.992,2023-05-31 18:02:25,23.0,108.60000000000002,7.0,0.0,108.60000000000002,0.0
,19,375.75,2.002,9,103,438164274,-52911844,2.002,2023-05-31 18:02:26,23.0,108.60000000000002,7.0,0.0,108.60000000000002,0.0
,20,379.62,2.107,9,103,438164659,-52911815,2.107,2023-05-31 18:02:27,23.0,108.60000000000002,7.0,0.0,108.60000000000002,0.0
,20,383.68,2.475,10,103,438165097,-52911852,2.475,2023-05-31 18:02:28,23.0,108.79999999999995,7.0,0.0,108.79999999999995,0.0
,20,386.77,3.619,10,104,438165450,-52911869,3.619,2023-05-31 18:02:29,23.0,108.79999999999995,7.0,0.0,108.79999999999995,0.0
,20,389.71,3.367,9,104,438165750,-52911805,3.367,2023-05-31 18:02:30,23.0,108.79999999999995,7.0,0.0,108.79999999999995,2.19
,20,394.43,3.191,9,105,438166183,-52911508,3.191,2023-05-31 18:02:31,23.0,108.79999999999995,7.0,0.0,108.79999999999995,1.89
,20,397.35,3.122,9,106,438166497,-52911333,3.122,2023-05-31 18:02:32,23.0,108.79999999999995,7.0,0.0,108.79999999999995,1.97
,20,400.37,3.055,10,108,438166782,-52911157,3.055,2023-05-31 18:02:33,23.0,109.0,7.0,0.0,109.0,1.58
,21,404.55,3.068,10,109,438167147,-52910858,3.068,2023-05-31 18:02:34,23.0,109.0,7.0,0.0,109.0,1.36
,21,409.08,3.473,10,109,438167497,-52910448,3.473,2023-05-31 18:02:35,23.0,108.79999999999995,7.0,0.0,108.79999999999995,1.16
,21,412.64,3.734,10,108,438167764,-52910091,3.734,2023-05-31 18:02:36,23.0,108.79999999999995,7.0,0.0,108.79999999999995,0.02
,21,416.09,3.632,13,108,438168000,-52909733,3.632,2023-05-31 18:02:37,23.0,108.60000000000002,7.0,0.0,108.60000000000002,0.38
,21,420.31,3.561,12,109,438168315,-52909327,3.561,2023-05-31 18:02:38,23.0,108.60000000000002,7.0,0.0,108.60000000000002,-0.14
,21,424.13,3.781,12,110,438168623,-52909022,3.781,2023-05-31 18:02:39,23.0,108.60000000000002,7.0,0.0,108.60000000000002,-0.64
,21,425.65,3.838,11,112,438168787,-52908988,3.838,2023-05-31 18:02:40,23.0,108.60000000000002,7.0,0.0,108.60000000000002,-0.98
,22,426.02,3.412,11,115,438168826,-52908982,3.412,2023-05-31 18:02:41,23.0,108.60000000000002,7.0,0.0,108.60000000000002,-1.17
,22,426.32,2.728,11,116,438168826,-52908945,2.728,2023-05-31 18:02:42,23.0,108.60000000000002,7.0,0.0,108.60000000000002,-1.14
,22,426.32,0.0,11,117,438168826,-52908925,0.0,2023-05-31 18:02:43,23.0,108.60000000000002,7.0,0.0,108.60000000000002,-0.94
,22,426.32,0.0,11,116,438168826,-52908923,0.0,2023-05-31 18:02:44,23.0,108.60000000000002,7.0,0.0,108.60000000000002,-0.03
,22,426.32,0.0,10,116,438168826,-52908905,0.0,2023-05-31 18:02:45,23.0,108.60000000000002,7.0,0.0,108.60000000000002,0.0
,22,426.32,0.0,10,116,438168826,-52908885,0.0,2023-05-31 18:02:46,23.0,108.60000000000002,7.0,0.0,108.60000000000002,0.0
,23,426.32,0.0,10,116,438168826,-52908885,0.0,2023-05-31 18:02:47,23.0,108.60000000000002,7.0,0.0,108.60000000000002,0.0
,23,426.73,1.474,11,108,438168845,-52909158,1.474,2023-05-31 18:03:01,23.0,108.79999999999995,7.0,0.0,108.79999999999995,0.0
,23,429.83,2.838,13,109,438168969,-52909553,2.838,2023-05-31 18:03:02,23.0,108.60000000000002,7.0,0.0,108.60000000000002,0.0
,23,433.96,3.369,14,110,438169021,-52910097,3.369,2023-05-31 18:03:03,23.0,108.60000000000002,7.0,0.0,108.60000000000002,0.0
,23,438.33,3.948,13,111,438169105,-52910671,3.948,2023-05-31 18:03:04,23.0,108.60000000000002,7.0,0.0,108.60000000000002,0.0
,23,442.73,4.353,13,112,438169156,-52911252,4.353,2023-05-31 18:03:05,23.0,108.60000000000002,7.0,0.0,108.60000000000002,0.0
,24,447.96,4.567,13,111,438169242,-52911948,4.567,2023-05-31 18:03:06,23.0,108.60000000000002,7.0,0.0,108.60000000000002,0.0
,24,453.77,6.0,13,112,438169301,-52912719,6.0,2023-05-31 18:03:07,23.0,108.79999999999995,7.0,0.0,108.79999999999995,0.0
,24,459.78,5.977,13,114,438169436,-52913504,5.977,2023-05-31 18:03:08,23.0,109.0,7.0,0.0,109.0,0.0
,24,465.7,5.799,13,117,438169578,-52914273,5.799,2023-05-31 18:03:09,23.0,109.0,7.0,0.0,109.0,0.0
,24,471.56,5.578,12,120,438169759,-52915023,5.578,2023-05-31 18:03:10,23.0,109.20000000000005,7.0,0.0,109.20000000000005,0.0
,24,477.28,5.286,12,121,438169955,-52915744,5.286,2023-05-31 18:03:11,23.0,109.39999999999998,7.0,0.0,109.39999999999998,0.0
,25,483.05,5.155,11,123,438170224,-52916450,5.155,2023-05-31 18:03:12,23.0,109.60000000000002,7.0,0.0,109.60000000000002,0.0
,25,488.25,4.353,11,124,438170444,-52917083,4.353,2023-05-31 18:03:13,23.0,109.79999999999995,7.0,0.0,109.79999999999995,0.0
,25,493.38,4.431,11,125,438170625,-52917725,4.431,2023-05-31 18:03:14,23.0,110.0,7.0,0.0,110.0,0.0
,25,498.66,4.989,13,125,438170801,-52918403,4.989,2023-05-31 18:03:15,23.0,110.20000000000005,7.0,0.0,110.20000000000005,0.0
,25,503.99,5.261,13,125,438170937,-52919092,5.261,2023-05-31 18:03:16,23.0,110.39999999999998,7.0,0.0,110.39999999999998,0.0
,25,509.22,5.082,13,126,438171074,-52919770,5.082,2023-05-31 18:03:17,23.0,110.60000000000002,8.0,0.0,110.60000000000002,3.01
,26,514.35,5.017,12,126,438171211,-52920436,5.017,2023-05-31 18:03:18,23.0,110.79999999999995,8.0,0.0,110.79999999999995,3.55
,26,519.73,4.993,12,127,438171347,-52921126,4.993,2023-05-31 18:03:19,23.0,111.0,8.0,0.0,111.0,3.74
,26,524.88,4.938,13,127,438171478,-52921800,4.938,2023-05-31 18:03:20,23.0,111.20000000000005,8.0,0.0,111.20000000000005,3.83
,26,530.05,4.879,13,128,438171581,-52922477,4.879,2023-05-31 18:03:21,23.0,111.39999999999998,8.0,0.0,111.39999999999998,3.78
,26,535.22,4.814,12,127,438171752,-52923139,4.814,2023-05-31 18:03:22,23.0,111.60000000000002,9.0,0.0,111.60000000000002,3.81
,27,540.4,5.166,12,129,438171849,-52923814,5.166,2023-05-31 18:03:23,23.0,112.0,9.0,0.0,112.0,3.82
,27,545.59,5.199,11,130,438171991,-52924486,5.199,2023-05-31 18:03:24,23.0,112.20000000000005,9.0,0.0,112.20000000000005,3.83
,27,550.67,5.091,11,130,438172161,-52925142,5.091,2023-05-31 18:03:25,23.0,112.39999999999998,9.0,0.0,112.39999999999998,3.88
,27,555.88,5.188,11,132,438172258,-52925821,5.188,2023-05-31 18:03:26,23.0,112.60000000000002,10.0,0.0,112.60000000000002,3.96
,27,561.24,5.196,12,133,438172410,-52926511,5.196,2023-05-31 18:03:27,23.0,112.79999999999995,10.0,0.0,112.79999999999995,3.98
,28,567.49,5.314,12,133,438172661,-52927287,5.314,2023-05-31 18:03:28,23.0,113.0,10.0,0.0,113.0,3.94
,28,570.59,5.079,11,134,438172746,-52927677,5.079,2023-05-31 18:03:29,23.0,113.20000000000005,10.0,0.0,113.20000000000005,3.82
,28,573.02,3.445,11,134,438172786,-52927999,3.445,2023-05-31 18:03:30,23.0,113.20000000000005,10.0,0.0,113.20000000000005,3.66
,28,575.55,3.13,11,135,438172779,-52928340,3.13,2023-05-31 18:03:31,23.0,113.39999999999998,11.0,0.0,113.39999999999998,3.44
,28,577.88,2.519,11,135,438172746,-52928647,2.519,2023-05-31 18:03:32,23.0,113.39999999999998,11.0,0.0,113.39999999999998,3.22
,29,579.84,2.287,11,136,438172792,-52928905,2.287,2023-05-31 18:03:33,23.0,113.60000000000002,11.0,0.0,113.60000000000002,3.03
,29,581.89,2.227,11,136,438172831,-52929167,2.227,2023-05-31 18:03:34,23.0,113.60000000000002,11.0,0.0,113.60000000000002,2.9
,29,584.13,2.232,10,137,438172831,-52929470,2.232,2023-05-31 18:03:35,23.0,113.60000000000002,11.0,0.0,113.60000000000002,2.87
,29,586.46,2.255,10,137,438172837,-52929780,2.255,2023-05-31 18:03:36,23.0,113.79999999999995,11.0,0.0,113.79999999999995,2.94
,30,588.3,2.176,10,138,438172871,-52930023,2.176,2023-05-31 18:03:37,23.0,113.79999999999995,11.0,0.0,113.79999999999995,3.02
,30,589.56,2.103,10,137,438172837,-52930189,2.103,2023-05-31 18:03:38,23.0,113.79999999999995,11.0,0.0,113.79999999999995,2.96
,30,591.1,1.964,10,136,438172889,-52930387,1.964,2023-05-31 18:03:39,23.0,113.79999999999995,11.0,0.0,113.79999999999995,2.78
,30,592.79,1.896,10,136,438172974,-52930591,1.896,2023-05-31 18:03:40,23.0,114.0,11.0,0.0,114.0,2.53
,30,594.76,1.891,9,137,438173019,-52930843,1.891,2023-05-31 18:03:41,23.0,114.0,11.0,0.0,114.0,2.32
,31,597.32,1.907,10,137,438173059,-52931177,1.907,2023-05-31 18:03:42,23.0,114.0,12.0,0.0,114.0,2.26
,31,600.02,2.074,11,137,438173053,-52931539,2.074,2023-05-31 18:03:43,23.0,114.20000000000005,12.0,0.0,114.20000000000005,2.28
,31,603.77,2.307,11,136,438173013,-52932036,2.307,2023-05-31 18:03:44,23.0,114.20000000000005,12.0,0.0,114.20000000000005,2.46
,31,608.76,3.017,10,137,438173048,-52932693,3.017,2023-05-31 18:03:45,23.0,114.20000000000005,12.0,0.0,114.20000000000005,2.6
,32,615.98,4.208,10,136,438173291,-52933612,4.208,2023-05-31 18:03:46,23.0,114.39999999999998,12.0,0.0,114.39999999999998,2.75
,32,621.92,4.897,10,135,438173337,-52934406,4.897,2023-05-31 18:03:47,23.0,114.39999999999998,12.0,0.0,114.39999999999998,2.73
,32,630.08,5.173,9,135,438173402,-52935485,5.173,2023-05-31 18:03:48,23.0,114.39999999999998,12.0,0.0,114.39999999999998,2.49
,32,635.69,5.158,9,135,438173588,-52936214,5.158,2023-05-31 18:03:49,23.0,114.60000000000002,12.0,0.0,114.60000000000002,2.12
,32,643.19,5.144,8,135,438173799,-52937167,5.144,2023-05-31 18:03:50,23.0,114.60000000000002,12.0,0.0,114.60000000000002,1.74
,33,648.94,5.061,8,135,438173878,-52937928,5.061,2023-05-31 18:03:51,23.0,114.60000000000002,12.0,0.0,114.60000000000002,1.45
,33,654.83,5.183,8,136,438173878,-52938712,5.183,2023-05-31 18:03:52,23.0,114.79999999999995,12.0,0.0,114.79999999999995,1.32
,33,661.05,5.048,8,136,438173872,-52939543,5.048,2023-05-31 18:03:53,23.0,114.79999999999995,12.0,0.0,114.79999999999995,1.23
,33,667.3,5.066,8,137,438173828,-52940376,5.066,2023-05-31 18:03:54,23.0,114.79999999999995,12.0,0.0,114.79999999999995,1.22
,33,674.32,5.241,8,138,438173769,-52941311,5.241,2023-05-31 18:03:55,23.0,114.79999999999995,12.0,0.0,114.79999999999995,1.13
,34,680.79,5.792,8,139,438173646,-52942166,5.792,2023-05-31 18:03:56,23.0,115.0,12.0,0.0,115.0,1.06
,34,687.5,5.708,9,139,438173610,-52943059,5.708,2023-05-31 18:03:57,23.0,115.0,12.0,0.0,115.0,0.98
,34,694.54,5.342,10,140,438173691,-52943986,5.342,2023-05-31 18:03:58,23.0,115.0,13.0,0.0,115.0,0.93
,34,702.13,5.379,9,141,438174002,-52944928,5.379,2023-05-31 18:03:59,23.0,115.0,13.0,0.0,115.0,0.89
