distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,battery_soc,calories,heart_rate,temperature,altitude,enhanced_altitude,ascent,descent,grade
31539.85,3.356,9,438002200,-52865458,3.356,2024-01-14 17:43:23,,1194.0,118.0,10.0,15.200000000000045,15.200000000000045,33.0,46.0,0.0
31543.28,3.37,9,438002518,-52865270,3.37,2024-01-14 17:43:24,,1195.0,115.0,10.0,15.200000000000045,15.200000000000045,33.0,46.0,0.0
31546.49,3.332,9,438002835,-52865266,3.332,2024-01-14 17:43:25,,1195.0,113.0,10.0,15.200000000000045,15.200000000000045,33.0,46.0,0.0
31549.48,3.189,9,438003151,-52865390,3.189,2024-01-14 17:43:26,,1195.0,112.0,10.0,15.200000000000045,15.200000000000045,33.0,46.0,0.0
31553.09,3.13,9,438003480,-52865612,3.13,2024-01-14 17:43:27,,1195.0,112.0,10.0,15.200000000000045,15.200000000000045,33.0,46.0,0.0
31556.85,3.397,10,438003821,-52865887,3.397,2024-01-14 17:43:28,,1195.0,112.0,10.0,15.200000000000045,15.200000000000045,33.0,46.0,0.0
31560.56,3.583,11,438004145,-52866180,3.583,2024-01-14 17:43:29,,1195.0,113.0,10.0,15.200000000000045,15.200000000000045,33.0,46.0,0.0
31564.13,3.578,11,438004419,-52866521,3.578,2024-01-14 17:43:30,,1196.0,115.0,10.0,15.200000000000045,15.200000000000045,33.0,46.0,0.0
31567.9,3.738,11,438004712,-52866849,3.738,2024-01-14 17:43:31,,1196.0,116.0,10.0,15.399999999999977,15.399999999999977,33.0,46.0,0.0
31571.92,3.98,11,438005078,-52867175,3.98,2024-01-14 17:43:32,,1196.0,117.0,10.0,15.399999999999977,15.399999999999977,33.0,46.0,0.0
31576.08,4.137,12,438005442,-52867511,4.137,2024-01-14 17:43:33,,1196.0,118.0,10.0,15.399999999999977,15.399999999999977,33.0,46.0,0.0
31580.2,4.123,13,438005797,-52867831,4.123,2024-01-14 17:43:34,,1196.0,120.0,10.0,15.600000000000023,15.600000000000023,33.0,46.0,0.0
31584.31,4.117,14,438006137,-52868147,4.117,2024-01-14 17:43:35,,1196.0,121.0,10.0,15.600000000000023,15.600000000000023,33.0,46.0,0.23
31588.52,4.185,15,438006535,-52868461,4.185,2024-01-14 17:43:36,,1197.0,122.0,11.0,15.600000000000023,15.600000000000023,33.0,46.0,1.14
31592.62,4.112,15,438006899,-52868770,4.112,2024-01-14 17:43:37,,1197.0,122.0,11.0,15.600000000000023,15.600000000000023,33.0,46.0,1.22
31596.66,4.059,15,438007263,-52869049,4.059,2024-01-14 17:43:38,,1197.0,123.0,11.0,15.799999999999955,15.799999999999955,33.0,46.0,1.23
31600.58,3.939,15,438007627,-52869317,3.939,2024-01-14 17:43:39,,1197.0,123.0,11.0,15.799999999999955,15.799999999999955,33.0,46.0,1.19
31604.58,3.987,14,438008002,-52869561,3.987,2024-01-14 17:43:40,,1197.0,122.0,11.0,15.799999999999955,15.799999999999955,33.0,46.0,1.17
31608.81,4.193,14,438008401,-52869842,4.193,2024-01-14 17:43:41,,1198.0,123.0,11.0,15.799999999999955,15.799999999999955,34.0,46.0,1.14
31613.14,4.316,13,438008777,-52870168,4.316,2024-01-14 17:43:42,,1198.0,123.0,11.0,15.799999999999955,15.799999999999955,34.0,46.0,1.11
31617.41,4.277,13,438009175,-52870465,4.277,2024-01-14 17:43:43,,1198.0,122.0,11.0,16.0,16.0,34.0,46.0,1.07
31621.58,4.195,13,438009539,-52870765,4.195,2024-01-14 17:43:44,,1198.0,122.0,11.0,16.0,16.0,34.0,46.0,1.03
31625.71,4.136,14,438009901,-52871065,4.136,2024-01-14 17:43:45,,1198.0,122.0,11.0,16.0,16.0,34.0,46.0,1.01
31629.79,4.112,14,438010270,-52871384,4.112,2024-01-14 17:43:46,,1198.0,122.0,11.0,16.200000000000045,16.200000000000045,34.0,46.0,1.02
31634.16,4.338,14,438010670,-52871730,4.338,2024-01-14 17:43:47,,1199.0,123.0,11.0,16.200000000000045,16.200000000000045,34.0,46.0,1.04
31638.46,4.325,14,438011042,-52872054,4.325,2024-01-14 17:43:48,,1199.0,123.0,11.0,16.200000000000045,16.200000000000045,34.0,46.0,1.08
31642.55,4.12,13,438011443,-52872280,4.12,2024-01-14 17:43:49,,1199.0,123.0,11.0,16.399999999999977,16.399999999999977,34.0,46.0,1.15
31646.77,4.195,13,438011820,-52872553,4.195,2024-01-14 17:43:50,,1199.0,124.0,11.0,16.399999999999977,16.399999999999977,34.0,46.0,1.22
31650.97,4.179,12,438012216,-52872856,4.179,2024-01-14 17:43:51,,1199.0,124.0,11.0,16.399999999999977,16.399999999999977,34.0,46.0,1.28
31655.16,4.191,12,438012603,-52873085,4.191,2024-01-14 17:43:52,,1200.0,124.0,11.0,16.600000000000023,16.600000000000023,34.0,46.0,1.32
31659.31,4.179,11,438013050,-52873142,4.179,2024-01-14 17:43:53,,1200.0,124.0,11.0,16.600000000000023,16.600000000000023,34.0,46.0,1.34
31663.24,4.082,11,438013439,-52872961,4.082,2024-01-14 17:43:54,,1200.0,124.0,11.0,16.600000000000023,16.600000000000023,34.0,46.0,1.34
31666.68,3.939,11,438013723,-52872652,3.939,2024-01-14 17:43:55,,1200.0,125.0,11.0,16.600000000000023,16.600000000000023,34.0,46.0,1.31
31669.84,3.425,10,438013893,-52872286,3.425,2024-01-14 17:43:56,,1200.0,125.0,11.0,16.799999999999955,16.799999999999955,34.0,46.0,1.26
31673.01,3.057,10,438014039,-52871906,3.057,2024-01-14 17:43:57,,1201.0,125.0,11.0,16.799999999999955,16.799999999999955,34.0,46.0,1.2
31676.0,2.854,10,438014236,-52871591,2.854,2024-01-14 17:43:58,,1201.0,124.0,11.0,16.600000000000023,16.600000000000023,34.0,46.0,0.96
31678.71,2.603,10,438014486,-52871410,2.603,2024-01-14 17:43:59,,1201.0,123.0,11.0,16.600000000000023,16.600000000000023,34.0,46.0,0.0
31681.56,2.7,10,438014783,-52871377,2.7,2024-01-14 17:44:00,,1201.0,120.0,11.0,16.600000000000023,16.600000000000023,34.0,46.0,0.0
31683.95,2.842,10,438015010,-52871421,2.842,2024-01-14 17:44:01,,1201.0,119.0,11.0,16.799999999999955,16.799999999999955,34.0,46.0,0.0
31686.32,2.453,9,438015261,-52871489,2.453,2024-01-14 17:44:02,,1201.0,119.0,11.0,16.799999999999955,16.799999999999955,34.0,46.0,0.0
31689.04,2.65,9,438015568,-52871580,2.65,2024-01-14 17:44:03,,1202.0,119.0,11.0,16.799999999999955,16.799999999999955,34.0,46.0,0.0
31691.8,2.723,9,438015840,-52871589,2.723,2024-01-14 17:44:04,,1202.0,119.0,11.0,16.799999999999955,16.799999999999955,34.0,46.0,0.0
31694.51,2.717,9,438016090,-52871409,2.717,2024-01-14 17:44:05,,1202.0,119.0,11.0,16.799999999999955,16.799999999999955,34.0,46.0,0.0
31697.53,2.9,10,438016272,-52871084,2.9,2024-01-14 17:44:06,,1202.0,120.0,11.0,17.0,17.0,34.0,46.0,0.0
31700.53,2.959,10,438016476,-52870774,2.959,2024-01-14 17:44:07,,1202.0,120.0,11.0,17.0,17.0,34.0,46.0,0.21
31703.45,2.938,10,438016761,-52870620,2.938,2024-01-14 17:44:08,,1202.0,120.0,11.0,17.0,17.0,35.0,46.0,1.36
31706.49,3.009,10,438017070,-52870700,3.009,2024-01-14 17:44:09,,1203.0,120.0,11.0,17.0,17.0,35.0,46.0,1.51
31709.52,3.022,10,438017286,-52870939,3.022,2024-01-14 17:44:10,,1203.0,120.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,1.54
31712.29,2.841,9,438017342,-52871301,2.841,2024-01-14 17:44:11,,1203.0,120.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,1.53
31715.49,2.998,10,438017467,-52871687,2.998,2024-01-14 17:44:12,,1203.0,120.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,1.5
31719.23,3.174,9,438017695,-52872107,3.174,2024-01-14 17:44:13,,1203.0,120.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,1.46
31723.01,3.686,9,438017911,-52872533,3.686,2024-01-14 17:44:14,,1204.0,119.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,1.37
31726.86,3.829,9,438018105,-52872980,3.829,2024-01-14 17:44:15,,1204.0,119.0,11.0,17.399999999999977,17.399999999999977,35.0,46.0,1.25
31730.38,3.736,9,438018332,-52873365,3.736,2024-01-14 17:44:16,,1204.0,119.0,11.0,17.399999999999977,17.399999999999977,35.0,46.0,1.12
31733.62,3.828,9,438018583,-52873674,3.828,2024-01-14 17:44:17,,1204.0,118.0,11.0,17.399999999999977,17.399999999999977,35.0,46.0,0.91
31737.68,4.159,9,438018890,-52874063,4.159,2024-01-14 17:44:18,,1204.0,118.0,11.0,17.399999999999977,17.399999999999977,35.0,46.0,0.0
31741.2,4.02,9,438019163,-52874399,4.02,2024-01-14 17:44:19,,1204.0,118.0,11.0,17.600000000000023,17.600000000000023,35.0,46.0,0.0
31744.48,3.394,9,438019436,-52874654,3.394,2024-01-14 17:44:20,,1205.0,117.0,11.0,17.600000000000023,17.600000000000023,35.0,46.0,0.0
31747.64,3.262,10,438019721,-52874843,3.262,2024-01-14 17:44:21,,1205.0,117.0,11.0,17.600000000000023,17.600000000000023,35.0,46.0,0.0
31751.05,3.444,11,438020073,-52874968,3.444,2024-01-14 17:44:22,,1205.0,117.0,11.0,17.399999999999977,17.399999999999977,35.0,46.0,0.0
31755.2,3.634,10,438020529,-52874959,3.634,2024-01-14 17:44:23,,1205.0,118.0,11.0,17.399999999999977,17.399999999999977,35.0,46.0,0.0
31759.47,4.241,10,438020978,-52874831,4.241,2024-01-14 17:44:24,,1205.0,118.0,11.0,17.399999999999977,17.399999999999977,35.0,46.0,0.0
31763.69,4.435,10,438021411,-52874620,4.435,2024-01-14 17:44:25,,1205.0,120.0,11.0,17.399999999999977,17.399999999999977,35.0,46.0,0.0
31768.18,4.664,9,438021848,-52874387,4.664,2024-01-14 17:44:26,,1206.0,120.0,11.0,17.399999999999977,17.399999999999977,35.0,46.0,0.0
31772.78,4.825,10,438022302,-52874152,4.825,2024-01-14 17:44:27,,1206.0,121.0,11.0,17.399999999999977,17.399999999999977,35.0,46.0,0.0
31777.24,4.825,11,438022747,-52873927,4.825,2024-01-14 17:44:28,,1206.0,122.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,0.0
31781.29,4.762,11,438023157,-52873736,4.762,2024-01-14 17:44:29,,1206.0,122.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,0.0
31785.69,4.584,11,438023578,-52873515,4.584,2024-01-14 17:44:30,,1206.0,123.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,0.0
31790.19,4.664,12,438024032,-52873280,4.664,2024-01-14 17:44:31,,1207.0,123.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,0.0
31794.96,4.846,12,438024499,-52873069,4.846,2024-01-14 17:44:32,,1207.0,123.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,0.0
31799.84,4.915,12,438025013,-52872887,4.915,2024-01-14 17:44:33,,1207.0,124.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,0.0
31804.84,4.957,13,438025546,-52872693,4.957,2024-01-14 17:44:34,,1207.0,124.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,0.0
31809.73,5.019,13,438026035,-52872522,5.019,2024-01-14 17:44:35,,1207.0,124.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,0.0
31814.32,5.022,13,438026491,-52872355,5.022,2024-01-14 17:44:36,,1208.0,124.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,0.0
31819.05,5.028,13,438026956,-52872104,5.028,2024-01-14 17:44:37,,1208.0,124.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,0.0
31824.01,5.033,12,438027455,-52871860,5.033,2024-01-14 17:44:38,,1208.0,124.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,0.0
31829.03,5.047,12,438027956,-52871600,5.047,2024-01-14 17:44:39,,1208.0,124.0,11.0,17.399999999999977,17.399999999999977,35.0,46.0,0.0
31834.04,5.07,12,438028457,-52871342,5.07,2024-01-14 17:44:40,,1208.0,123.0,11.0,17.399999999999977,17.399999999999977,35.0,46.0,0.0
31839.21,5.139,12,438028970,-52871062,5.139,2024-01-14 17:44:41,,1208.0,122.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,0.0
31844.83,5.12,12,438029517,-52870720,5.12,2024-01-14 17:44:42,,1209.0,123.0,11.0,17.399999999999977,17.399999999999977,35.0,46.0,0.0
31850.42,5.064,12,438030051,-52870362,5.064,2024-01-14 17:44:43,,1209.0,124.0,11.0,17.399999999999977,17.399999999999977,35.0,46.0,0.0
31855.9,5.181,11,438030563,-52869999,5.181,2024-01-14 17:44:44,,1209.0,125.0,11.0,17.399999999999977,17.399999999999977,35.0,46.0,0.0
31861.81,5.536,11,438031121,-52869632,5.536,2024-01-14 17:44:45,,1209.0,125.0,11.0,17.399999999999977,17.399999999999977,35.0,46.0,0.0
31867.73,5.436,11,438031702,-52869296,5.436,2024-01-14 17:44:46,,1209.0,126.0,11.0,17.399999999999977,17.399999999999977,35.0,46.0,0.0
31873.56,5.344,11,438032258,-52868988,5.344,2024-01-14 17:44:47,,1210.0,126.0,11.0,17.399999999999977,17.399999999999977,35.0,46.0,0.0
31879.4,6.034,11,438032847,-52868701,6.034,2024-01-14 17:44:48,,1210.0,126.0,11.0,17.399999999999977,17.399999999999977,35.0,46.0,0.0
31885.68,6.292,10,438033453,-52868381,6.292,2024-01-14 17:44:49,,1210.0,128.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,0.0
31892.18,6.433,10,438034103,-52868057,6.433,2024-01-14 17:44:50,,1210.0,129.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,0.0
31898.8,6.481,10,438034773,-52867726,6.481,2024-01-14 17:44:51,,1210.0,129.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,0.0
31905.13,6.543,10,438035423,-52867417,6.543,2024-01-14 17:44:52,,1211.0,130.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,0.0
31911.74,6.728,10,438036106,-52867148,6.728,2024-01-14 17:44:53,,1211.0,130.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,0.0
31918.15,6.644,12,438036768,-52866894,6.644,2024-01-14 17:44:54,,1211.0,131.0,11.0,17.0,17.0,35.0,46.0,0.0
31924.22,6.417,11,438037357,-52866578,6.417,2024-01-14 17:44:55,,1211.0,133.0,11.0,17.0,17.0,35.0,46.0,0.0
31930.32,6.343,11,438037912,-52866186,6.343,2024-01-14 17:44:56,,1211.0,134.0,11.0,17.0,17.0,35.0,46.0,0.0
31935.61,5.975,11,438038319,-52865712,5.975,2024-01-14 17:44:57,,1212.0,133.0,11.0,17.0,17.0,35.0,46.0,0.0
31941.23,5.5,11,438038539,-52865019,5.5,2024-01-14 17:44:58,,1212.0,133.0,11.0,16.799999999999955,16.799999999999955,35.0,46.0,0.0
31947.65,5.846,11,438038574,-52864160,5.846,2024-01-14 17:44:59,,1212.0,135.0,11.0,16.799999999999955,16.799999999999955,35.0,46.0,0.0
31955.02,6.844,10,438038574,-52863177,6.844,2024-01-14 17:45:00,,1212.0,135.0,11.0,16.799999999999955,16.799999999999955,35.0,46.0,0.0
31962.75,6.733,11,438038551,-52862145,6.733,2024-01-14 17:45:01,,1212.0,135.0,11.0,16.799999999999955,16.799999999999955,35.0,46.0,0.0
31970.49,6.776,12,438038449,-52861120,6.776,2024-01-14 17:45:02,,1213.0,135.0,11.0,16.799999999999955,16.799999999999955,35.0,46.0,0.0
31978.04,6.881,11,438038312,-52860127,6.881,2024-01-14 17:45:03,,1213.0,135.0,11.0,16.600000000000023,16.600000000000023,35.0,46.0,0.0
31985.44,6.919,11,438038175,-52859155,6.919,2024-01-14 17:45:04,,1213.0,134.0,11.0,16.600000000000023,16.600000000000023,35.0,46.0,0.0
31992.86,7.036,11,438038039,-52858178,7.036,2024-01-14 17:45:05,,1213.0,135.0,11.0,16.600000000000023,16.600000000000023,35.0,46.0,0.0
32000.18,7.036,11,438037914,-52857214,7.036,2024-01-14 17:45:06,,1214.0,136.0,11.0,16.600000000000023,16.600000000000023,35.0,46.0,0.0
32007.19,7.036,11,438037845,-52856288,7.036,2024-01-14 17:45:07,,1214.0,136.0,11.0,16.600000000000023,16.600000000000023,35.0,46.0,0.0
32013.88,6.839,11,438037857,-52855393,6.839,2024-01-14 17:45:08,,1214.0,134.0,11.0,16.600000000000023,16.600000000000023,35.0,46.0,0.0
32019.62,5.975,11,438037891,-52854629,5.975,2024-01-14 17:45:09,,1214.0,135.0,11.0,16.600000000000023,16.600000000000023,35.0,46.0,0.0
32023.68,5.095,10,438037925,-52854095,5.095,2024-01-14 17:45:10,,1214.0,135.0,11.0,16.600000000000023,16.600000000000023,35.0,46.0,0.0
32026.94,4.926,10,438038175,-52853802,4.926,2024-01-14 17:45:11,,1215.0,133.0,11.0,16.799999999999955,16.799999999999955,35.0,46.0,0.0
32032.5,4.808,9,438038721,-52853476,4.808,2024-01-14 17:45:12,,1215.0,133.0,11.0,16.799999999999955,16.799999999999955,35.0,46.0,0.0
32037.09,4.618,9,438039097,-52853119,4.618,2024-01-14 17:45:13,,1215.0,133.0,11.0,16.799999999999955,16.799999999999955,35.0,46.0,0.0
32041.97,4.842,9,438039325,-52852552,4.842,2024-01-14 17:45:14,,1215.0,133.0,11.0,16.799999999999955,16.799999999999955,35.0,46.0,0.0
32046.71,4.771,8,438039404,-52851924,4.771,2024-01-14 17:45:15,,1215.0,131.0,11.0,16.799999999999955,16.799999999999955,35.0,46.0,0.0
32051.21,4.719,8,438039461,-52851333,4.719,2024-01-14 17:45:16,,1216.0,132.0,11.0,16.799999999999955,16.799999999999955,35.0,46.0,0.0
32055.03,4.582,8,438039575,-52850840,4.582,2024-01-14 17:45:17,,1216.0,132.0,11.0,16.799999999999955,16.799999999999955,35.0,46.0,0.0
32058.61,4.199,7,438039802,-52850469,4.199,2024-01-14 17:45:18,,1216.0,132.0,11.0,16.799999999999955,16.799999999999955,35.0,46.0,0.0
32062.49,4.119,7,438040166,-52850235,4.119,2024-01-14 17:45:19,,1216.0,131.0,11.0,16.799999999999955,16.799999999999955,35.0,46.0,0.0
32066.1,3.991,8,438040519,-52850038,3.991,2024-01-14 17:45:20,,1216.0,130.0,11.0,16.799999999999955,16.799999999999955,35.0,46.0,0.0
32069.57,3.81,9,438040871,-52849939,3.81,2024-01-14 17:45:21,,1217.0,129.0,11.0,17.0,17.0,35.0,46.0,0.0
32073.94,3.851,9,438041351,-52849899,3.851,2024-01-14 17:45:22,,1217.0,129.0,11.0,17.0,17.0,35.0,46.0,0.0
32079.16,4.311,8,438041900,-52849848,4.311,2024-01-14 17:45:23,,1217.0,128.0,11.0,17.0,17.0,35.0,46.0,0.0
32084.4,4.398,8,438042457,-52849785,4.398,2024-01-14 17:45:24,,1217.0,130.0,11.0,17.0,17.0,35.0,46.0,0.0
32089.95,4.624,8,438043068,-52849789,4.624,2024-01-14 17:45:25,,1218.0,130.0,11.0,17.0,17.0,35.0,46.0,0.0
32095.95,4.966,8,438043705,-52849896,4.966,2024-01-14 17:45:26,,1218.0,130.0,11.0,17.0,17.0,35.0,46.0,0.0
32102.39,5.421,7,438044376,-52850117,5.421,2024-01-14 17:45:27,,1218.0,130.0,11.0,17.0,17.0,35.0,46.0,0.0
32108.72,6.114,7,438044990,-52850486,6.114,2024-01-14 17:45:28,,1218.0,131.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,0.0
32114.34,6.118,7,438045502,-52850884,6.118,2024-01-14 17:45:29,,1218.0,131.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,0.0
32119.39,5.335,7,438045911,-52851292,5.335,2024-01-14 17:45:30,,1219.0,132.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,0.0
32124.29,5.137,7,438046297,-52851728,5.137,2024-01-14 17:45:31,,1219.0,133.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,0.0
32128.72,4.982,8,438046617,-52852168,4.982,2024-01-14 17:45:32,,1219.0,132.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,0.0
32133.09,4.681,10,438046913,-52852620,4.681,2024-01-14 17:45:33,,1219.0,132.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,0.0
32137.4,4.66,11,438047118,-52853135,4.66,2024-01-14 17:45:34,,1219.0,131.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,0.0
32141.88,4.639,11,438047244,-52853713,4.639,2024-01-14 17:45:35,,1220.0,131.0,11.0,17.399999999999977,17.399999999999977,35.0,46.0,0.0
32146.17,4.613,11,438047323,-52854281,4.613,2024-01-14 17:45:36,,1220.0,130.0,11.0,17.399999999999977,17.399999999999977,35.0,46.0,0.0
32150.01,4.433,11,438047414,-52854767,4.433,2024-01-14 17:45:37,,1220.0,130.0,11.0,17.399999999999977,17.399999999999977,35.0,46.0,0.0
32153.61,4.116,11,438047721,-52855033,4.116,2024-01-14 17:45:38,,1220.0,131.0,11.0,17.399999999999977,17.399999999999977,35.0,46.0,0.0
32158.31,4.177,11,438048222,-52855043,4.177,2024-01-14 17:45:39,,1220.0,131.0,11.0,17.399999999999977,17.399999999999977,35.0,46.0,0.0
32162.37,4.417,10,438048630,-52854958,4.417,2024-01-14 17:45:40,,1221.0,130.0,11.0,17.399999999999977,17.399999999999977,35.0,46.0,0.0
32166.67,4.249,10,438049098,-52854876,4.249,2024-01-14 17:45:41,,1221.0,132.0,11.0,17.600000000000023,17.600000000000023,35.0,46.0,0.0
32168.3,3.547,9,438049280,-52854868,3.547,2024-01-14 17:45:42,,1221.0,132.0,11.0,17.600000000000023,17.600000000000023,35.0,46.0,0.0
32169.16,2.916,9,438049371,-52854891,2.916,2024-01-14 17:45:43,,1221.0,132.0,11.0,17.600000000000023,17.600000000000023,35.0,46.0,0.0
32171.76,3.054,9,438049643,-52854921,3.054,2024-01-14 17:45:44,,1221.0,131.0,11.0,17.600000000000023,17.600000000000023,35.0,46.0,0.0
32175.44,3.847,9,438050042,-52854891,3.847,2024-01-14 17:45:45,,1222.0,131.0,11.0,17.600000000000023,17.600000000000023,35.0,46.0,0.0
32178.9,3.583,9,438050372,-52854731,3.583,2024-01-14 17:45:46,,1222.0,130.0,11.0,17.600000000000023,17.600000000000023,35.0,46.0,0.0
32181.82,3.167,9,438050577,-52854433,3.167,2024-01-14 17:45:47,,1222.0,129.0,11.0,17.600000000000023,17.600000000000023,35.0,46.0,0.0
32185.05,3.283,9,438050702,-52854034,3.283,2024-01-14 17:45:48,,1222.0,128.0,11.0,17.600000000000023,17.600000000000023,35.0,46.0,0.0
32188.98,3.584,8,438050782,-52853521,3.584,2024-01-14 17:45:49,,1222.0,129.0,11.0,17.600000000000023,17.600000000000023,35.0,46.0,0.0
32192.74,3.444,8,438050827,-52853022,3.444,2024-01-14 17:45:50,,1223.0,127.0,11.0,17.399999999999977,17.399999999999977,35.0,46.0,0.0
32196.54,3.444,8,438050884,-52852525,3.444,2024-01-14 17:45:51,,1223.0,127.0,11.0,17.399999999999977,17.399999999999977,35.0,46.0,0.0
32199.88,3.46,9,438051009,-52852116,3.46,2024-01-14 17:45:52,,1223.0,128.0,11.0,17.399999999999977,17.399999999999977,35.0,46.0,0.0
32202.92,3.508,10,438051237,-52851813,3.508,2024-01-14 17:45:53,,1223.0,127.0,11.0,17.399999999999977,17.399999999999977,35.0,46.0,0.0
32206.01,3.492,12,438051487,-52851575,3.492,2024-01-14 17:45:54,,1223.0,127.0,11.0,17.399999999999977,17.399999999999977,35.0,46.0,0.0
32209.17,3.444,15,438051818,-52851420,3.444,2024-01-14 17:45:55,,1224.0,126.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,0.0
32212.79,3.477,18,438052203,-52851326,3.477,2024-01-14 17:45:56,,1224.0,125.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,-0.94
32217.63,3.774,18,438052701,-52851147,3.774,2024-01-14 17:45:57,,1224.0,125.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,-1.05
32223.53,4.41,17,438053311,-52850920,4.41,2024-01-14 17:45:58,,1224.0,124.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,-1.09
32228.43,4.472,16,438053818,-52850745,4.472,2024-01-14 17:45:59,,1224.0,123.0,11.0,17.0,17.0,35.0,46.0,-1.12
32233.51,4.461,15,438054351,-52850616,4.461,2024-01-14 17:46:00,,1225.0,122.0,11.0,17.0,17.0,35.0,46.0,-1.1
32237.71,4.434,14,438054810,-52850581,4.434,2024-01-14 17:46:01,,1225.0,121.0,11.0,17.0,17.0,35.0,46.0,-1.04
32240.84,4.391,13,438055115,-52850539,4.391,2024-01-14 17:46:02,,1225.0,120.0,11.0,17.0,17.0,35.0,46.0,-0.07
32243.05,3.701,13,438055344,-52850429,3.701,2024-01-14 17:46:03,,1225.0,119.0,11.0,17.0,17.0,35.0,46.0,0.0
32243.87,1.698,12,438055413,-52850369,1.698,2024-01-14 17:46:04,,1225.0,119.0,11.0,17.0,17.0,35.0,46.0,0.0
32243.87,0.0,12,438055413,-52850369,0.0,2024-01-14 17:46:05,,1225.0,120.0,11.0,17.0,17.0,35.0,46.0,0.0
32244.45,1.743,16,438055561,-52849914,1.743,2024-01-14 17:46:30,,1226.0,124.0,11.0,17.0,17.0,35.0,46.0,0.0
32246.8,2.242,16,438055595,-52849604,2.242,2024-01-14 17:46:31,,1226.0,126.0,11.0,17.0,17.0,35.0,46.0,0.0
32249.53,2.186,15,438055606,-52849241,2.186,2024-01-14 17:46:32,,1226.0,128.0,11.0,17.0,17.0,35.0,46.0,0.0
32252.19,2.019,15,438055618,-52848890,2.019,2024-01-14 17:46:33,,1226.0,128.0,11.0,17.0,17.0,35.0,46.0,0.0
32254.55,1.988,14,438055538,-52848582,1.988,2024-01-14 17:46:34,,1226.0,128.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,0.0
32257.54,1.922,14,438055504,-52848185,1.922,2024-01-14 17:46:35,,1227.0,126.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,0.0
32260.25,2.075,14,438055515,-52847821,2.075,2024-01-14 17:46:36,,1227.0,125.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,0.0
32262.93,2.242,14,438055560,-52847469,2.242,2024-01-14 17:46:37,,1227.0,122.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,0.0
32266.24,2.267,13,438055583,-52847033,2.267,2024-01-14 17:46:38,,1227.0,119.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,0.92
32269.15,2.358,13,438055538,-52846651,2.358,2024-01-14 17:46:39,,1227.0,116.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,1.11
32272.2,2.417,13,438055504,-52846248,2.417,2024-01-14 17:46:40,,1227.0,114.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,1.15
32275.37,2.573,13,438055550,-52845831,2.573,2024-01-14 17:46:41,,1228.0,114.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,1.04
32278.73,3.049,13,438055743,-52845439,3.049,2024-01-14 17:46:42,,1228.0,113.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,0.12
32282.69,3.412,13,438056016,-52845054,3.412,2024-01-14 17:46:43,,1228.0,114.0,11.0,17.200000000000045,17.200000000000045,35.0,46.0,0.0
32287.43,3.863,13,438056414,-52844638,3.863,2024-01-14 17:46:44,,1228.0,115.0,11.0,17.0,17.0,35.0,46.0,0.0
32292.27,4.591,13,438056800,-52844243,4.591,2024-01-14 17:46:45,,1228.0,116.0,11.0,17.0,17.0,35.0,46.0,0.0
