cadence,calories,distance,enhanced_speed,gps_accuracy,left_right_balance,position_lat,position_long,power,speed,timestamp,battery_soc,heart_rate,temperature,altitude,enhanced_altitude,ascent,descent,grade
89,741,26974.84,6.466,8,177.0,437603453,-53349552,197,6.466,2024-03-18 16:32:43,,131.0,19.0,30.0,30.0,75.0,81.0,0.0
90,741,26981.4,6.696,10,180.0,437602910,-53349005,194,6.696,2024-03-18 16:32:44,,134.0,19.0,30.0,30.0,75.0,81.0,0.0
90,742,26988.98,6.715,10,176.0,437602276,-53348369,209,6.715,2024-03-18 16:32:45,,133.0,19.0,30.0,30.0,75.0,81.0,0.0
88,742,26996.08,6.504,9,171.0,437601764,-53347648,231,6.504,2024-03-18 16:32:46,,133.0,19.0,30.0,30.0,75.0,81.0,0.0
89,742,27002.22,6.481,9,175.0,437601386,-53346981,237,6.481,2024-03-18 16:32:47,,129.0,19.0,29.799999999999955,29.799999999999955,75.0,81.0,0.0
90,742,27008.3,6.481,8,176.0,437600939,-53346396,222,6.481,2024-03-18 16:32:48,,128.0,19.0,29.799999999999955,29.799999999999955,75.0,81.0,0.0
90,742,27014.75,6.481,8,176.0,437600403,-53345838,208,6.481,2024-03-18 16:32:49,,128.0,19.0,29.799999999999955,29.799999999999955,75.0,81.0,0.0
87,743,27019.96,6.481,7,178.0,437600019,-53345370,195,6.481,2024-03-18 16:32:50,,128.0,19.0,29.799999999999955,29.799999999999955,75.0,81.0,0.0
90,743,27027.68,6.581,7,177.0,437599449,-53344587,182,6.581,2024-03-18 16:32:51,,128.0,19.0,29.799999999999955,29.799999999999955,75.0,81.0,0.0
95,743,27034.41,6.592,7,183.0,437599147,-53343778,197,6.592,2024-03-18 16:32:52,,129.0,19.0,30.0,30.0,75.0,81.0,0.0
98,743,27041.19,6.651,7,174.0,437599037,-53342893,238,6.651,2024-03-18 16:32:53,,126.0,19.0,30.0,30.0,75.0,81.0,0.0
94,744,27047.03,6.699,7,185.0,437599027,-53342115,300,6.699,2024-03-18 16:32:54,,128.0,19.0,30.399999999999977,30.399999999999977,75.0,81.0,0.0
90,744,27051.87,5.012,7,177.0,437599151,-53341487,280,5.012,2024-03-18 16:32:55,,124.0,19.0,30.600000000000023,30.600000000000023,75.0,81.0,0.42
87,744,27056.36,4.651,6,188.0,437599328,-53340927,211,4.651,2024-03-18 16:32:56,,126.0,19.0,30.799999999999955,30.799999999999955,75.0,81.0,1.3
88,744,27060.68,4.421,6,172.0,437599592,-53340456,127,4.421,2024-03-18 16:32:57,,132.0,19.0,31.0,31.0,75.0,81.0,1.79
90,744,27065.11,4.382,6,175.0,437599948,-53340035,123,4.382,2024-03-18 16:32:58,,132.0,18.0,31.200000000000045,31.200000000000045,76.0,81.0,2.21
90,744,27068.81,4.381,6,174.0,437600229,-53339687,113,4.381,2024-03-18 16:32:59,,133.0,18.0,31.200000000000045,31.200000000000045,76.0,81.0,2.56
92,745,27074.13,4.606,6,184.0,437600625,-53339208,114,4.606,2024-03-18 16:33:00,,132.0,18.0,31.399999999999977,31.399999999999977,76.0,81.0,2.8
90,745,27078.66,4.596,6,169.0,437600993,-53338786,118,4.596,2024-03-18 16:33:01,,133.0,18.0,31.399999999999977,31.399999999999977,76.0,81.0,2.89
88,745,27083.14,4.501,6,174.0,437601320,-53338345,115,4.501,2024-03-18 16:33:02,,133.0,18.0,31.399999999999977,31.399999999999977,76.0,81.0,2.77
90,745,27087.64,4.474,6,178.0,437601637,-53337909,103,4.474,2024-03-18 16:33:03,,133.0,18.0,31.600000000000023,31.600000000000023,76.0,81.0,2.46
91,745,27092.09,4.447,5,171.0,437601997,-53337486,105,4.447,2024-03-18 16:33:04,,133.0,18.0,31.600000000000023,31.600000000000023,76.0,81.0,2.06
87,745,27096.33,4.402,5,173.0,437602319,-53337107,127,4.402,2024-03-18 16:33:05,,133.0,18.0,31.600000000000023,31.600000000000023,76.0,81.0,1.69
93,745,27099.98,4.107,5,182.0,437602595,-53336748,176,4.107,2024-03-18 16:33:06,,133.0,18.0,31.799999999999955,31.799999999999955,76.0,81.0,1.48
90,745,27103.06,3.313,5,181.0,437602787,-53336446,206,3.313,2024-03-18 16:33:07,,134.0,18.0,32.0,32.0,76.0,81.0,1.5
92,746,27105.35,2.455,5,186.0,437602928,-53336201,268,2.455,2024-03-18 16:33:08,,130.0,18.0,32.200000000000045,32.200000000000045,76.0,81.0,1.74
87,746,27107.24,2.094,5,177.0,437603064,-53335998,429,2.094,2024-03-18 16:33:09,,131.0,18.0,32.60000000000002,32.60000000000002,77.0,81.0,2.24
86,747,27109.2,1.949,5,174.0,437603201,-53335799,526,1.949,2024-03-18 16:33:10,,128.0,18.0,32.799999999999955,32.799999999999955,77.0,81.0,3.03
87,747,27111.18,1.936,5,177.0,437603337,-53335600,558,1.936,2024-03-18 16:33:11,,127.0,18.0,33.200000000000045,33.200000000000045,77.0,81.0,4.19
90,748,27112.94,1.961,5,171.0,437603474,-53335417,547,1.961,2024-03-18 16:33:12,,127.0,18.0,33.60000000000002,33.60000000000002,78.0,81.0,5.76
86,748,27114.83,2.065,4,173.0,437603570,-53335201,460,2.065,2024-03-18 16:33:13,,128.0,18.0,33.799999999999955,33.799999999999955,78.0,81.0,7.68
91,749,27116.78,2.075,5,168.0,437603702,-53334987,332,2.075,2024-03-18 16:33:14,,128.0,18.0,34.0,34.0,78.0,81.0,9.75
83,749,27118.72,2.065,6,164.0,437603756,-53334751,235,2.065,2024-03-18 16:33:15,,128.0,18.0,34.200000000000045,34.200000000000045,79.0,81.0,11.54
103,749,27120.69,2.064,6,165.0,437603801,-53334491,176,2.064,2024-03-18 16:33:16,,128.0,18.0,34.39999999999998,34.39999999999998,79.0,81.0,12.46
69,749,27122.95,2.064,5,145.0,437603847,-53334196,126,2.064,2024-03-18 16:33:17,,128.0,18.0,34.60000000000002,34.60000000000002,79.0,81.0,12.22
69,749,27125.16,1.974,5,145.0,437603851,-53333898,106,1.974,2024-03-18 16:33:18,,128.0,18.0,34.60000000000002,34.60000000000002,79.0,81.0,11.11
0,749,27126.87,1.939,6,,437603851,-53333673,0,1.939,2024-03-18 16:33:19,,128.0,18.0,34.799999999999955,34.799999999999955,79.0,81.0,9.54
0,749,27127.82,1.6,5,,437603851,-53333546,0,1.6,2024-03-18 16:33:20,,128.0,18.0,34.799999999999955,34.799999999999955,79.0,81.0,7.83
0,749,27127.92,1.055,4,,437603893,-53333361,0,1.055,2024-03-18 16:33:51,,131.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
0,749,27129.01,1.241,4,,437603897,-53333207,0,1.241,2024-03-18 16:33:52,,129.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
6,749,27130.87,1.693,4,155.0,437603979,-53332981,2,1.693,2024-03-18 16:33:53,,128.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
81,749,27133.06,1.967,5,155.0,437604070,-53332706,83,1.967,2024-03-18 16:33:54,,126.0,19.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
90,750,27135.72,2.694,5,172.0,437604120,-53332356,132,2.694,2024-03-18 16:33:55,,125.0,19.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
83,750,27138.94,2.97,5,178.0,437604124,-53331925,133,2.97,2024-03-18 16:33:56,,124.0,19.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
84,750,27142.39,3.282,5,183.0,437604083,-53331467,114,3.282,2024-03-18 16:33:57,,122.0,19.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
79,750,27145.95,3.515,4,179.0,437603955,-53331010,132,3.515,2024-03-18 16:33:58,,119.0,19.0,34.60000000000002,34.60000000000002,80.0,81.0,0.0
85,750,27149.91,3.861,4,179.0,437603860,-53330501,181,3.861,2024-03-18 16:33:59,,119.0,19.0,34.60000000000002,34.60000000000002,80.0,81.0,0.0
87,750,27154.32,4.057,4,147.0,437603729,-53329932,192,4.057,2024-03-18 16:34:00,,117.0,19.0,34.60000000000002,34.60000000000002,80.0,81.0,0.0
80,750,27158.96,4.352,4,173.0,437603550,-53329349,174,4.352,2024-03-18 16:34:01,,115.0,19.0,34.60000000000002,34.60000000000002,80.0,81.0,0.0
86,751,27163.77,4.607,4,174.0,437603368,-53328759,170,4.607,2024-03-18 16:34:02,,113.0,19.0,34.60000000000002,34.60000000000002,80.0,81.0,0.0
86,751,27168.71,4.815,4,173.0,437603185,-53328137,159,4.815,2024-03-18 16:34:03,,113.0,19.0,34.60000000000002,34.60000000000002,80.0,81.0,0.0
84,751,27173.93,4.977,4,183.0,437603004,-53327469,148,4.977,2024-03-18 16:34:04,,112.0,19.0,34.39999999999998,34.39999999999998,80.0,81.0,0.0
80,751,27178.29,5.042,4,166.0,437602864,-53326923,150,5.042,2024-03-18 16:34:05,,112.0,19.0,34.39999999999998,34.39999999999998,80.0,81.0,0.0
80,751,27184.58,4.671,4,178.0,437602644,-53326136,169,4.671,2024-03-18 16:34:06,,111.0,19.0,34.39999999999998,34.39999999999998,80.0,81.0,0.0
82,751,27190.19,5.314,4,177.0,437602417,-53325427,167,5.314,2024-03-18 16:34:07,,110.0,19.0,34.39999999999998,34.39999999999998,80.0,81.0,0.0
86,752,27195.88,5.031,4,169.0,437602272,-53324696,165,5.031,2024-03-18 16:34:08,,110.0,19.0,34.39999999999998,34.39999999999998,80.0,81.0,0.0
83,752,27201.67,5.042,4,181.0,437602136,-53323943,152,5.042,2024-03-18 16:34:09,,109.0,19.0,34.39999999999998,34.39999999999998,80.0,81.0,0.0
88,752,27207.43,5.288,4,181.0,437602040,-53323184,188,5.288,2024-03-18 16:34:10,,113.0,19.0,34.39999999999998,34.39999999999998,80.0,81.0,0.0
80,752,27213.0,5.381,4,172.0,437601949,-53322450,275,5.381,2024-03-18 16:34:11,,116.0,19.0,34.60000000000002,34.60000000000002,80.0,81.0,0.0
87,753,27218.53,5.406,4,179.0,437601899,-53321714,338,5.406,2024-03-18 16:34:12,,115.0,19.0,34.60000000000002,34.60000000000002,80.0,81.0,0.0
82,753,27224.09,5.408,4,172.0,437601853,-53320972,276,5.408,2024-03-18 16:34:13,,117.0,19.0,34.60000000000002,34.60000000000002,80.0,81.0,0.0
81,753,27229.59,5.423,4,174.0,437601808,-53320241,270,5.423,2024-03-18 16:34:14,,118.0,19.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
80,753,27235.13,5.425,4,173.0,437601762,-53319505,257,5.425,2024-03-18 16:34:15,,118.0,19.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
86,754,27240.49,5.45,4,177.0,437601758,-53318789,200,5.45,2024-03-18 16:34:16,,119.0,19.0,35.0,35.0,80.0,81.0,0.27
81,754,27245.94,5.453,5,164.0,437601676,-53318071,203,5.453,2024-03-18 16:34:17,,118.0,19.0,35.0,35.0,80.0,81.0,1.11
81,754,27251.31,5.453,5,164.0,437601544,-53317376,251,5.453,2024-03-18 16:34:18,,122.0,19.0,35.0,35.0,80.0,81.0,1.16
37,754,27255.7,5.428,4,199.0,437601407,-53316804,227,5.428,2024-03-18 16:34:19,,121.0,19.0,35.0,35.0,80.0,81.0,0.87
84,754,27262.11,5.425,4,171.0,437601230,-53315982,114,5.425,2024-03-18 16:34:20,,120.0,19.0,35.0,35.0,80.0,81.0,0.0
87,754,27268.04,5.425,4,161.0,437601089,-53315216,119,5.425,2024-03-18 16:34:21,,119.0,19.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
89,755,27273.98,5.45,4,171.0,437600911,-53314439,131,5.45,2024-03-18 16:34:22,,119.0,19.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
92,755,27280.17,5.47,4,172.0,437600811,-53313628,117,5.47,2024-03-18 16:34:23,,119.0,19.0,34.60000000000002,34.60000000000002,80.0,81.0,0.0
90,755,27286.64,5.59,4,174.0,437600679,-53312779,111,5.59,2024-03-18 16:34:24,,118.0,19.0,34.39999999999998,34.39999999999998,80.0,81.0,0.0
83,755,27293.07,5.635,4,175.0,437600542,-53311937,164,5.635,2024-03-18 16:34:25,,119.0,19.0,34.39999999999998,34.39999999999998,80.0,81.0,-0.3
86,755,27299.44,5.763,4,170.0,437600488,-53311093,272,5.763,2024-03-18 16:34:26,,118.0,19.0,34.39999999999998,34.39999999999998,80.0,81.0,-1.33
83,756,27306.02,6.071,4,173.0,437600484,-53310215,260,6.071,2024-03-18 16:34:27,,120.0,19.0,34.39999999999998,34.39999999999998,80.0,81.0,-1.45
87,756,27312.87,6.228,4,180.0,437600525,-53309301,215,6.228,2024-03-18 16:34:28,,120.0,19.0,34.200000000000045,34.200000000000045,80.0,81.0,-1.42
84,756,27319.48,6.242,4,175.0,437600570,-53308420,214,6.242,2024-03-18 16:34:29,,120.0,19.0,34.200000000000045,34.200000000000045,80.0,81.0,-1.26
84,756,27325.73,6.274,4,176.0,437600575,-53307590,231,6.274,2024-03-18 16:34:30,,120.0,19.0,34.200000000000045,34.200000000000045,80.0,81.0,-0.83
87,756,27332.16,6.31,4,170.0,437600575,-53306729,228,6.31,2024-03-18 16:34:31,,120.0,19.0,34.200000000000045,34.200000000000045,80.0,81.0,0.0
85,757,27337.45,6.314,4,182.0,437600575,-53306024,238,6.314,2024-03-18 16:34:32,,121.0,19.0,34.200000000000045,34.200000000000045,80.0,81.0,0.0
86,757,27343.53,6.349,4,172.0,437600533,-53305218,276,6.349,2024-03-18 16:34:33,,120.0,18.0,34.39999999999998,34.39999999999998,80.0,81.0,0.0
90,757,27351.13,6.353,4,172.0,437600447,-53304205,324,6.353,2024-03-18 16:34:34,,121.0,18.0,34.60000000000002,34.60000000000002,80.0,81.0,0.0
80,757,27357.71,6.328,4,181.0,437600397,-53303332,232,6.328,2024-03-18 16:34:35,,123.0,18.0,34.60000000000002,34.60000000000002,80.0,81.0,0.0
83,758,27363.85,6.325,4,173.0,437600311,-53302516,172,6.325,2024-03-18 16:34:36,,121.0,18.0,34.60000000000002,34.60000000000002,80.0,81.0,0.0
81,758,27370.18,6.315,4,179.0,437600179,-53301689,209,6.315,2024-03-18 16:34:37,,122.0,18.0,34.60000000000002,34.60000000000002,80.0,81.0,0.0
82,758,27376.52,6.314,4,181.0,437600124,-53300848,225,6.314,2024-03-18 16:34:38,,122.0,18.0,34.60000000000002,34.60000000000002,80.0,81.0,0.0
86,758,27382.66,6.264,5,181.0,437600078,-53300026,203,6.264,2024-03-18 16:34:39,,120.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
84,759,27388.89,6.258,5,173.0,437600074,-53299199,222,6.258,2024-03-18 16:34:40,,122.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
83,759,27394.22,6.258,5,173.0,437600033,-53298485,219,6.258,2024-03-18 16:34:41,,123.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
85,759,27400.56,6.243,5,163.0,437599987,-53297645,230,6.243,2024-03-18 16:34:42,,123.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
90,759,27408.09,6.257,5,175.0,437599900,-53296644,210,6.257,2024-03-18 16:34:43,,124.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
81,759,27414.73,6.258,5,173.0,437599851,-53295758,220,6.258,2024-03-18 16:34:44,,126.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
81,760,27421.09,6.243,5,163.0,437599805,-53294912,194,6.243,2024-03-18 16:34:45,,127.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
86,760,27426.13,6.242,5,178.0,437599760,-53294243,182,6.242,2024-03-18 16:34:46,,128.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
107,760,27433.36,6.242,5,170.0,437599714,-53293279,157,6.242,2024-03-18 16:34:47,,132.0,18.0,34.60000000000002,34.60000000000002,80.0,81.0,0.0
84,760,27439.81,6.217,4,172.0,437599669,-53292421,137,6.217,2024-03-18 16:34:48,,129.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
94,760,27445.97,6.204,4,185.0,437599664,-53291596,142,6.204,2024-03-18 16:34:49,,130.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
88,760,27452.27,6.162,4,172.0,437599623,-53290759,139,6.162,2024-03-18 16:34:50,,130.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
85,761,27458.51,6.133,4,185.0,437599660,-53289927,171,6.133,2024-03-18 16:34:51,,133.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
91,761,27464.52,6.131,4,179.0,437599664,-53289124,160,6.131,2024-03-18 16:34:52,,132.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
86,761,27470.35,6.12,4,167.0,437599623,-53288347,172,6.12,2024-03-18 16:34:53,,131.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
87,761,27476.28,6.029,4,187.0,437599578,-53287556,175,6.029,2024-03-18 16:34:54,,131.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
92,761,27482.07,5.96,5,181.0,437599533,-53286788,180,5.96,2024-03-18 16:34:55,,130.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
90,761,27487.93,5.938,5,181.0,437599487,-53286005,201,5.938,2024-03-18 16:34:56,,129.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
95,762,27492.83,5.936,5,187.0,437599441,-53285351,198,5.936,2024-03-18 16:34:57,,129.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
72,762,27499.97,5.936,5,190.0,437599395,-53284402,191,5.936,2024-03-18 16:34:58,,136.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
87,762,27506.02,5.936,5,174.0,437599309,-53283599,226,5.936,2024-03-18 16:34:59,,136.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
82,762,27512.24,5.936,5,174.0,437599300,-53282775,280,5.936,2024-03-18 16:35:00,,136.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
85,763,27517.34,5.936,4,174.0,437599300,-53282091,317,5.936,2024-03-18 16:35:01,,134.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
88,763,27524.81,5.951,4,176.0,437599218,-53281094,312,5.951,2024-03-18 16:35:02,,132.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
86,763,27531.21,5.97,5,178.0,437599168,-53280245,265,5.97,2024-03-18 16:35:03,,131.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
87,763,27537.62,6.08,5,176.0,437599164,-53279388,239,6.08,2024-03-18 16:35:04,,130.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
90,764,27544.01,6.142,4,177.0,437599164,-53278536,217,6.142,2024-03-18 16:35:05,,130.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
87,764,27550.54,6.272,4,176.0,437599164,-53277663,226,6.272,2024-03-18 16:35:06,,129.0,18.0,35.0,35.0,80.0,81.0,0.0
88,764,27557.04,6.37,4,178.0,437599164,-53276795,296,6.37,2024-03-18 16:35:07,,129.0,18.0,35.0,35.0,80.0,81.0,0.0
89,764,27563.78,6.381,4,176.0,437599164,-53275896,280,6.381,2024-03-18 16:35:08,,131.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
98,765,27570.35,6.471,4,177.0,437599164,-53275019,205,6.471,2024-03-18 16:35:09,,130.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
86,765,27577.1,6.523,4,172.0,437599164,-53274119,186,6.523,2024-03-18 16:35:10,,131.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
87,765,27584.17,6.611,4,173.0,437599164,-53273174,200,6.611,2024-03-18 16:35:11,,132.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
93,765,27590.87,6.637,4,175.0,437599164,-53272281,175,6.637,2024-03-18 16:35:12,,133.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
87,765,27597.51,6.682,4,176.0,437599164,-53271395,177,6.682,2024-03-18 16:35:13,,133.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
89,766,27604.17,6.686,4,183.0,437599164,-53270507,164,6.686,2024-03-18 16:35:14,,133.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
91,766,27610.9,6.686,4,174.0,437599164,-53269610,161,6.686,2024-03-18 16:35:15,,134.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
87,766,27617.73,6.686,4,174.0,437599123,-53268699,159,6.686,2024-03-18 16:35:16,,134.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
88,766,27624.45,6.686,5,169.0,437599118,-53267804,194,6.686,2024-03-18 16:35:17,,134.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
86,766,27631.01,6.686,5,182.0,437599077,-53266927,226,6.686,2024-03-18 16:35:18,,134.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
92,767,27636.37,6.661,5,176.0,437599073,-53266209,265,6.661,2024-03-18 16:35:19,,134.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
88,767,27644.14,6.683,5,177.0,437599073,-53265176,291,6.683,2024-03-18 16:35:20,,134.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
92,767,27650.96,6.686,5,175.0,437599032,-53264264,259,6.686,2024-03-18 16:35:21,,134.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
88,767,27657.57,6.661,5,174.0,437599027,-53263385,216,6.661,2024-03-18 16:35:22,,134.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
90,768,27662.91,6.658,5,179.0,437599027,-53262670,216,6.658,2024-03-18 16:35:23,,134.0,18.0,35.0,35.0,80.0,81.0,0.0
91,768,27669.38,6.658,5,173.0,437598986,-53261810,219,6.658,2024-03-18 16:35:24,,134.0,18.0,35.0,35.0,80.0,81.0,0.0
88,768,27677.18,6.658,5,175.0,437598982,-53260767,203,6.658,2024-03-18 16:35:25,,136.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
92,768,27684.23,6.666,5,177.0,437598982,-53259826,174,6.666,2024-03-18 16:35:26,,137.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
94,768,27691.14,6.667,5,175.0,437598940,-53258903,164,6.667,2024-03-18 16:35:27,,132.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
87,768,27697.84,6.7,5,176.0,437598936,-53258011,160,6.7,2024-03-18 16:35:28,,131.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
88,769,27703.32,6.713,5,181.0,437598936,-53257278,191,6.713,2024-03-18 16:35:29,,133.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
92,769,27711.13,6.729,5,170.0,437599019,-53256237,250,6.729,2024-03-18 16:35:30,,133.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
36,769,27718.0,6.715,5,170.0,437599069,-53255326,227,6.715,2024-03-18 16:35:31,,136.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
0,769,27724.56,6.704,5,171.0,437599114,-53254451,0,6.704,2024-03-18 16:35:32,,135.0,18.0,34.799999999999955,34.799999999999955,80.0,81.0,0.0
74,769,27731.03,6.703,5,173.0,437599201,-53253594,84,6.703,2024-03-18 16:35:33,,135.0,18.0,34.60000000000002,34.60000000000002,80.0,81.0,0.0
87,770,27737.41,6.703,5,172.0,437599333,-53252759,255,6.703,2024-03-18 16:35:34,,135.0,18.0,34.60000000000002,34.60000000000002,80.0,81.0,0.0
87,770,27743.66,6.703,5,169.0,437599511,-53251959,253,6.703,2024-03-18 16:35:35,,134.0,18.0,34.60000000000002,34.60000000000002,80.0,81.0,0.0
87,770,27749.91,6.568,5,169.0,437599777,-53251179,160,6.568,2024-03-18 16:35:36,,134.0,18.0,34.60000000000002,34.60000000000002,80.0,81.0,0.0
0,770,27756.06,6.423,5,171.0,437600006,-53250415,0,6.423,2024-03-18 16:35:37,,134.0,18.0,34.39999999999998,34.39999999999998,80.0,81.0,0.0
0,770,27762.14,6.358,5,174.0,437600314,-53249710,0,6.358,2024-03-18 16:35:38,,134.0,18.0,34.200000000000045,34.200000000000045,80.0,81.0,0.0
0,770,27767.76,5.895,6,176.0,437600673,-53249108,0,5.895,2024-03-18 16:35:39,,134.0,18.0,33.799999999999955,33.799999999999955,80.0,81.0,-0.17
0,770,27772.81,4.988,6,179.0,437601037,-53248583,0,4.988,2024-03-18 16:35:40,,134.0,18.0,33.39999999999998,33.39999999999998,80.0,81.0,-1.36
0,770,27778.34,4.889,7,181.0,437601403,-53248028,0,4.889,2024-03-18 16:35:41,,132.0,18.0,33.0,33.0,80.0,82.0,-2.05
0,770,27784.85,5.955,7,183.0,437601848,-53247342,0,5.955,2024-03-18 16:35:42,,132.0,18.0,32.60000000000002,32.60000000000002,80.0,82.0,-2.89
91,770,27789.85,6.075,7,186.0,437602057,-53246742,21,6.075,2024-03-18 16:35:43,,132.0,18.0,32.200000000000045,32.200000000000045,80.0,82.0,-3.8
95,770,27796.0,5.31,6,175.0,437602158,-53245930,59,5.31,2024-03-18 16:35:44,,131.0,18.0,32.0,32.0,80.0,83.0,-4.65
89,770,27801.22,5.123,6,174.0,437602046,-53245257,111,5.123,2024-03-18 16:35:45,,133.0,18.0,31.799999999999955,31.799999999999955,80.0,83.0,-5.21
87,770,27806.17,5.211,6,183.0,437601785,-53244666,156,5.211,2024-03-18 16:35:46,,132.0,18.0,31.799999999999955,31.799999999999955,80.0,83.0,-5.29
98,770,27810.84,4.663,6,184.0,437601511,-53244162,196,4.663,2024-03-18 16:35:47,,132.0,18.0,32.0,32.0,80.0,84.0,-4.8
93,771,27814.63,4.859,6,181.0,437601240,-53243793,227,4.859,2024-03-18 16:35:48,,133.0,18.0,32.0,32.0,80.0,84.0,-3.86
88,771,27819.3,4.208,6,176.0,437600885,-53243342,276,4.208,2024-03-18 16:35:49,,134.0,18.0,32.200000000000045,32.200000000000045,80.0,84.0,-2.61
81,771,27823.06,3.793,6,180.0,437600600,-53242976,430,3.793,2024-03-18 16:35:50,,137.0,18.0,32.39999999999998,32.39999999999998,80.0,84.0,-1.28
81,772,27826.46,3.542,5,178.0,437600327,-53242654,494,3.542,2024-03-18 16:35:51,,138.0,18.0,32.799999999999955,32.799999999999955,80.0,84.0,0.14
78,772,27829.73,3.451,5,174.0,437600137,-53242299,515,3.451,2024-03-18 16:35:52,,138.0,18.0,33.0,33.0,80.0,84.0,1.34
77,773,27833.13,3.326,5,181.0,437599954,-53241904,486,3.326,2024-03-18 16:35:53,,139.0,18.0,33.39999999999998,33.39999999999998,80.0,84.0,2.62
83,773,27836.38,3.431,5,169.0,437599814,-53241509,355,3.431,2024-03-18 16:35:54,,139.0,18.0,33.60000000000002,33.60000000000002,81.0,84.0,3.83
87,774,27839.88,3.728,5,170.0,437599678,-53241074,290,3.728,2024-03-18 16:35:55,,139.0,18.0,33.799999999999955,33.799999999999955,81.0,84.0,4.86
83,774,27843.56,3.758,5,193.0,437599582,-53240599,183,3.758,2024-03-18 16:35:56,,139.0,18.0,34.0,34.0,81.0,84.0,5.64
80,774,27847.5,3.758,5,169.0,437599490,-53240079,159,3.758,2024-03-18 16:35:57,,138.0,18.0,34.0,34.0,81.0,84.0,6.03
81,774,27851.52,3.758,6,174.0,437599482,-53239546,155,3.758,2024-03-18 16:35:58,,139.0,18.0,34.200000000000045,34.200000000000045,82.0,84.0,5.91
82,774,27855.54,3.812,6,173.0,437599482,-53239007,121,3.812,2024-03-18 16:35:59,,139.0,18.0,34.200000000000045,34.200000000000045,82.0,84.0,5.34
