ctl,atl,rampRate,ctlLoad,atlLoad,updated,weight,restingHR,date,eftp,wattkilo
0.0,0.0,,0.0,0.0,2024-04-22T11:19:38.764+00:00,97.0,,2023-02-14,214.0,2.2061855670103094
0.0,0.0,,0.0,0.0,2024-04-22T11:19:38.766+00:00,97.0,45.0,2023-02-15,214.0,2.2061855670103094
2.4940012,14.110943,,106.0,106.0,2024-04-22T11:19:38.768+00:00,97.0,,2023-02-16,214.0,2.2061855670103094
2.4353216,12.232465,,0.0,0.0,2024-04-22T11:19:38.769+00:00,97.0,45.0,2023-02-17,214.0,2.2061855670103094
3.38974,16.328304,,43.0,43.0,2024-04-22T11:19:38.771+00:00,97.0,,2023-02-18,214.0,2.2061855670103094
3.3099852,17.083332,,0.0,22.0,2024-04-22T11:19:38.772+00:00,97.0,,2023-02-19,214.0,2.2061855670103094
3.2321067,17.870972,,0.0,23.0,2024-04-22T11:19:38.774+00:00,97.0,,2023-02-20,214.0,2.2061855670103094
6.026515,31.732847,6.026515,122.0,122.0,2024-01-16T20:46:48.720+00:00,97.0,,2023-02-21,214.0,2.2061855670103094
5.8847213,27.508505,5.8847213,0.0,0.0,2024-01-16T20:46:48.721+00:00,97.0,45.0,2023-02-22,214.0,2.2061855670103094
5.7462635,23.846516,3.2522624,0.0,0.0,2024-01-16T20:46:48.721+00:00,97.0,45.0,2023-02-23,214.0,2.2061855670103094
5.6110635,20.672018,3.175742,0.0,0.0,2024-01-16T20:46:48.722+00:00,97.0,45.0,2023-02-24,214.0,2.2061855670103094
5.4790444,17.920116,2.0893044,0.0,0.0,2024-01-16T20:46:48.722+00:00,97.0,45.0,2023-02-25,214.0,2.2061855670103094
5.350132,15.534553,2.0401468,0.0,0.0,2024-01-16T20:46:48.722+00:00,97.0,45.0,2023-02-26,214.0,2.2061855670103094
6.7300644,21.986374,3.4979577,64.0,64.0,2024-01-16T20:46:48.723+00:00,97.0,,2023-02-27,214.0,2.2061855670103094
6.5717173,19.059502,0.54520226,0.0,0.0,2024-01-16T20:46:48.723+00:00,97.0,45.0,2023-02-28,214.0,2.2061855670103094
9.216965,32.363792,3.3322434,119.0,119.0,2024-01-16T20:46:48.724+00:00,97.0,,2023-03-01,214.0,2.2061855670103094
9.000105,28.055456,3.2538414,0.0,0.0,2024-01-16T20:46:48.724+00:00,97.0,45.0,2023-03-02,214.0,2.2061855670103094
8.788347,24.320656,3.1772838,0.0,0.0,2024-01-16T20:46:48.724+00:00,97.0,45.0,2023-03-03,214.0,2.2061855670103094
12.604914,43.84692,7.1258693,171.0,171.0,2024-01-16T20:46:48.725+00:00,97.0,,2023-03-04,214.0,2.2061855670103094
12.308341,38.009926,6.958209,0.0,0.0,2024-01-16T20:46:48.725+00:00,97.0,45.0,2023-03-05,214.0,2.2061855670103094
12.018746,32.949966,5.288682,0.0,0.0,2024-01-16T20:46:48.726+00:00,97.0,45.0,2023-03-06,214.0,2.2061855670103094
14.18291,42.408295,7.6111927,104.0,104.0,2024-01-16T20:46:48.726+00:00,97.0,,2023-03-07,214.0,2.2061855670103094
13.84921,36.762814,4.632245,0.0,0.0,2024-01-16T20:46:48.726+00:00,97.0,45.0,2023-03-08,214.0,2.2061855670103094
15.829136,44.914837,6.829031,98.0,98.0,2024-01-16T20:46:48.727+00:00,97.0,,2023-03-09,214.0,2.2061855670103094
15.456703,38.93568,6.668356,0.0,0.0,2024-01-16T20:46:48.727+00:00,97.0,45.0,2023-03-10,214.0,2.2061855670103094
17.563505,47.7303,4.9585915,105.0,105.0,2024-01-16T20:46:48.728+00:00,97.0,,2023-03-11,214.0,2.2061855670103094
17.150265,41.376343,4.8419237,0.0,0.0,2024-01-16T20:46:48.728+00:00,97.0,45.0,2023-03-12,214.0,2.2061855670103094
19.123108,49.31357,7.1043615,101.0,101.0,2024-01-16T20:46:48.728+00:00,97.0,,2023-03-13,214.0,2.2061855670103094
18.673174,42.748844,4.490264,0.0,0.0,2024-01-16T20:46:48.729+00:00,97.0,45.0,2023-03-14,214.0,2.2061855670103094
20.233732,48.373405,6.3845224,85.0,85.0,2024-01-16T20:46:48.729+00:00,97.0,,2023-03-15,214.0,2.2061855670103094
21.851686,53.781704,6.0225506,89.0,89.0,2024-01-16T20:46:48.729+00:00,97.0,,2023-03-16,214.0,2.2061855670103094
21.337553,46.62217,5.88085,0.0,0.0,2024-01-16T20:46:48.730+00:00,97.0,45.0,2023-03-17,214.0,2.2061855670103094
25.211782,65.17644,7.6482773,186.0,186.0,2024-01-16T20:46:48.730+00:00,97.0,,2023-03-18,214.0,2.2061855670103094
24.618591,56.50001,7.4683266,0.0,0.0,2024-01-16T20:46:48.731+00:00,97.0,45.0,2023-03-19,214.0,2.2061855670103094
24.039358,48.97861,4.91625,0.0,0.0,2024-01-16T20:46:48.731+00:00,97.0,45.0,2023-03-20,214.0,2.2061855670103094
25.920696,56.303173,7.2475224,104.0,104.0,2024-01-16T20:46:48.731+00:00,97.0,,2023-03-21,214.0,2.2061855670103094
25.310825,48.807976,5.077093,0.0,0.0,2024-01-16T20:46:48.732+00:00,97.0,45.0,2023-03-22,214.0,2.2061855670103094
27.138721,56.022133,5.287035,103.0,103.0,2024-01-16T20:46:48.732+00:00,97.0,,2023-03-23,214.0,2.2061855670103094
26.500193,48.56435,5.1626396,0.0,0.0,2024-01-16T20:46:48.733+00:00,97.0,45.0,2023-03-24,214.0,2.2061855670103094
25.876688,42.09936,0.66490555,0.0,0.0,2024-01-16T20:46:48.733+00:00,97.0,45.0,2023-03-25,214.0,2.2061855670103094
25.267853,36.495007,0.6492615,0.0,0.0,2024-01-16T20:46:48.733+00:00,97.0,45.0,2023-03-26,214.0,2.2061855670103094
24.673344,31.636715,0.6339855,0.0,0.0,2024-01-16T20:46:48.734+00:00,97.0,45.0,2023-03-27,214.0,2.2061855670103094
24.092821,27.425169,-1.8278751,0.0,0.0,2024-01-16T20:46:48.734+00:00,97.0,45.0,2023-03-28,214.0,2.2061855670103094
23.525957,23.774273,-1.7848682,0.0,0.0,2024-01-16T20:46:48.735+00:00,97.0,45.0,2023-03-29,214.0,2.2061855670103094
22.972431,20.609392,-4.1662903,0.0,0.0,2024-01-16T20:46:48.735+00:00,97.0,45.0,2023-03-30,214.0,2.2061855670103094
22.431929,17.865826,-4.068264,0.0,0.0,2024-01-16T20:46:48.735+00:00,97.0,45.0,2023-03-31,214.0,2.2061855670103094
21.904142,15.48749,-3.9725456,0.0,0.0,2024-01-16T20:46:48.736+00:00,97.0,45.0,2023-04-01,214.0,2.2061855670103094
21.388775,13.425762,-3.879078,0.0,0.0,2024-01-16T20:46:48.736+00:00,97.0,45.0,2023-04-02,214.0,2.2061855670103094
22.556044,21.090166,-2.1173,71.0,71.0,2024-01-16T20:46:48.737+00:00,97.0,,2023-04-03,214.0,2.2061855670103094
22.025337,18.282598,-2.067484,0.0,0.0,2024-01-16T20:46:48.737+00:00,97.0,45.0,2023-04-04,214.0,2.2061855670103094
21.507118,15.848781,-2.018839,0.0,0.0,2024-01-16T20:46:48.737+00:00,97.0,45.0,2023-04-05,214.0,2.2061855670103094
22.01281,19.463207,-0.9596214,43.0,43.0,2024-01-16T20:46:48.738+00:00,97.0,,2023-04-06,214.0,2.2061855670103094
21.494886,16.872225,-0.93704224,0.0,0.0,2024-01-16T20:46:48.738+00:00,97.0,45.0,2023-04-07,214.0,2.2061855670103094
23.106697,26.607147,1.2025547,90.0,90.0,2024-01-16T20:46:48.739+00:00,97.0,,2023-04-08,214.0,2.2061855670103094
22.563036,23.065147,1.1742611,0.0,0.0,2024-01-16T20:46:48.739+00:00,97.0,45.0,2023-04-09,214.0,2.2061855670103094
22.032166,19.994667,-0.5238781,0.0,0.0,2024-01-16T20:46:48.739+00:00,97.0,45.0,2023-04-10,214.0,2.2061855670103094
22.972542,25.586506,0.9472046,62.0,62.0,2024-01-16T20:46:48.740+00:00,97.0,,2023-04-11,214.0,2.2061855670103094
22.432037,22.180376,0.9249191,0.0,0.0,2024-01-16T20:46:48.740+00:00,97.0,45.0,2023-04-12,214.0,2.2061855670103094
24.68059,34.936085,2.66778,118.0,118.0,2024-01-16T20:46:48.740+00:00,97.0,,2023-04-13,214.0,2.2061855670103094
24.099897,30.28532,2.605011,0.0,0.0,2024-01-16T20:46:48.741+00:00,97.0,45.0,2023-04-14,214.0,2.2061855670103094
23.532867,26.253675,0.42617035,0.0,0.0,2024-01-16T20:46:48.741+00:00,97.0,45.0,2023-04-15,214.0,2.2061855670103094
22.97918,22.758732,0.41614342,0.0,0.0,2024-01-16T20:46:48.742+00:00,97.0,45.0,2023-04-16,214.0,2.2061855670103094
24.556067,31.710032,2.523901,90.0,90.0,2024-01-16T20:46:48.742+00:00,97.0,,2023-04-17,214.0,2.2061855670103094
23.978304,27.488726,1.0057621,0.0,0.0,2024-01-16T20:46:48.742+00:00,97.0,45.0,2023-04-18,214.0,2.2061855670103094
25.414042,35.14475,2.9820042,85.0,85.0,2024-01-16T20:46:48.743+00:00,97.0,,2023-04-19,214.0,2.2061855670103094
24.816092,30.466206,0.13550186,0.0,0.0,2024-01-16T20:46:48.743+00:00,97.0,45.0,2023-04-20,214.0,2.2061855670103094
24.23221,26.41048,0.13231277,0.0,0.0,2024-01-16T20:46:48.743+00:00,97.0,45.0,2023-04-21,214.0,2.2061855670103094
23.662067,22.89466,0.12919998,0.0,0.0,2024-01-16T20:46:48.744+00:00,97.0,45.0,2023-04-22,214.0,2.2061855670103094
23.10534,19.846876,0.12615967,0.0,0.0,2024-01-16T20:46:48.744+00:00,97.0,45.0,2023-04-23,214.0,2.2061855670103094
22.561708,17.204819,-1.9943581,0.0,0.0,2024-01-16T20:46:48.745+00:00,97.0,45.0,2023-04-24,214.0,2.2061855670103094
23.466097,23.034925,-0.51220703,61.0,61.0,2024-01-16T20:46:48.745+00:00,97.0,,2023-04-25,214.0,2.2061855670103094
22.913979,19.968468,-2.500063,0.0,0.0,2024-01-16T20:46:48.746+00:00,97.0,45.0,2023-04-26,214.0,2.2061855670103094
22.374851,17.310223,-2.4412403,0.0,0.0,2024-01-16T20:46:48.746+00:00,97.0,45.0,2023-04-27,214.0,2.2061855670103094
21.84841,15.00585,-2.3838005,0.0,0.0,2024-01-16T20:46:48.746+00:00,97.0,45.0,2023-04-28,214.0,2.2061855670103094
21.334352,13.00824,-2.327715,0.0,0.0,2024-01-16T20:46:48.747+00:00,97.0,45.0,2023-04-29,214.0,2.2061855670103094
20.832392,11.276556,-2.2729473,0.0,0.0,2024-01-16T20:46:48.747+00:00,97.0,45.0,2023-04-30,214.0,2.2061855670103094
20.342241,9.775397,-2.2194672,0.0,0.0,2024-01-16T20:46:48.747+00:00,97.0,45.0,2023-05-01,214.0,2.2061855670103094
19.863623,8.474076,-3.6024742,0.0,0.0,2024-01-16T20:46:48.748+00:00,97.0,45.0,2023-05-02,214.0,2.2061855670103094
21.631454,19.992588,-1.2825241,95.0,95.0,2024-01-16T20:46:48.748+00:00,97.0,,2023-05-03,214.0,2.2061855670103094
21.122503,17.331133,-1.252348,0.0,0.0,2024-01-16T20:46:48.748+00:00,97.0,45.0,2023-05-04,214.0,2.2061855670103094
20.625526,15.023976,-1.2228832,0.0,0.0,2024-01-16T20:46:48.749+00:00,97.0,45.0,2023-05-05,214.0,2.2061855670103094
20.140244,13.023953,-1.194109,0.0,0.0,2024-01-16T20:46:48.749+00:00,97.0,45.0,2023-05-06,214.0,2.2061855670103094
19.666378,11.290177,-1.1660137,0.0,0.0,2024-01-16T20:46:48.750+00:00,97.0,45.0,2023-05-07,214.0,2.2061855670103094
19.203661,9.787206,-1.1385803,0.0,0.0,2024-01-16T20:46:48.750+00:00,97.0,45.0,2023-05-08,214.0,2.2061855670103094
20.516455,18.46847,0.65283203,75.0,75.0,2024-01-16T20:46:48.750+00:00,97.0,,2023-05-09,214.0,2.2061855670103094
20.033737,16.009909,-1.5977173,0.0,0.0,2024-01-16T20:46:48.751+00:00,97.0,45.0,2023-05-10,214.0,2.2061855670103094
19.562378,13.878636,-1.5601254,0.0,0.0,2024-01-16T20:46:48.751+00:00,97.0,45.0,2023-05-11,214.0,2.2061855670103094
19.102108,12.031083,-1.5234184,0.0,0.0,2024-01-16T20:46:48.751+00:00,97.0,45.0,2023-05-12,214.0,2.2061855670103094
18.652668,10.42948,-1.4875755,0.0,0.0,2024-01-16T20:46:48.752+00:00,97.0,45.0,2023-05-13,214.0,2.2061855670103094
18.213802,9.041085,-1.4525757,0.0,0.0,2024-01-16T20:46:48.752+00:00,97.0,45.0,2023-05-14,214.0,2.2061855670103094
17.785263,7.837517,-1.4183979,0.0,0.0,2024-01-16T20:46:48.752+00:00,97.0,45.0,2023-05-15,214.0,2.2061855670103094
17.366806,6.79417,-3.1496487,0.0,0.0,2024-01-16T20:46:48.753+00:00,97.0,45.0,2023-05-16,214.0,2.2061855670103094
16.958195,5.8897157,-3.0755424,0.0,0.0,2024-01-16T20:46:48.753+00:00,97.0,45.0,2023-05-17,214.0,2.2061855670103094
16.559196,5.1056643,-3.0031815,0.0,0.0,2024-01-16T20:46:48.754+00:00,97.0,45.0,2023-05-18,214.0,2.2061855670103094
16.169586,4.4259877,-2.9325218,0.0,0.0,2024-01-16T20:46:48.754+00:00,97.0,45.0,2023-05-19,214.0,2.2061855670103094
15.789144,3.836791,-2.8635244,0.0,0.0,2024-01-16T20:46:48.754+00:00,97.0,45.0,2023-05-20,214.0,2.2061855670103094
15.417651,3.3260293,-2.7961512,0.0,0.0,2024-01-16T20:46:48.755+00:00,97.0,45.0,2023-05-21,214.0,2.2061855670103094
15.0549,2.8832612,-2.730363,0.0,0.0,2024-01-16T20:46:48.755+00:00,97.0,45.0,2023-05-22,214.0,2.2061855670103094
14.700684,2.4994354,-2.6661224,0.0,0.0,2024-01-16T20:46:48.755+00:00,97.0,45.0,2023-05-23,214.0,2.2061855670103094
14.354801,2.1667054,-2.6033936,0.0,0.0,2024-01-16T20:46:48.756+00:00,97.0,45.0,2023-05-24,214.0,2.2061855670103094
14.017056,1.878269,-2.54214,0.0,0.0,2024-01-16T20:46:48.756+00:00,97.0,45.0,2023-05-25,214.0,2.2061855670103094
13.687259,1.6282299,-2.4823275,0.0,0.0,2024-01-16T20:46:48.757+00:00,97.0,45.0,2023-05-26,214.0,2.2061855670103094
13.365221,1.4114765,-2.4239225,0.0,0.0,2024-01-16T20:46:48.757+00:00,97.0,45.0,2023-05-27,214.0,2.2061855670103094
13.05076,1.2235777,-2.366891,0.0,0.0,2024-01-16T20:46:48.757+00:00,97.0,45.0,2023-05-28,214.0,2.2061855670103094
12.743698,1.0606925,-2.311202,0.0,0.0,2024-01-16T20:46:48.758+00:00,97.0,45.0,2023-05-29,214.0,2.2061855670103094
12.44386,0.91949093,-2.2568235,0.0,0.0,2024-01-16T20:46:48.758+00:00,97.0,45.0,2023-05-30,214.0,2.2061855670103094
13.492191,8.385046,-0.86260986,57.0,57.0,2024-01-16T20:46:48.759+00:00,97.0,,2023-05-31,214.0,2.2061855670103094
13.174743,7.268811,-0.84231377,0.0,0.0,2024-01-16T20:46:48.759+00:00,97.0,45.0,2023-06-01,214.0,2.2061855670103094
12.864763,6.301172,-0.82249546,0.0,0.0,2024-01-16T20:46:48.759+00:00,97.0,45.0,2023-06-02,214.0,2.2061855670103094
13.456153,10.520987,0.09093189,38.0,38.0,2024-01-16T20:46:48.760+00:00,97.0,,2023-06-03,214.0,2.2061855670103094
13.139552,9.120411,0.08879185,0.0,0.0,2024-01-16T20:46:48.760+00:00,97.0,45.0,2023-06-04,214.0,2.2061855670103094
14.712666,18.556051,1.9689674,80.0,80.0,2024-01-16T20:46:48.760+00:00,97.0,,2023-06-05,214.0,2.2061855670103094
14.366502,16.08583,1.9226418,0.0,0.0,2024-01-16T20:46:48.761+00:00,97.0,45.0,2023-06-06,214.0,2.2061855670103094
14.028482,13.944451,0.5362911,0.0,0.0,2024-01-16T20:46:48.761+00:00,97.0,45.0,2023-06-07,214.0,2.2061855670103094
13.698416,12.088137,0.52367306,0.0,0.0,2024-01-16T20:46:48.762+00:00,97.0,45.0,2023-06-08,214.0,2.2061855670103094
15.423079,22.060562,2.5583153,87.0,87.0,2024-01-16T20:46:48.762+00:00,97.0,,2023-06-09,214.0,2.2061855670103094
15.0602,19.123814,1.6040468,0.0,0.0,2024-01-16T20:46:48.762+00:00,97.0,45.0,2023-06-10,214.0,2.2061855670103094
14.705858,16.57801,1.5663061,0.0,0.0,2024-01-16T20:46:48.763+00:00,97.0,45.0,2023-06-11,214.0,2.2061855670103094
14.359854,14.371111,-0.3528118,0.0,0.0,2024-01-16T20:46:48.763+00:00,97.0,45.0,2023-06-12,214.0,2.2061855670103094
14.021991,12.990487,-0.34451103,0.0,4.0,2024-01-16T20:46:48.763+00:00,97.0,,2023-06-13,214.0,2.2061855670103094
13.692077,11.261167,-0.33640575,0.0,0.0,2024-01-16T20:46:48.764+00:00,97.0,45.0,2023-06-14,214.0,2.2061855670103094
